,Unnamed: 0,Sentence,Label,Dataset
3333,4823,"Not really thriller so as a for teens to laugh , groan hiss at .",1,train
2750,2964,"But Kouyate elicits strong from his , he a powerful commentary on lie , runs them",3,train
2742,1870,The 's thesis -- elegant technology for the masses is surprisingly .,3,train
4245,4032,"But the performances Pacino , Williams , Swank the viewer all the way through",4,train
3792,2242,"Mike is n't to that makes Michael jealous , it has cute , funny scenes , and hits target audience young Bow - with nothing but net .",3,train
2754,3509,The understand and McCracken knows 's all that matters .,3,train
2684,406,It about the image,2,train
3335,1924,'s technique is to terror by suggestion rather than the of special effects .,3,train
3211,5232,"Too stagey , -- -- its own .",1,train
3229,5553,movie dawdle in classic disaffected-indie-film mode and brother 's stumbles over twist just n't make .,1,train
3106,7156,"A few energetic stunt briefly enliven the film , but the wheezing terrorist n't the stamina for the running time , and protagonists ' bohemian boorishness mars the spirit of good clean fun",2,train
3698,497,"is a experimentation and improvisation to that always work , but is nevertheless compelling .",3,train
3289,264,"Films about , grief recovery are valuable these days .",3,train
3450,8290,"no real it , and no reason to .",2,train
3013,1861,"fascinating , unnerving of the of one unstable man .",3,train
3870,8495,... a pretentious mess ...,0,train
4052,4097,the film is dudsville .,0,train
3944,7079,You know that bucks 'd spend on a ticket,2,train
3481,8512,than fresh .,1,train
3263,548,A psychological drama about a father returns to son 's home after decades away .,3,train
2544,7990,"main characters simply named Husband , The Kidnapper , emphasizing the disappointingly nature of entire .",0,train
3935,6091,"Goldbacher draws an elegant sense and a talent for easy , seductive pacing but and Laurence do n't manage an equally assured .",3,train
2840,3857,like Kubrick before may not touch 's skin but the spirit,4,train
2839,5945,Has the feel a bunch of TV,0,train
3886,5634,", 're ' they",2,train
3356,7709,One regards Reign of Fire awe .,4,train
4192,7642,"Cherry Orchard edited , often directed and from the addition wholly unnecessary pre-credit designed some of the ' story . '",1,train
2620,191,"Saigon 1952 is an uneasy mix of sensual simmering violence , and American brings us right into center of that world .",3,train
2508,5805,Will anyone who n't subscriber be excited that it has n't gone straight to,1,train
4467,8071,"A boring masquerade ball where normally good actors , Kingsley , made",1,train
4119,2876,A fanciful drama Napoleon 's his humility .,4,train
3706,1563,"The people in are so and true , as real life , we 're never sure how things will work out",3,train
3982,458,"As literary desecrations go , this makes for perfectly acceptable , occasionally very enjoyable children 's",3,train
4089,6941,"Elie Chouraqui , who co-wrote the script , chaotic horror , but why you to subjugate truth to tear-jerking demands of opera",1,train
4340,626,"It is not what you see , it is what think see .",2,train
4010,1266,"My Fat Greek is only best date the year , also a dare it -- delightfully totally American , I might add -- of comedic .",4,train
3547,3990,"The film the high-buffed gloss high-octane jolts you of De Palma but what makes it is that 's also one of the smartest , most expressions of pure love an director .",3,train
3462,4564,"attempts to from a genre -- gangster crime comedy -- that wore out its with audiences several years , and its cutesy on cliches is n't endearing .",1,train
2968,7078,"Instead of letting laughs come as they may , Lawrence his misogyny -- er , comedy -- like a human volcano an septic tank , take .",0,train
3441,271,Stuffed to the brim with American film is examination of gun culture usual modus operandi of crucifixion through .,3,train
3799,4036,"This is popcorn movie equal doses action , and as a serious debt to , but it like unrealized potential",3,train
3848,5841,Perhaps most thing about Who Is Cletis Tout,2,train
3615,4963,"It 's just too bad the eventually themselves the feet with cop flick like an arms , squad car pile-ups and the screaming captain .",0,train
4097,8411,genuine mind-bender,3,train
2782,3913,Jones tackled a meaty subject engaging characters the pages with zingers,4,train
2611,8241,"A , if forgettable , romp of film .",2,train
2746,5603,One suspects that Craven endorses They simply this movie his own look much better by .,1,train
3164,7222,"The , contrived situations , are totally estranged from .",1,train
3257,526,"Yakusho , , wonderful as long-faced sad sack and his chemistry Shimizu is believable .",4,train
3269,7692,"In a big office Hell , his hands in surrender , firing his D people , decided will just screen The Master of Disguise 7 .",0,train
2671,3434,"the film never veers its course , its parallels inadvertently memories and emotions which are anything but humorous .",2,train
4300,2581,rare 's as crisp to point as the on which it 's based,4,train
2571,5674,"Moretti Giovanni , psychiatrist who predictably it difficult sustain his profession after the tragedy .",2,train
4362,4576,to in the vein of Animal House but instead comes closer the failure the third Revenge of Nerds sequel .,0,train
2958,4945,overproduced piece dreck shockingly bad and absolutely unnecessary,0,train
2848,3615,"more that , it an poetic meditation about alienation .",3,train
3149,7356,"Spreads too thin leaving actors , as the members of short of",0,train
2909,3000,"Watching now , an era by cold loud , is less by its lavish grandeur than its and .",2,train
4232,1283,"George , in his first directorial , presents this utterly ridiculous shaggy story one of the most , and original comedies to hit screen in years .",3,train
3458,4638,"Viewed as a romance , a fairy tale or a drama there 's remotely triumphant about this motion picture .",2,train
4463,130,Chomp chomp,2,train
5673,8045,"As as earnest community-college a advertisement , . Chai is enough to make you to away the put , sell the amp , and apply guitar medical school American",1,train
5562,4936,"Clockstoppers . one up it crazy what mixed-up films that does n't know , those wants to be when it grows is of",1,train
4775,2462,Parris remarkably and is credible ' performance mature .,3,train
5034,1161,"At its this basic , cartoon that most . adventure wind-in-the-hair exhilarating is",3,train
5505,5519,"Made me feel uneasy , . on , because queasy 's cool compassion is bemused the border of Solondz even contempt",2,train
5694,2470,. but of lot a Uneven fun,3,train
5404,2170,of fair hilarity . more saucy Delivers share than its,3,train
4611,8213,"provocative often are The , but too metaphors the , viewer is left puzzled mechanics the by of the . delivery",1,train
4713,4732,"Guy falls girl , guy audience girl , asleep gets loses .",0,train
4995,4059,are The an performances absolute joy .,4,train
5996,2238,the of movies One the of best year .,4,train
5697,5588,"Kenneth Branagh 's energetic sweet-and-sour performance as he curmudgeonly a playwright in British overstuffed this erratic dramedy grounds which , and his improbably forbearing wife contend with craziness and child-rearing in Los Angeles .",2,train
5626,864,"Thought-provoking and also hermetic if . , stylish somewhat",3,train
4614,4391,This fake a capacity so insecure about its movie to excite that it churns is not one flagrantly two but the thunderstorms to underscore up action .,1,train
4789,7050,"If made shlockmeister Ed Wood had ever , a legendary about movie from , it probably would look a lot like this alarming production a adapted vampire Anne Rice 's novel The Vampire Chronicles .",2,train
5753,7106,The lousy lead reaching desired keep . movie the ever the from comic heights it obviously ... performances,1,train
5336,7036,"vain , Bentley and overcome stare design sniffle , Hudson movie-star as Ledger attempts , in Adrift , to prove that , intensity can respectively bad hair and .",1,train
5574,7607,What begins down 140 bogged minutes . over brightly gets,1,train
5365,2631,film carries dead-on of Renner the with a creepy and much performance .,4,train
5994,8515,. amusing Mildly,2,train
5102,302,"the may , mark Mr. Twohy 's Below remains emergence mainstream not but his promise undiminished into .",3,train
5331,228,There 's a part can us that sight something with the entertained by be of of someone getting away help not .,3,train
5360,5058,"subject photographer 's show-don ' t-tell stance , can is The but admirable make him a problematic documentary it .",2,train
5540,3227,"Explosions abound sexual innuendoes and , . jokes ,",2,train
4672,2136,"If Divine a of Ya-Ya the Sisterhood it from ploddingly Secrets melodramatic structure suffers , comes to life in the performances .",1,train
5567,3900,The best can is thing say about that film I what I ca n't see to wait this the director does next .,4,train
4533,2230,intimacy an immediacy believe an Has . true you in and dares you not to and it sucks all 's that,3,train
4968,373,"Directing with sure a and measured hand , Haneke steers at clear of sensational and offers instead a unflinching and objective look the an decidedly perverse pathology .",3,train
5760,4443,film This biggest problem,1,train
5706,6956,be flaccid madcap and satire Staggers is supposed to what between farce .,0,train
5175,6089,supporting would be a 's loss if not performances two ... place taking for at movie the total edges .,2,train
5552,5723,"the its own way , genius is as 's and nonsensical as a Luis Bu uel poetry without In , blasphemous attendant intelligence , film latter passion , and Joshua .",0,train
4573,7310,"While you have to admit it 's semi-amusing to watch Robert DeNiro belt out equally When you 're a Jet , you 're watch Jet all the way , '' the 's '' distasteful to a him sing '' '' to lyrics Tonight . it",1,train
5131,4347,"meandering teen . , flick Mild",2,train
5378,7393,as About on contract gangster a sweating bullets while worrying about a . original his life as,2,train
5150,7017,processor . word ' Reyes,2,train
4741,8016,"The beautiful images the solemn words can not disguise the than drown of Godard 's vision , any more slack the gorgeous piano and strings on of soundtrack and complacency out the tinny self-righteousness can his voice .",1,train
4531,2096,"since works well enough up the It the pop , frequently , of thrills dispatching and the cast is as often imaginative as it is gory .",3,train
5186,2024,"Nohe 's documentary about the event and gullible without being sympathetic He is n't blind to spontaneous , silliness but also captures moments of the creativity . authentic co-operative interaction is",3,train
5782,913,"A special melancholic film movie , this noir of a reminded kind me lot of Memento ...",4,train
5755,8521,. Crummy,0,train
5683,190,"It has its , , but it impression , kind a unapologetic , Moore and a movie faults of Mandy sweetheart leaves a positive is .",3,train
4840,1362,Me Without You has after . truth that 's refreshing a the phoniness Divine female-bonding Secrets like of pictures bracing the Ya-Ya Sisterhood of,4,train
5262,2517,"n't Jackson does is always succeed in integrating the characters in the can into the extraordinarily filmmaker landscape , be must it said that he Though an imaginative rich who foreground see the forest for the trees .",3,train
5176,5658,"it Before takes a devolves turn and sudden into a 's sort of romantic , comedy Steven Shainberg bizarre adaptation of Mary harrowing 's Gaitskill short story ... is a brilliantly played , deeply unsettling experience .",3,train
5059,6992,"After a while , the only way for a reasonably is person history get through The how Bears intelligent to ponder Country a whole segment of pop-music to has wet allowed to and been , fuzzy get sticky .",1,train
4970,226,"... the first 2 3 of the film backmasking incredibly in and insanely funny , thanks captivating part to interesting cinematic ... and visual are sick a solid cast , cool some wickedly , and twisted humor devices",4,train
5495,4676,It 's endeavor a that such devote it never bothers see question why somebody might mechanical to to time it .,1,train
4563,740,Ozpetek more the ranks of those gay joins who have used the emigre experience to filmmakers same-sex culture in the that elude explore ways nationally settled .,2,train
5525,7091,", acting with and Weighted uninvolving storytelling down slow flat .",0,train
4852,1768,"As a contradiction Ryan , Gosling Danny by . frighteningly fascinating is played",3,train
4637,6984,Citizen David Spade as Kane,1,train
4648,4964,"Cox is might more aggrandizing with concerned crazy madness not the man , far the results and drive you , .",2,train
5554,2816,"surrounds the a Maid in Manhattan , Jennifer Lopez 's most aggressive and most sincere attempt to take of by storm , the diva In shrewdly herself with affable company movies strictly . players A-list",3,train
5922,6349,"watching pleasure feel to 's acting much while It this movie , beyond mild disturbance or detached difficult at the anything .",1,train
4537,3211,decline Crane examines 's with candor . Schrader unblinking,3,train
4752,176,The Pianist born is have Roman film may Polanski been . to make the,3,train
4825,2944,. film 's in years best Ferrara,4,train
4707,7842,"of the end By it . I them of loved I the onscreen , even though people could not stand sort all",3,train
5652,2833,"Seems is on ugly ideas instead of based appealing , as Happiness far ... Hence , Storytelling ugly was . behavior more",4,train
5766,4218,simplify is pegged into issues groove of a New York dating comedy to with ' the ' Everything .,2,train
5070,2252,"Kline 's utterly convincing appealing and deeply -- -- as a noble and moral embraces being strict who code , teacher as a flawed human a who ca n't it live up to quite .",4,train
4748,7609,over 's . Ah-nuld days action might hero be,1,train
5405,3537,"It may not be particularly innovative , but film the 's crisp , unaffected style it air of longing rewarding make gentle unexpectedly and .",3,train
5539,2811,Wedding to . lament Monsoon Nair does use the of loss culture n't,2,train
5481,3914,"A vivid start , footnote to history , and a rapt that grips you holds spicy in movie attention from and to finish .",3,train
5498,6013,"Sweet Home Alabama is one so movie , harmless end its is it relentlessly but that dumb almost wins you over in the stupidity .",2,train
4569,2937,made . beautifully and Daring,4,train
5558,3495,of an feeling . characters enormous for its Generates empathy,3,train
5785,1626,"What Lee does so marvelously gripping Jim the Brown as a catalyst for the struggle ... black manhood in restrictive and chaotic America sketchy of but nevertheless compelling portrait of is Brown , a celebrated wonder in present spotlight",3,train
4795,4057,The in appeal of pasta-fagioli thoughtfulness Kiss lies lively the ease which with . integrates Last and The comedy it,4,train
5547,1377,"While dutifully pulling on heartstrings , mix Dean Deblois and Chris Sanders keep up punching the directors valiantly .",3,train
5692,5377,"predictable , leaden and It lacking and 's laughs are .",1,train
5461,2430,debut an makes Cage but pleasantly haunting . behind camera the unusual,3,train
5009,1131,"Confessions gong so always coherent , hold it 's sharply comic and n't touching , surprisingly is the but .",3,train
5215,7015,A that hybrid specificity could of from the sentimental benefit . spice,3,train
5449,6808,"Gets the in verbal the period s right , of it trappings drowns look a sea but visual and and clich otherwise .",1,train
5013,8191,"In of film we at wide see a study in contrasts the least actor this one , range limited the and range of a comedian .",2,train
4550,173,scalds like teen flick acid . party-hearty A that,1,train
5490,6684,"In truth , flick has of sheer heart all a porno it but none lust the . of the",1,train
5590,5645,Murder add . up does just Numbers n't by,1,train
5503,5170,"An forget stupid enough , unbelievably occasionally its absurdity to make you though fun film .",1,train
4737,1593,Its head familial of themes and and societal betrayal are adult separation shoulders above much of the popcorn 's . director work previous,3,train
5163,245,"Although fairly involving as far as fresh growing , having film end n't does up the much that is it to goes about say up Catholic or , really , anything .",1,train
5675,5215,For single still digits Stuart Little brainer is kidlets 2 a no .,2,train
5076,1174,and moving A weighty family of one 's a attempts to heal child the death of depiction after .,3,train
4743,7935,"Blue Crush pic all the trappings of an energetic , afterthought adventure , but ends up '' of a creaky '' Pretty extreme-sports more retread , with the emphasis has self-empowering schmaltz and big-wave surfing that gives on its title an Woman .",1,train
5308,2841,"The pain , loneliness and insecurity of witty screenwriting process are vividly and brought painfully to slovenly , in this self-deprecating , biting and the feature written by Charlie his and Kaufman twin brother , Donald life and directed . Spike Jonze by",3,train
5024,3794,"The film is ... with to treat its characters the weak and strong , as fallible an beings , not human , and to carefully delineate the cost of , inevitable conflicts between human urges and determined institution concerned caricatures self-preservation .",3,train
5565,1453,feature director 's Its substantial time some most for .,3,train
5048,3278,"For a long time the with film succeeds delicate dark , and treatment of respect characters its its unerring these for them .",3,train
5800,2396,"introduction colorful , universal A vibrant , to human impulse recorded lushly photographed and beautifully a .",4,train
4681,3756,I liked it just . enough,3,train
5529,7729,hats guy with . both Same,2,train
5037,4917,"Borstal Boy represents the really kind of worst , the that kind pretends passionate be to and truthful but is frustratingly filmmaking timid and soggy .",0,train
4772,2807,. sends a It that just again and quite cheered at believer you away,4,train
5125,8067,"The movie be to seeming . ethereal but ends up goofy tries ,",2,train
5531,4063,"Both What romantic Time serenely exuberantly , melancholy and Is It There",3,train
5972,6331,T an film is on sure if never a to point -- even clear it seeks to rely make he ambiguous presentation .,1,train
5104,135,"pleaser 's It sweet , the your mouth that lifts crowd spirits as well as laugh-a-minute corners of your a .",3,train
5063,6982,next 's What,3,train
5508,4151,a The Adventures of . Nash Pluto '' is big time stinker '',0,train
5993,3936,outrageous trail Meticulously uncovers concealment a force and of craven .,3,train
5141,1615,"beautifully 's a written finally thoughtfully head-turner and -- read , , It , deeply humanizing .",4,train
5900,6493,"convincing just have . They which in neither original nor are presented are way , problems",1,train
4714,1296,Moore than problems at solutions finding fingering better 's .,1,train
5744,4201,It 's a drag how Nettelbeck . working women working or at sees this -- woman -- for least shows she little understanding whom,0,train
4655,4164,But boobs mind all that are fantasti the never,3,train
4947,2913,Despite modest occasional its dismissed charms are be to not aspirations .,3,train
5095,3656,"As and Walter , who may or may not is shot Barry , actor Raymond J. Kennedy have ex-Marine creepy perfectly . believable",3,train
4912,6445,' Matrix tougher - style its erupt . ... Kafka-inspired the movie has a ' time balancing massacres violence with but philosophy throughout,1,train
4669,6365,and come along film so graceless as devoid a merit Rarely this one does of .,0,train
5297,5245,"Not counting a is gross-out comedies I the been long to forget , a me the first film in this trying time that made few want to bolt 've theater in the first 10 minutes .",0,train
4919,3055,"It 's n't make will , cinema lead but it is when to see where one does imagination for great interesting given the opportunity .",1,train
4582,3650,"Like many Western action past , North thriller is too thoroughly and loud overbearing , but its 's concern about this Korea 's recent films much South Korea heartfelt future adds a and needed moral weight .",3,train
5264,1107,Hartley adds the and touches satirical quirky in screenplay enough film keep the to entertaining .,4,train
5664,4365,drowned The me . boredom in Pool,1,train
5465,3062,"Do n't judge this one too keeps on but 's a , dark gritty soon it it takes off in totally unexpected directions and story - going .",3,train
5949,404,trust is This . movie a can you,4,train
4644,5040,A bold lovely and into that will own brightly bore . audiences experiment their almost certainly colored dreams most,3,train
5955,340,"and thought the ' were the , the comedy was funny , I wonderful love ' real relationships .",4,train
5684,4358,Not at be clear interesting it 's trying that say what even if it were -- I doubt would it all all to and .,0,train
5786,7189,The milieu truly wholly unconvincing and pitch the . a reach is annoying ... histrionics,1,train
4501,3084,and cultural the gut-wrenching a into examination of develops way . differences It emotional expectations collide rapidly,3,train
4584,7041,"material you really served to understand what this is story you all about , really the far better want by 're source If .",0,train
4903,5467,Its generic lack intrigue any villains other and their funny accents than the action scenes are poorly delivered .,1,train
5346,4896,"The action . well-done reasonably ... too story , character and ragged bits are fit comedy to ever yet smoothly together is",2,train
5090,971,"Inherently caustic unexplainable oddly whimsical draws grieving film chimes in on the the process and strangely , the audience into the and loss and eccentricities that are attached to pain concept of the .",3,train
4739,1475,"Gosling creates intellect staggeringly compelling character , a young , whose the of is at sharp self-destructive root a his contradictory , self-hating man very ways .",4,train
5412,4542,"... while too-long clever in spots , this certainly of spoofy update of Shakespeare Macbeth 's does n't . sustain high enough level , invention a",1,train
5910,4360,This remake of Lina Wertmuller 's ridiculous just might Derek be the biggest husband-and-wife disaster the John and Bo eroti-comedy made 1975 since Bolero .,1,train
5645,4556,"Davis has energy scenes but she does n't bother to make convincing heroine 's the sound her or the gender-war ideas original , , book comic , fly .",2,train
4518,938,"it photographic of marvel sorts , certainly and 's . an invaluable record of that special fishy community A",3,train
4983,647,"The 's quite as of of heart , you a would expect from the directors bit and Little Mermaid There Aladdin .",3,train
4507,1926,"Satin Rouge experience not a new , or it , journey , but 's to encouraging inventive see a three-dimensional , average such middle-aged woman 's is of self-discovery handled with , sensitivity .",3,train
4954,2856,"material interest film the to fulfill goals own ambitious its , it nonetheless sustains fails during the long build-up of expository . If",3,train
4721,601,Chicago-based look Wilco ... rock scenes of An the group interesting behind,3,train
4831,6294,"Somewhere there the mess that is get Traveler , is inside World mediocre movie trying to a out .",1,train
4787,7962,"out should be It affected it should be poignant , it interesting turns to be , boring and .",1,train
5396,1669,"If you a or , . here and quirky 's ironic , movies the like fun one odd",4,train
5440,214,"brilliantly constructed moving . , A work sensitive ,",4,train
4734,5598,"In both unity the and cutting does it , not achieve the kind of dramatic writing . transports that you",2,train
4899,8193,"You entered once again have the relationships realm where director Adrian Lyne holds sway , where bizarre simultaneously are all broadly metaphorical , oddly abstract , and excruciatingly literal .",2,train
4708,6363,"Contains all the . of to a -- easy Twinkie but , nourishing scarcely swallow substance",1,train
5622,8246,"director LaBute . As film a continues , improve to",3,train
5039,6453,. a the case a failing to provide us reason for while to care beyond of very basic dictums good human decency Presents,2,train
5432,2933,"Just as us recent an film Son still the Bride heart the that a feel-good of can movie show real reminded , Time of Favor presents us with Argentine action movie that actually has a brain .",3,train
5584,1245,"Payne a created has beautiful canvas that and Nicholson brush once again , he . the 's proves in the business best",4,train
4730,1844,A our lives rare makes us re-assess the basis for that . and movie what is truly ours in a world of meaningless activity evaluate,2,train
4966,256,A personal metaphor for cultural and and little-remembered self-discovery of picaresque view a a lyrical world .,3,train
5798,4562,"as , subsided lousy Tarantino imitations have . Just here comes the first lousy Guy Ritchie imitation the",1,train
5323,5201,There 's something American . convincing not The Quiet about entirely,2,train
5656,6360,"Where . on stages his upheaval Tom America Green assaults 's knee-jerk moral sanctimony , Jackass lacks aspirations of social gags as",1,train
5106,6597,"A superfluous thing ... plagued by that old appointed feeling of ' let at get this sequel the and ' Everyone has shown up 's over familiar time with place , but visible enthusiasm is mighty hard to find .",1,train
4625,5311,of gong Worthy the .,1,train
5863,7706,basis ... Um plot for the is the that entire n't,1,train
5606,7824,mood and All movie no .,1,train
4511,8204,As as pedestrian they come .,0,train
4863,136,Writer director Alexander Election Payne laughing his co-writer Jim Taylor brilliantly eye their quirky and fearless ability to look American end employ the in and angst up and .,3,train
4790,4184,"Despite engaging Knockaround 's , offbeat Guys rarely seems as a around kicking in raison d'etre that touches as fresh-faced interested its young-guns cast .",1,train
4870,7163,slap-happy after a violence . into Collapses series of adolescent minutes 30,0,train
4860,3257,"Before the anyway into exactly it kind out buddy cop comedy it set of to lampoon , collapses .",1,train
5042,3730,"the gives it that Jolie in something that makes it worth checking out at theaters , if especially you 're little extra mood for something more challenging than comfortable .",3,train
5271,8539,. real snooze A,0,train
5716,1389,"Trouble , own a Big considered its be On could funny little film .",3,train
5046,1465,The between Thomas is Lynch describe to as a cross best Paul way Anderson 's Magnolia and David it 's Mulholland Dr.,2,train
5928,6387,girls-behaving-badly the fallen the which . Represents film has to depths,1,train
4527,69,"For going of French cinema is to Conduct , devotees celluloid with period minutiae it 's like dying and so Safe rich heaven .",4,train
5784,1828,A battle for fans of thoughtful . war and those interested in the sights sounds and films must-see of,4,train
4676,4454,"enjoyment light , a all that fumbles third almost comedy of engaging accumulated A with its crucial away act miscalculation .",1,train
4837,4021,"Surprisingly , the is shamelessly a adventure hilarious and film I it enjoyed .",3,train
5241,7686,"While it . to quite tends to 's at , the attention process a all do tasteful little fleeing of its own look",1,train
5356,3121,"A must if fans of British cinema , . because the so many titans of ride industry are along for the only for",4,train
5407,1689,spooky epic succeeds the . action-packed trash Vampire of highest order as,2,train
5017,2713,"Like The Full after , this and . audience raise Monty 's spirits is leave them singing long to the credits roll sure",4,train
5707,6534,Sweetest Thing The leaves an awful . taste sour,1,train
5772,3105,"Captures all the and , anguish messages a , the confusing ache wish longing the and to be sexual part of that elusive adult world .",3,train
5190,4149,"crowd a Too older for for , too shallow younger an slow one .",1,train
5823,1961,I 'm not batch a cute this generally but of vegetables . pretty fan is,2,train
5239,5492,and on Goes of to on point the nausea .,1,train
5745,8387,fun A ride .,3,train
5393,1366,The Scorpion more than King Conan . is the Barbarian fun,3,train
5126,1217,It 's one heads to read about or rail against over ongoing - and unprecedented - construction project going on the thing our .,1,train
5688,3321,"It is different to character in its others anatomical that it is does genre rely on dumb gags , in humor , or character cliches it primarily relies on not from tell its story .",4,train
5473,8451,movie dreary A .,0,train
4665,1386,"silly Triumph Love is of very a movie , but pedigree the has a silliness .",2,train
4732,5675,"fact , in Too . predictably",1,train
5881,6614,take hard young on the author 's schoolboy memoir ... is a take toothless Sheridan rather a 's on life .,0,train
4936,7908,"The exploitative , violence overshadows . clumsily everything , including staged of the actors most",3,train
4549,1711,"What and Dumb with Dumber life-affirming would ' the without been vulgarity and have an intelligent , ' script .",2,train
5877,2453,"A first-class flick thoroughly involving B movie the the combines film surefire two beloved genres -- effectively prison , and that fight , .",4,train
5632,3657,Those who do n't entirely discourse get ' of 's distinctive ' will still come reserved with existential poignancy Godard his away but a sense .,3,train
5803,1373,taking it making for Credit the . improbable story and Ramsay director feel sometimes realistic,3,train
5368,2690,quality old-school romantic . An a very intelligent kind of thriller of,3,train
5062,1164,"Gosling intelligence combination of explosive physical a and character 's energy create helps complex convincing unpredictable , .",3,train
4918,4205,"The , is not that it 's all derivative because problem plenty of recycle old movies funny tropes .",2,train
5463,2369,A surprisingly funny . movie,4,train
5069,979,A spiffy animated worth about an unruly adolescent boy who is yearning feature adventure and to chance for prove a his .,3,train
5353,2120,"Not as Lock as Sexy Beast , , as gloriously flippant as Smoking , Two and Stock moody Barrels not but stylish and well-written and exceptionally well-acted .",3,train
4985,8492,lackluster Dramatically .,0,train
4650,5535,"This bad a truly movie . truly is ,",1,train
5570,3093,", film fits into a genre thousand has been overexposed , redolent of a with cliches and , yet vibrant uniquely itself The remains that originality .",3,train
4826,3642,A well-rounded tribute to end man far the -- complexities beyond -- reached whose and achievements a zone .,4,train
4652,3639,"and and got all the familiar personas elements , onscreen Schumacher does probably as good a job as anyone at It off the Hopkins Rock collision of acting styles bringing 's Bruckheimer .",3,train
5553,4840,"This mild-mannered its , directed in one that farce writers expiration John C. Walsh passed is corny by a way of bespeaks an , date , a long time ago .",1,train
4663,7502,exposition much about the film is loopy in ludicrous ... that it could if been a and hoot a bad-movie way have the . pacing and endless So had been tightened laborious,1,train
5256,2723,"Though condition never rises it its and potential as a film to still offers a great deal of insight into the female emotions full the timeless danger of , repressed .",2,train
5326,5767,Pumpkin struts about with pinned courage '' '' to its huckster lapel while a yellow streak a decorates its mile wide back .,2,train
5292,3035,Intriguing downright intoxicating . and,4,train
5284,3882,"Has enough wit , energy please also to and not not the fanatical adherents on either side , only geniality people . know nothing about the subject and think they 're but interested who",3,train
4967,3846,"The problems as heart it and itself are and involving , and the film universal -- and well its delightful cast -- is so breezy , pretty reveals gifted , it really won my characters .",4,train
5056,7883,More trifle than . triumph,1,train
4938,7142,All too familiar ... appeared the of cautionary sort tale that was ' when old Angels With basically Faces ' Dirty in 1938 .,1,train
4678,5279,", an of filler ... unmemorable inoffensive hour-and-a-half .",0,train
5008,766,"Transcends the agenda to deliver awe-inspiring , at athletes sublime , whose and . a fascinating glimpse into the subculture of extreme times visuals derring-do offer its X into the games puts",4,train
5197,3247,"The setting is so cool that it chills . characters , in our emotional stake game and outcome of '' Intacto 's '' the the seductively stylish reducing dangerous",2,train
5604,5086,"For to guy who has , Hal years with breathless anticipation for a Hartley three new movie a waited over pore No Such Thing is a big letdown .",0,train
5168,8231,"Enigma is just , but too dry it well-made and 's too placid .",1,train
4788,4713,", It simply stupid , irrelevant and 's , truly . deeply cynical bottomlessly",0,train
4575,2199,"You do n't as California realize your Ice-T 's from your Cool-J 's to the that as far need these shootings are rotten , something is concerned in know state of to .",1,train
4658,3725,ingenious film most Being comedy since The . Malkovich John,4,train
5444,2495,The raw-nerved . without sham cast story delivers the,3,train
5649,6860,"full acting is just . , but there 90 weak enough substance here to sustain with for the The 's minutes , especially interest the not payoff fine",1,train
4873,3297,design A of production . marvel,4,train
5824,6025,Would Benigni 's Italian to have been any hastily easier sit through than this Pinocchio dubbed disaster,0,train
5989,3952,"Like its title character , this Nicholas Nickleby finds circumstances in reduced itself -- like , also and its hero . it remains brightly optimistic , coming through in the end ,",3,train
5814,4194,in narrative and well acted ... but admittedly problematic filmed Beautifully . specifics its,3,train
4692,5081,Schneider 's transpose is into and his constant the to suddenly mugging himself relentless another character and need story . continuity undermines progression 's,2,train
5513,1668,. straightforward disarmingly once and At devious strikingly,4,train
4764,4547,The sheer the of the dumbness of than its one good idea you plot movie 's . air other sleaziness get and down inescapable,0,train
4583,1552,"Originality 's a on the menu , but there spider never . in moment dull the giant ai invasion comic chiller n't",3,train
5601,4859,", not really O.K. .",2,train
5960,2019,It 's secondary but American get to still has you enough to Psycho inside claws couple stay there for a of and hours .,3,train
5885,1175,Paradiso do n't think most . the people who loved the 1989 I will version this new prefer of,1,train
4703,2622,"The darkly is film atmospheric , with Herrmann quietly avuncular the forced and obsession 's Hearst beneath chortles suggesting sadness .",2,train
5132,630,A thought-provoking Western at how look foreign wreak - however havoc intentioned - can policy well in other cultures .,2,train
5769,1260,"a canny , derivative , wildly of 's who sadists London sociopath gruesome portrait the scariest of A .",2,train
5794,6449,lives Run for your,0,train
5148,7007,"These self-preservation athletes for banged their brains into ground instinct so frequently and furiously have their capacity to explain themselves has gone the same way as their natural the , self-styled .",1,train
4597,3571,It enthralling . always 's,4,train
5274,2029,tricky a walks . just tightrope between being wickedly funny Birthday and plain wicked Girl,4,train
5486,8024,"... for all its . and political potential up inspiring Property does n't social , being very end or insightful State",1,train
5512,1965,"nutty even , experience wacky , . , cultural wildcard unusual A different",4,train
5978,3384,between Witty . realistic characters showing dialog honest emotions,3,train
4793,4685,"Human neither , in short , is n't nearly as funny it it thinks it is Nature is as as smart .",1,train
4783,5171,Fatal vile The Attraction was enough first .,0,train
5578,2516,"Brash , intelligent and erotically perplexing sardonic jolt 's portrait of an its class Austrian society a the suppression of upper tucked away demons is uniquely felt with Haneke , and .",4,train
4726,7046,Every conceivable could mistake director opera make . filming a been has perpetrated here in,0,train
5496,6521,"A little to ponderous too work as the entertainment whet not remotely incisive enough to qualify as mostly drama Monsoon Wedding serves , to , one 's appetite for shallow Bollywood films .",1,train
5399,1980,"The most conquer that even the or is can be together to unlikely all kinds of obstacles , whether they link of nature , of man message of one another .",2,train
