,Sentence,Label,Dataset,trans_lang_choose,trans_lang,from_en,to_en
8223,"You leave the same way you came -- a few tasty morsels under your belt , but no new friends .",1,train,eo,uk,"Виходьте ж, як ви прийшли - кілька ласих шматочків під вашим поясом, але немає нових друзів.","Come as you came - a few tidbits under your belt, but no new friends."
8224,Australia : Land Beyond Time is an enjoyable Big Movie primarily because Australia is a weirdly beautiful place .,3,train,hr,el,Αυστραλία: Γη πέρα ​​από το χρόνο είναι μια απολαυστική Big Movie κυρίως επειδή η Αυστραλία είναι μια αλλόκοτα όμορφο μέρος.,Australia: Earth over time is an enjoyable Big Movie mainly because Australia is a pretty weird place.
8225,The premise of Jason X is silly but strangely believable .,3,train,si,xh,Isiseko of Jason X osileyo kodwa engaqhelekanga zikholeleke.,"The foundation of Jason X insolent, but strangely believable."
8226,"But as you watch the movie , you 're too interested to care .",4,train,et,be,"Але, як вы глядзіце фільм, вы «паўторна занадта зацікаўлены ў сыходзе.","But as you watch the movie, you 're very interested in nursing."
8227,"Too often , Son of the Bride becomes an exercise in trying to predict when a preordained `` big moment '' will occur and not `` if . ''",1,train,cs,eo,"Tro ofte, Filo de la Fianĉino iĝas ekzercon en provi antaŭdiri kiam difinis `` granda momento '' okazos kaj ne `` se. ''","Too often, the Son of the Bride becomes an exercise in trying to predict when defined `` a great moment '' will take place, and not `` if. ''"
8228,The casting of von Sydow ... is itself Intacto 's luckiest stroke .,3,train,cs,mi,Ko te whakaitinga o von Sydow ... ko ano ro patunga o Intacto.,The reduced von Sydow is also ro ... victims of Intacto.
8229,"It 's a terrible movie in every regard , and utterly painful to watch .",0,train,cs,ga,"Tá sé s 'ar scannán uafásach i ngach aird, agus Utterly painful do faire.","It 's a terrible film in every regard, and utterly painful to watch."
8230,In visual fertility Treasure Planet rivals the top Japanese animations of recent vintage .,3,train,or,pa,ਦਿੱਖ ਜਣਨ ਵਿੱਚ ਖਜ਼ਾਨਾ ਪਲੈਨਿਟ ਹਾਲ ਹੀ Vintage ਦੇ ਸਿਖਰ ਜਪਾਨੀ ਐਨੀਮੇਸ਼ਨ ਹਰਾ ਦਿੱਤਾ.,Treasury Planet genital appearance recently defeated top Japanese animation of the Vintage.
8231,A sly dissection of the inanities of the contemporary music business and a rather sad story of the difficulties of artistic collaboration .,2,train,hu,nl,Een sluwe dissectie van de inanities van de hedendaagse muziek business en een nogal triest verhaal van de moeilijkheden van artistieke samenwerking.,A shrewd dissection of the inanities of today's music business and a rather sad story of the difficulties of artistic collaboration.
8232,"The film 's sense of imagery gives it a terrible strength , but it 's propelled by the acting .",3,train,pa,bg,"Филмът е чувство за изображения дава ужасен сила, но това е задвижват от актьорската игра.","The film is a sense of images gives a terrible force, but it is powered by acting."
8233,"It 's the perfect star vehicle for Grant , allowing him to finally move away from his usual bumbling , tongue-tied screen persona .",3,train,nl,sv,"Det är den perfekta stjärnan fordon för Grant, att låta honom att äntligen komma bort från sin vanliga bumbling, tunghäfta skärm persona.","It is the perfect star vehicle for Grant, allowing him to finally get away from his usual bumbling, tongue-tied-screen persona."
8234,"A good music documentary , probably one of the best since The Last Waltz .",4,train,eu,ha,"A da kyau music shirin gaskiya, tabbas daya daga cikin mafi kyau tun The Last Waltz.","A good music documentary, probably one of the best since The Last Waltz."
8235,"The screenplay by James Eric , James Horton and director Peter O'Fallon ... is so pat it makes your teeth hurt .",1,train,fr,iw,"התסריט על ידי ג'יימס אריק, ג'יימס הורטון והבמאי פיטר O'Fallon ... הוא כל כך ללטף אותו עושה כאב השיניים.",Screenplay by James Eric James Horton and director Peter O'Fallon ... is so pat it makes your teeth hurt.
8236,"Please , someone , stop Eric Schaeffer before he makes another film .",0,train,su,ka,"გთხოვთ, ვინმე, შეწყვიტოს Eric სხეფერმა, სანამ იგი იღებს კიდევ ერთი ფილმი.","Please, someone, stop Eric Schaeffer, before he gets another film."
8237,"Hart 's War seems to want to be a character study , but apparently ca n't quite decide which character .",1,train,or,sn,"Hondo 's Hart hunoita kuva unhu kudzidza, asi zviri pachena hazvigoni zvikuru kusarudza hunhu.","War 's Hart makes a character study, but obviously they can not quite determine."
8238,"Though an important political documentary , this does not really make the case the Kissinger should be tried as a war criminal .",1,train,hr,jw,"Sanadyan dokumen politik penting, iki ora nemen nggawe cilik Kissinger kudu nyoba minangka pidana perang.","Though important political document, was not really make a case should try Kissinger as a war criminal."
8239,The modern-day royals have nothing on these guys when it comes to scandals .,1,train,mk,nl,De hedendaagse royals hebben helemaal niets aan deze jongens als het gaat om schandalen.,Today's royals have nothing on these guys when it comes to scandals.
8240,For single digits kidlets Stuart Little 2 is still a no brainer .,2,train,no,ha,Ga guda lambobi kidlets Stuart Little 2 ne har yanzu a ba nanne.,For single digits kidlets Stuart Little 2 is still a no brainer.
8241,"It 's weird , wonderful , and not necessarily for kids .",3,train,sk,ug,"بۇ نىڭ غەلىتە, ئاجايىپ, ۋە ناتايىن بالىلارغا ئۈچۈن.","It's weird, wonderful, and not necessarily for children."
8242,"Blade II merges bits and pieces from fighting games , wire fu , horror movies , mystery , James Bond , wrestling , sci-fi and anime into one big bloody stew .",3,train,fy,bs,"Blade II spaja bitova i komada iz borbene igrice, žica fu, horor filmova, misterija, James Bond, hrvanje, sci-fi i anime u jednu veliku krvavi paprikaš.","Blade II combines bits and pieces from fighting games, wire fu, horror movies, mystery, James Bond, wrestling, sci-fi and anime into one big bloody stew."
8243,Epps has neither the charisma nor the natural affability that has made Tucker a star .,0,train,fy,my,Epps အဆိုပါဆွဲဆောင်မဟုတ်သလို Tucker ကြယ်ကိုဖန်ဆင်းတော်မူကြောင်းကိုသဘာဝဖော်ရွေမရှိပါတယ်။,Epps said that he made the stars nor Tucker attract nature friendly.
8244,"I enjoyed the movie in a superficial way , while never sure what its purpose was .",3,train,ar,mg,"Nahafinaritra ahy ny sarimihetsika amin'ny endrika ivelany fotsiny izany, raha tsy fantatsika hoe inona no ny tanjona dia.","I enjoyed the movie on the superficial, if you do not know what the goal is."
8245,Lan Yu seems altogether too slight to be called any kind of masterpiece .,1,train,ta,lt,Lan J. atrodo visiškai taip pat šiek tiek būti vadinamas bet šedevras natūra.,Lan Yu looks exactly the same way a little to be called any kind of masterpiece.
8246,It offers a glimpse of the Solomonic decision facing Jewish parents in those turbulent times : to save their children and yet to lose them .,3,train,fa,yi,עס Offers אַ בליק פון די סאָלאָמאָניק באַשלוס facing אידישע עלטערן אין יענע טערביאַלאַנט מאל: צו ראַטעווען זייער קינדער און נאָך צו פאַרלירן זיי.,It Offers a glimpse of the solomonik decision facing jewish parents in those turbulent times: to save their children and yet to lose them.
8247,"Sounding like Arnold Schwarzenegger , with a physique to match , ( Ahola ) has a wooden delivery and encounters a substantial arc of change that does n't produce any real transformation .",1,train,sn,ny,"Kumveka ngati Arnold Schwarzenegger, ndi kukula kwa thupi kuti machesi, (Ahola) ali yobereka matabwa ndi nawo ndi Arc yokulirapo ya kusintha kuti sangabereke aliyense kusinthika kwenikweni.","Sounds like Arnold Schwarzenegger, and the size of the body to match, (Ahola) is the delivery of wood and with a bigger Arc of change that can not produce any real change."
8248,The original was n't a good movie but this remake makes it look like a masterpiece !,0,train,la,ceb,orihinal Ang dili usa ka maayo nga movie apan kini remake naghimo tan-awon kini nga sama sa usa ka obra maestra!,The original is not a good movie but this remake made it look like a masterpiece!
8249,And Vin Diesel is the man .,3,train,lv,sm,Ma o Vin afi eletise o le tagata.,And VIN Diesel generators man.
8250,"... a solid , well-formed satire .",4,train,az,gd,"... làidir, deagh-chruth a-aoir.","... strong, well-formed satire."
8251,"What 's not to like about a movie with a ` children 's ' song that includes the line ` My stepdad 's not mean , he 's just adjusting ' ?",3,train,fr,ur,کیا S 'نغمہ لائن `میرا والد بھی شامل ہے کہ' مطلب ہے، وہ 'صرف ایڈجسٹ S' نہیں ہے 'ایک` بچوں کے ساتھ ایک فلم کے بارے میں طرح کرنے کے لئے نہیں ہے'؟,"The S 'is a song that includes the line `means my father, he's not to like about a movie with the kids ayk` is not adjusted S' '?"
8252,"The movie 's major and most devastating flaw is its reliance on formula , though , and it 's quite enough to lessen the overall impact the movie could have had .",1,train,da,lt,"Filmo ""s pagrindinis ir labiausiai niokojantis trūkumas yra jos pasikliovimas formulę, nors ir ji 's gana pakankamai sumažinti bendrą poveikį filmas galėjo turėti.","The film 's main and most devastating weakness is its reliance on formula, although it's quite enough to reduce the overall impact of the film could have."
8253,"This is as lax and limp a comedy as I 've seen in a while , a meander through worn-out material .",1,train,bs,nl,"Dit is net zo laks en slap een komedie zoals ik heb gezien in een tijdje, een meander door middel van versleten materiaal.","This is as lackluster and limp like a comedy I've seen in a while, a meander through old material."
8254,"Super Troopers is an odd amalgam of comedy genres , existing somewhere between the often literal riffs of early Zucker Brothers/Abrahams films , and the decidedly foul stylings of their post-modern contemporaries , The Farrelly Brothers .",2,train,ru,mt,"Super Troopers hija amalgama fard ta 'ġeneri comedy, x'imkien bejn il-riffs spiss litterali tal bikrin Brothers Zucker / films Abrahams, u l-stylings deċiżament mniġġsa ta kontemporanji post moderna tagħhom, Il Brothers Farrelly eżistenti.","Super Troopers is an odd amalgam of genres comedy, somewhere between the literal riffs often early Brothers Zucker / Abrahams movies, and decidedly foul stylings their post modern contemporary, The existing Farrelly Brothers."
8255,"This is a visually stunning rumination on love , memory , history and the war between art and commerce .",3,train,ne,gd,"'S e seo lèirsinneach àlainn rumination air a' ghaol, cuimhne, eachdraidh agus a 'chogaidh eadar ealain agus malairt.","This is visually beautiful rumination on love, memory, history and the war between art and commerce."
8256,Nicely combines the enigmatic features of ` Memento ' with the hallucinatory drug culture of ` Requiem for a Dream . ',3,train,tr,uk,"Чудово поєднує в собі загадкові риси `Memento"" з галлюцинаторной наркокультур `Реквієму за мрією. '","Fair combines the features of mysterious `Memento"" with hallyutsynatornoy narkokultur `Requiem for a Dream."""
8257,"For those who pride themselves on sophisticated , discerning taste , this might not seem like the proper cup of tea , however it is almost guaranteed that even the stuffiest cinema goers will laugh their *** off for an hour-and-a-half .",4,train,gl,mk,"За оние кои се гордеат со софистицирани, остроумниот вкус, ова не може да изгледа како соодветна чаша чај, но тоа е речиси гарантира дека дури и stuffiest кино посетителите ќе се смеат нивните *** надвор за еден час и пол.","For those who are proud of sophisticated, discerning tastes, this may not seem like a proper cup of tea, but it is almost guaranteed that even the stuffiest cinema visitors will laugh their *** off for an hour and a half."
8258,Aan opportunity wasted .,1,train,jw,yo,Mi anfani wasted.,My opportunity wasted.
8259,See it .,4,train,eu,sr,Види га .,Look at him .
8260,"Rather than real figures , Elling and Kjell Bjarne become symbolic characters whose actions are supposed to relate something about the naïf 's encounter with the world .",1,train,ga,vi,"Thay vì con số thực tế, Elling và Kjell Bjarne trở thành nhân vật mang tính biểu tượng mà hành động có nghĩa vụ phải liên hệ một cái gì đó về Naif 's cuộc gặp gỡ với thế giới.","Instead of the actual number, Elling and Kjell Bjarne become iconic characters whose actions are supposed to contact something about Naif 's encounter with the world."
8261,"Lookin ' for sin , American-style ?",1,train,ha,km,Lookin 'សម្រាប់អំពើបាបបែបអាមេរិក?,Lookin 'for such a sin?
8262,"A big-budget/all-star movie as unblinkingly pure as The Hours is a distinct rarity , and an event .",3,train,iw,zu,"A big-isabelomali / zonke-inkanyezi movie njengoba okumsulwa unblinkingly ngokuthi Amahora siyindlala egqamile, futhi umcimbi.","A big-budget / all-star movie as pure unblinkingly bright hours a rarity, and the event."
8263,"Like many Western action films , this thriller is too loud and thoroughly overbearing , but its heartfelt concern about North Korea 's recent past and South Korea 's future adds a much needed moral weight .",3,train,ko,en,"Like many Western action films , this thriller is too loud and thoroughly overbearing , but its heartfelt concern about North Korea 's recent past and South Korea 's future adds a much needed moral weight .","Like many Western action films , this thriller is too loud and thoroughly overbearing , but its heartfelt concern about North Korea 's recent past and South Korea 's future adds a much needed moral weight ."
8264,The events of the film are just so WEIRD that I honestly never knew what the hell was coming next .,1,train,is,km,ព្រឹត្តិការណ៍នៃខ្សែភាពយន្តនេះគឺគ្រាន់តែដូច្នេះថាខ្ញុំពិតជាចំលែកដែលមិនដឹងថាអ្វីដែលត្រូវបានចូលមកនរកបានក្រោយ។,The events of the film is just so weird that I really did not know what was coming next hell.
8265,( `` Take Care of My Cat '' ) is an honestly nice little film that takes us on an examination of young adult life in urban South Korea through the hearts and minds of the five principals .,3,train,co,eu,"( `` Take My Cat '' zaintzeko), hori helduaroan gazte azterketa bat hiri-Hego Korea bihotzak eta adimenak bost printzipio horren bidez garamatza bat zintzotasunez txiki polit pelikula.","( `` Take My Cat '' care), which is a study of young adults in urban South Korea hearts and minds of the five principles by which one of us honestly nice little movie."
8266,"There 's undeniable enjoyment to be had from films crammed with movie references , but the fun wears thin -- then out -- when there 's nothing else happening .",3,train,ny,ga,"Níl taitneamh undeniable le baint as scannáin crammed le tagairtí scannán, ach Caitheann an spraoi tanaí - ansin as - nuair níl ag tarlú rud ar bith eile.","There is an undeniable pleasure to be derived from movies crammed with movie references, but the fun wears thin - then off - when there is nothing else happening."
8267,"A dreadful day in Irish history is given passionate , if somewhat flawed , treatment .",3,train,it,ka,"საშინელი დღე ირლანდიური ისტორიაში ენიჭება ვნებიანი, თუ გარკვეულწილად, ყალბი, მკურნალობა.","terrible day of Irish history is a passionate, if somewhat flawed, treatment."
8268,What it lacks in substance it makes up for in heart .,3,train,ky,ga,Cad níl é go substaintiúil a dhéanann sé suas i gcroílár.,What there is substantial it makes up for in heart.
8269,Why spend $ 9 on the same stuff you can get for a buck or so in that greasy little vidgame pit in the theater lobby ?,0,train,haw,gl,Por que gastar US $ 9 no mesmo material que pode obter para un dólar ou entón nese graxa pouco pit vidgame no saguão do teatro?,Why spend $ 9 on the same material that you can get for a dollar or so that fat little pit vidgame in the lobby of the theater?
8270,"And Lee seems just as expectant of an adoring , wide-smiling reception .",3,train,ny,af,"En Lee lyk net soos verwagtende van 'n aanbiddende, wye-glimlag ontvangs.","And Lee looks like expectant of an adoring, wide-smiling reception."
8271,Many insightful moments .,3,train,ar,st,Tse ngata le temohisiso linako.,Many times insight.
8272,"Somewhere inside the mess that is World Traveler , there is a mediocre movie trying to get out .",1,train,af,hu,"Valahol a káosz, ami a World Traveller, van egy középszerű film próbál kijutni.","Somewhere in the chaos, which the World Traveler, is a mediocre movie trying to get out."
8273,A charmer from Belgium .,3,train,mg,km,មន្តស្នេហ៍ពីប៊ែលហ្សិក។,Charming Belgium.
8274,"Though the opera itself takes place mostly indoors , Jacquot seems unsure of how to evoke any sort of naturalism on the set .",2,train,hu,cy,"Er bod y opera ei hun yn digwydd yn bennaf dan do, Jacquot ymddangos yn ansicr o sut i ennyn unrhyw fath o naturiolaeth ar y set.","Although the opera itself takes place mainly indoors, Jacquot seems unsure of how to generate any kind of naturalism on the set."
8275,"The characters are based on stock clichés , and the attempt to complicate the story only defies credibility .",1,train,is,ht,"Karaktè yo ki baze sou Cliches stock, ak tantativ nan konplike istwa a sèlman Defiant kredibilite.","Characters based on clichés stock, and attempts to complicate the story only defies credibility."
8276,We do n't even like their characters .,1,train,co,lt,Mes net patinka jų simbolius.,We do not even like their characters.
8277,"Hoffman waits too long to turn his movie in an unexpected direction , and even then his tone retains a genteel , prep-school quality that feels dusty and leatherbound .",1,train,pl,ka,"Hoffman ელის დიდი ხნის გახდეს მისი ფილმის მოულოდნელი მიმართულებით, და მაშინაც მისი ტონი ინარჩუნებს genteel, მოსამზადებელი სკოლა-ხარისხი, რომელიც გრძნობს, მტვრიანი და leatherbound.","Hoffman waits too long to turn his film in unexpected directions, and even keeps her tone genteel, prep-school degree, which feels dusty, leatherbound."
8278,Showtime is a fine-looking film with a bouncy score and a clutch of lively songs for deft punctuation .,4,train,te,mg,Showtime dia tsara tarehy tamin'ny bouncy horonantsary isa sy ny clutch ny velona hira ho an'ny deft mari-tsoratra.,Showtime is a beautiful film with bouncy numbers and a clutch of live music for the deft punctuation.
8279,An exhilarating serving of movie fluff .,2,train,vi,da,En spændende servering af film fnug.,An exciting serving of film fluff.
8280,"It 's leaden and predictable , and laughs are lacking .",1,train,haw,st,"Ho 's leaden le ka tsejoang esale pele,' me tsehang ba haelloa.","It 's leaden and predictable, and lack laughing."
8281,"Comedian , like its subjects , delivers the goods and audiences will have a fun , no-frills ride .",3,train,cy,uz,"Komediyachi, uning sub'ektlari kabi, mol yetkazib va ​​tinglovchilarga bir o'yin-kulgi bo'ladi, hech-frills chiqishdan.","The comedian, as his subjects, delivery of goods, and the audience in a fun, no-frills ride."
8282,Strange occurrences build in the mind of the viewer and take on extreme urgency .,3,train,ky,sd,عجيب جي ڏسندڙن جي ذهن ۾ مسجد ھجڻ ۽ پيريء جي بکيڙي تي وٺي.,Wonder of the white mosque mental abuse and extreme take on the bkyṛy.
8283,"... post-September 11 , `` The Sum Of All Fears '' seems more tacky and reprehensible , manipulating our collective fear without bestowing the subject with the intelligence or sincerity it unequivocally deserves .",0,train,ig,si,"... පශ්චාත්-සැප්තැම්බර් 11, '' සියලුම එකතුව බිය, '' එය සාකල්යයෙන් ලැබිය යුතු බුද්ධි හෝ අවංක විෂය වැඩිවිය යුතුය තොරව අපගේ සාමූහික බිය හැසිරවීමේ, තවත් අබලන් හා ගර්හාකටයුතු පෙනේ.","... Post-September 11, '' afraid of all the collection, '' it must be unequivocally our collective intelligence or without fear of handling much more honest subject, seems more dilapidated and reprehensible."
8284,"Standing in the Shadows of Motown is the best kind of documentary , one that makes a depleted yesterday feel very much like a brand-new tomorrow .",4,train,ny,sq,"Qëndrimi në Hijet e Motown është lloji më i mirë i dokumentarit, ai që bën një të ndjehen harxhim dje shumë si një nesër krejt të ri.","Standing in the Shadows of Motown is the best kind of documentary, one that makes one feel more like yesterday squandering a brand new tomorrow."
8285,Easily the most thoughtful fictional examination of the root causes of anti-Semitism ever seen on screen .,4,train,ug,lv,Viegli visvairāk pārdomāto izdomāts pārbaude saknes izraisa antisemītisma redzējis uz ekrāna.,Easily the most thoughtful fictional examination of the root causes of anti-Semitism seen on the screen.
8286,"A thoroughly engaging , surprisingly touching British comedy .",4,train,ne,la,A penitus conserenti iam Britannici de comoedia mirabiliter.,A thoroughly engaging from the comedy already had a remarkable manner.
8287,DeMeo is not without talent ; he just needs better material .,2,train,el,st,DeMeo hase ntle ho talenta; a feela e hloka lintho tse bonahalang molemo.,DeMeo is not without talent; just need better material.
8288,It 's time to let your hair down -- Greek style .,2,train,ha,sk,"Je na čase, aby sa vaše vlasy dole - grécky štýl.",It's time to make your hair down - Greek style.
8289,"Try Hell House , which documents the cautionary Christian spook-a-rama of the same name .",2,train,tr,ta,"என்னென்ன ஆவணங்களை எச்சரிக்கை கிரிஸ்துவர் பயமுறுத்தக்கூடிய ஒரு ராமா அதே பெயரில் ஹெல் ஹவுஸ், முயற்சி.","Christian spook wary documents were submitted by the same name, a profession and Hell House, effort."
8290,"I 've yet to find an actual Vietnam War combat movie actually produced by either the North or South Vietnamese , but at least now we 've got something pretty damn close .",3,train,hi,ar,"I 'هاء بعد العثور على حرب فيتنام فيلم القتال الفعلي ينتج في الواقع من قبل أي من الشمال أو الجنوب الفيتنامية، ولكن على الأقل نحن الآن ""لقد حصلت على شيء لعنة جميلة قريبة.","I 've found after the Vietnam War film fighting the actual results in fact by either the North or the South Vietnamese, but at least we are now, ""I've got something pretty damn close."
8291,"The real star of this movie is the score , as in the songs translate well to film , and it 's really well directed .",3,train,ga,hmn,"Lub hnub qub tiag ntawm cov yeeb yam no yog tau, raws li nyob rau hauv lub songs txhais zoo rau zaj duab xis, thiab nws 's zoo tiag tiag qhia.","The real star of the movie, based on the songs for the film, and it's really good."
8292,Lawrence should stick to his day job .,1,train,en,el,Lawrence θα πρέπει να επιμείνουμε σε δουλειά του.,Lawrence should stick to his job.
8293,The film has several strong performances .,3,train,fa,fr,Le film a plusieurs bonnes performances.,The film has several good performances.
8294,"Ultimately , the film never recovers from the clumsy cliché of the ugly American abroad , and the too-frosty exterior Ms. Paltrow employs to authenticate her British persona is another liability .",1,train,xh,pt,"Em última análise, o filme nunca se recupera do cliché desajeitado do feio americano no exterior, eo exterior demasiado gelado Paltrow emprega para autenticar sua personalidade britânica é outra responsabilidade.","Ultimately, the film never recovers from the awkward ugly American cliché abroad, and outside too cold Paltrow uses to authenticate his British personality is another responsibility."
8295,"Simply put , `` Far From Heaven '' is a masterpiece .",4,train,gd,cs,"Jednoduše řečeno, `` Far From Heaven '' je mistrovským dílem.","Put simply, `` Far From Heaven '' is a masterpiece."
8296,Anyone who gets chills from movies with giant plot holes will find plenty to shake and shiver about in ` The Ring . ',2,train,it,bg,"Всеки, който получава тръпки от филми с гигантски сюжетни дупки ще намерите много да се разклаща и тръпка за в `The Ring. ""","Anyone who gets the creeps from movies with giant plot holes you will find a lot to shake and shiver about in `The Ring. """
8297,A very pretty after-school special .,2,train,az,eo,Tre bela post-lerneja speciala.,Very nice after-school special.
8298,It 's loud and boring ; watching it is like being trapped at a bad rock concert .,1,train,ga,kn,ಇದು 'ಜೋರಾಗಿ ನೀರಸ ಇಲ್ಲಿದೆ; ನೋಡುತ್ತಿದ್ದೇನೆ ಕೆಟ್ಟ ರಾಕ್ ಸಂಗೀತ ಸಿಕ್ಕಿಬಿದ್ದ ಹಾಗೆ.,"It's loud, it's boring; Trapped like watching a bad rock music."
8299,A devastating indictment of unbridled greed and materalism .,0,train,es,zu,A icala alichithe yokuhaha engalawulwa materalism.,A case of attack unbridled greed materalism.
8300,"Combines improbable melodrama ( gored bullfighters , comatose ballerinas ) with subtly kinky bedside vigils and sensational denouements , and yet at the end , we are undeniably touched .",3,train,th,iw,"קומביינים מלודרמה סבירה (לוחמי שוורים שנגחו, בלרינות בתרדמת) עם משמרות ליד מיטת קינקי סמוי ובלתי denouements סנסציוני, ובכל זאת בסוף, אנחנו ניגע ספק.","Combines melodrama reasonable (bullfighters butted, ballerinas coma) with shifts at the bedside of an undercover Kinky sensational denouements, and yet at the end, we touch doubt."
8301,At 78 minutes it just zings along with vibrance and warmth .,4,train,co,pa,78 ਮਿੰਟ 'ਤੇ ਇਸ ਨੂੰ ਹੁਣੇ ਹੀ vibrance ਅਤੇ ਨਿੱਘ ਦੇ ਨਾਲ-ਨਾਲ zings.,zings with it on 78 minutes with just vibrance and warmth.
8302,"I did go back and check out the last 10 minutes , but these were more repulsive than the first 30 or 40 minutes .",0,train,mt,ml,"ഞാൻ തിരിച്ചു പോയി കഴിഞ്ഞ 10 മിനിറ്റ് പരിശോധിക്കുക ചെയ്തു, എന്നാൽ ഈ ആദ്യ 30 അല്ലെങ്കിൽ 40 മിനിറ്റ് കൂടുതൽ അറപ്പുളവാക്കുന്ന ആയിരുന്നു.","I will go back and check out the last 10 minutes, but this is the first 30 or 40 minutes, which was more repulsive."
8303,Consummate actor Barry has done excellent work here .,4,train,ny,si,ලෙසින් නළුවා බැරී විශිෂ්ට වැඩ කර තිබෙනවා.,An actor Barry has excellent work.
8304,Though Haynes ' style apes films from the period ... its message is not rooted in that decade .,2,train,pa,fy,Hoewol't Haynes 'styl Apes films út' e perioade ... syn berjocht is net woartele yn dat desennium.,Although Haynes' style Apes films from the period ... His message is rooted in that decade.
8305,"The film has too many spots where it 's on slippery footing , but is acceptable entertainment for the entire family and one that 's especially fit for the kiddies .",2,train,sd,bs,"Film ima previše mesta gde je 'S na klizavim nozi, ali je prihvatljiva zabava za cijelu obitelj i jedan koji' S posebno odgovara za šaleći se.","The film has too many places where the 'S on slippery leg, but is acceptable entertainment for the whole family and one that' s especially suited for kiddies."
8306,"A showcase for both the scenic splendor of the mountains and for legendary actor Michel Serrault , the film is less successful on other levels .",3,train,et,ro,"O casetă de prezentare atât splendoarea pitoresc al munților și pentru legendarul actor Michel Serrault, filmul este mai puțin succes pe alte niveluri.",A showcase both scenic beauty of the mountains and actor Michel Serrault legendary film is less successful on other levels.
8307,"Swinging , the film makes it seem , is not a hobby that attracts the young and fit .",1,train,xh,la,Vibrantur amet enim videtur quod non amat alliciat idoneos iuvenes.,"For it seems that he does not love does not entice you swinging, suitable for a lot of young people."
8308,"A memorable experience that , like many of his works , presents weighty issues colorfully wrapped up in his own idiosyncratic strain of kitschy goodwill .",3,train,ko,iw,"חוויה בלתי נשכחת כי, כמו ברבות מיצירותיו, מתנות סוגיות כבדות משקל עטופים בשלל צבעים זן ייחודי משלו מוניטין קיטשי.","An unforgettable experience that, like many of his works, presents serious issues colorfully wrapped up in its own unique species kitschy reputation."
8309,"Like a Tarantino movie with heart , Alias Betty is richly detailed , deftly executed and utterly absorbing .",3,train,fr,xh,"Kanye movie Tarantino ngentliziyo, Alias ​​Betty wamkelekile ezicacileyo, liqhekeza wabulawa noyisingela phantsi abaninzi.","Just Tarantino movie with heart, Alias ​​Betty acceptable clear, deftly executed and utterly destroy many."
8310,"For once , a movie does not proclaim the truth about two love-struck somebodies , but permits them time and space to convince us of that all on their own .",3,train,xh,ky,"бир жолу, бир кино эки сүйүү өлтүрдү somebodies жөнүндөгү чындыкты жарыялап жаткан жокпуз, тескерисинче, өз алдынча ар бир ишендириш үчүн аларга убакыт жана мейкиндик берет.","On one occasion, a film about two love struck somebodies are not telling the truth, but to convince each independently give them time and space."
8311,"All the actors are good in Pauline & Paulette but van der Groen , described as ` Belgium 's national treasure , ' is especially terrific as Pauline .",2,train,lv,vi,"Tất cả các diễn viên đều tốt trong Pauline & Paulette nhưng van der Groen, được mô tả như 'Bỉ 'báu vật quốc gia s,' đặc biệt tuyệt vời như Pauline.","All the actors are good in Pauline & Paulette but van der Groen, described as' Belgium 's national treasure,' especially wonderful Pauline."
8312,"You come away wishing , though , that the movie spent a lot less time trying to make a credible case for reports from the afterlife and a lot more time on the romantic urgency that 's at the center of the story .",2,train,xh,ca,"S'arriba lluny que vulguin, però, que la pel·lícula va passar molt menys temps tractant de fer un cas creïble per als informes de la vida futura i molt més temps en la urgència romàntica això és al centre de la història.","You come away wishing, however, that the film spent a lot less time trying to make a credible case for reports of the afterlife and more time in the emergency center that is romantic history."
8313,"Almost nothing else -- raunchy and graphic as it may be in presentation -- is one-sided , outwardly sexist or mean-spirited .",2,train,gd,gl,"Case nada máis - atrevido e gráfico como pode estar en Presentación - é unilateral, aparentemente sexista ou miserento.","Almost nothing else - as bold and graphic presentation can be in - one-sided, apparently sexist or stingy."
8314,"Filled with honest performances and exceptional detail , Baran is a gentle film with dramatic punch , a haunting ode to humanity .",4,train,hy,ny,"Anadzazidwa ndi zisudzo woonamtima ndi mwatsatanetsatane kwapadera, Baran ndi wofatsa filimu ndi nkhonya kwambiri, ndi kovutitsa ode anthu.","The theater was filled with honest and detailed special, Baran and gentle film and boxing, and haunting ode people."
8315,... the story simply putters along looking for astute observations and coming up blank .,1,train,lb,si,... මේ කතාව හුදෙක් කපටි නිරීක්ෂණ සොයමින් හිස් දක්වා පැමිණෙන ඔස්සේ putters.,... the story putters along just looking for clever observations coming up empty.
8316,"Lan Yu is certainly a serviceable melodrama , but it does n't even try for the greatness that Happy Together shoots for ( and misses ) .",2,train,no,mn,"Лан Ю мэдээж үйлчилдэг melodrama, гэхдээ энэ нь ч агуу нь оролдох биш гэдгийг Аз жаргалтай хамтдаа найлзуурыг (болон хүртвэл).","Lan Yu, of course, serves melodrama, but Happy Together shoots that this is not a great offer (and wages)."
8317,Excellent performances from Jacqueline Bisset and Martha Plimpton grace this deeply touching melodrama .,4,train,hmn,sl,Odlične predstave iz Jacqueline Bisset in Martha Plimpton milosti to zelo ganljivo melodramo.,Excellent performances from Jacqueline Bisset and Martha Plimpton graces this very touching melodrama.
