,Sentence,Label,Dataset,Unnamed: 0.1
10462,"It 's far from a frothy piece , and the characters are complex , laden with plenty of baggage and tinged with tragic undertones .",3,train,
10463,"Sweetly sexy , funny and touching .",4,train,
10464,A remarkable film by Bernard Rose.,4,train,
10465,This is a children 's film in the truest sense,3,train,7635.0
10466,"mugs Oedekerk mercilessly, and few and far between jokes funny actually.",0,train,
10467,Well-meant but unoriginal .,1,train,
10468,"Williams creates a stunning , Taxi Driver-esque portrayal of a man teetering on the edge of sanity .",4,train,
10469,... del Toro maintains a wickedness climate that makes the motion picture seem like something to endure alternatively of enjoy .,1,train,5665.0
10470,"The crisis n't always succeed be taken , but Huppert 's volatile performance for movie experience .",2,train,3049.0
10471,Amazingly dopey .,3,train,
10472,What you expect is just what you get ... assuming the bar of expectations has n't been raised above sixth-grade height .,0,train,
10473,"She is a lioness , protecting her cub , and he a reluctant villain , incapable of controlling his crew .",3,train,
10474,"Secretary manages a neat trick , bundling the flowers of perversity , comedy and romance into a strangely tempting bouquet of a movie .",4,train,
10475,"An empty, ugly exercise in druggy trance-noir and trumped-up confidence in the street.",2,train,
10476,This bracingly honest antidote to Hollywood teen movies slather Clearasil on prints of the arrested youth flammable mixture to a chafing in loneliness and desperate grandiosity tend to attribute a teenager.,3,train,
10477,"As played by Ryan Gosling , Danny is a frighteningly fascinating contradiction .",3,train,
10478,Nicely combines the enigmatic features of ` Memento ' with the hallucinatory drug culture of ` Requiem for a Dream . ',3,train,
10479,"Nicole Holofcenter , the insightful writer/director responsible for this illuminating comedy does n't wrap the proceedings up neatly but the ideas tie together beautifully .",3,train,
10480,You 'll trudge out of the theater feeling as though you rode the Zipper after eating a corn dog and an extra-large cotton candy .,0,train,
10481,"With `` Ichi the Killer "","" Takashi Miike, Japan 'wildest filmmaker gives us a crime fighter wearing more emotional baggage that Batman ...",1,train,
10482,"A superlative B movie -- funny , sexy , and rousing .",3,train,
10483,Miller has crafted an intriguing story of maternal instincts and misguided acts of affection .,3,train,
10484,Puts to rest any thought that the German film industry can not make a delightful comedy centering on food .,4,train,
10485,"Everything else about High Crimes is , like the military system of justice it portrays , tiresomely regimented .",2,train,
10486,Williams absolutely nails Sy 's queasy infatuation and overall strangeness .,3,train,
10487,"The setting is so cool that it chills the characters , reducing our emotional stake in the outcome of `` Intacto 's '' dangerous and seductively stylish game .",2,train,
10488,The party scenes deliver some tawdry kicks .,2,train,
10489,It 's sweet ... but just a little bit too precious at the start and a little too familiar at the end .,2,train,
10490,"Tom Shadyac has learned a bit more craft since directing Adams , but he still lingers over every point until the slowest viewer grasps it .",2,train,
10491,Provides a very moving and revealing footnote to the Holocaust.,4,train,
10492,Sayles is hold a statement about the inability of dreams and inhalation to acquit fore into the next generation .,2,train,1791.0
10493,"andrew d white nerium oleander may leave you rolling your eyes in the dingy , but that does n't mean you wo n't like look at it .",3,train,1135.0
10494,"( Clooney 's ) debut can be accused of being a bit undisciplined , but it has a tremendous , offbeat sense of style and humor that suggests he was influenced by some of the filmmakers who have directed him , especially the Coen brothers and Steven Soderbergh .",3,train,
10495,The Irwins ' scenes are fascinating ; the movie as a whole is cheap junk and an insult to their death-defying efforts .,0,train,
10496,"No big whoop , nothing new to see , zero thrills , too many flashbacks and a choppy ending make for a bad film .",0,train,
10497,"A zombie movie in every sense of the word -- mindless , lifeless , meandering , loud , painful , obnoxious .",0,train,
10498,"First , for a movie that tries to be smart , it 's kinda dumb .",1,train,
10499,"It all starts to smack of a Hallmark Hall of Fame , with a few four letter words thrown in that are generally not heard on television .",1,train,
10500,works on the whodunit level as its larger themes get lost in the murk of its own making,1,train,
10501,The plot is the characters are n't interesting enough to watch them go about their daily for two hours .,0,train,8182.0
10502,"The film feels uncomfortably real , its language and locations bearing the unmistakable stamp of authority .",3,train,
10503,Dreary forgiveness.,2,train,
10504,What this film tries to get viewers to buy just will not fly with intelligent viewer.,1,train,
10505,Woody Allen has really found his groove these days .,4,train,
10506,"And not quite a comedy, not a romance, more impish divertissement topics that interest Attal and Gainsbourg, they live together, the film has a lot of charm.",3,train,
10507,"Hey everybody , wanna watch a movie in which a guy dressed as a children 's party clown gets violently gang-raped ?",0,train,
10508,`` Punch-Drunk Love '' is a little like a chocolate milk moustache ...,2,train,
10509,"For a movie audience , The Hours does n't connect in a neat way , but introduces characters who illuminate mysteries of sex , duty and love .",2,train,
10510,"There 's undeniable enjoyment to be had from films crammed with movie references , but the fun wears thin -- then out -- when there 's nothing else happening .",3,train,
10511,A bittersweet drama about the limbo of grief and how truth-telling can open the door to liberation .,3,train,
10512,An instance of an old dog not only learning but inventing a remarkable new trick .,3,train,
10513,"When you find yourself rooting for the monsters in a horror movie , you know the picture is in trouble .",0,train,
10514,What 's really so appealing about the characters is their resemblance to everyday children .,3,train,
10515,Robert Harmon 's less-is-more approach in delivering real relief - the night chills - his biggest success is keeping creepy crawlies hidden in the film' s thick shadows.,3,train,
10516,"Alternating between facetious comic parody and pulp melodrama , this smart-aleck movie ... tosses around some intriguing questions about the difference between human and android life .",3,train,
10517,"One well-timed explosion in a movie can be a knockout , but a hundred of them can be numbing .",1,train,
10518,"The inevitable double - and triple-crosses arise , but the only drama is in waiting to hear how John Malkovich 's reedy consigliere will pronounce his next line .",2,train,
10519,"We started to wonder if ... some unpaid intern had just typed ` Chris Rock , ' ` Anthony Hopkins ' and ` terrorists ' into some Univac-like script machine .",0,train,
10520,"Merely ( and literally ) tosses around sex toys and offers half-hearted paeans to empowerment that are repeatedly undercut by the brutality of the jokes , most at women 's expense .",0,train,
10521,"Despite Hoffman 's best efforts , Wilson remains a silent , lumpish cipher ; his encounters reveal nothing about who he is or who he was before .",2,train,
10522,"The chronicle lose a severe case of simplism , superficiality and fatuity .",0,train,5027.0
10523,rather tired exercise nostalgia .,1,train,4716.0
10524,"If you are a fan of crocodile hunter, at least you will enjoy `` real 'part of the movie.",2,train,
10525,"Although purportedly a study in modern alienation , it 's really little more than a particularly slanted , gay s/m fantasy , enervating and deadeningly drawn-out .",1,train,
10526,A well Spooky film about the spiritual power to influence whether we believe in them or not.,3,train,
10527,"It is depressing , ruthlessly depraved , the movie equivalent of staring into open wound",0,train,5853.0
10528,Apparently reassembled from the cutting-room floor of any given daytime soap .,1,train,
10529,We 've liked Klein 's other work but Rollerball left us cold .,0,train,
10530,A lovably old-school Hollywood confection .,3,train,
10531,This film can trust.,4,train,
10532,A no-holds-barred cinematic treat .,4,train,
10533,The best thing be said of the picture that it does have a cute moments .,2,train,4901.0
10534,"Broomfield reminds us that beneath the hype , the celebrity , the high life , the conspiracies and the mystery there were once a couple of bright young men -- promising , talented , charismatic and tragically doomed .",3,train,
10535,"It picked me up , swung me around , and dropped me back in my seat with more emotional force than any other recent film .",4,train,
10536,Whenever it threatens to down earnest a visual like a surge through rapids or leap to pinnacle us .,3,train,2474.0
10537,Like being invited to a classy dinner soiree and not knowing anyone .,2,train,
10538,"A passable romantic comedy , in need of another couple of passes through the word processor .",2,train,
10539,"The result is somewhat satisfying -- it still comes from Spielberg , who has never made anything that was n't at least watchable .",3,train,
10540,The best way to describe it is as a cross between Paul Thomas Anderson 's Magnolia and David Lynch 's Mulholland Dr.,2,train,
10541,This dubious product of a college-spawned ( Colgate U. ) comedy ensemble known as Broken Lizard plays like a mix of Cheech and Chong and CHiPs .,1,train,
10542,Amazing !,4,train,
10543,"Highlighted by a gritty style and an excellent cast , it 's better than one might expect when you look at the list of movies starring Ice-T in a major role .",3,train,
10544,The movie generates plot points with a degree of randomness usually achieved only by lottery drawing .,1,train,
10545,"The acting is just fine , but there 's not enough substance here to sustain interest for the full 90 minutes , especially with the weak payoff .",1,train,
10546,"In any case , I would recommend Big Bad Love only to Winger fans who have missed her since 1995 's Forget Paris .",1,train,
10547,"Nobody seems to have cared much about any aspect of it , from its cheesy screenplay to the grayish quality of its lighting to its last-minute , haphazard theatrical release .",0,train,
10548,"Although devoid of objectivity and full of nostalgic comments from the now middle-aged participants , Dogtown and Z-Boys has a compelling story to tell .",3,train,
10549,Japanese director is a strange sophomoric latest film Sohei Immura and lofty but satisfying mix at the end.,3,train,
10550,"Not exaggerated enough to be a parody of gross-out flicks , college flicks , or even flicks in general .",1,train,
10551,"It looks good , but it is essentially empty .",1,train,
10552,basis ... Um plot for the is the that entire n't,1,train,7706.0
10553,"As a vehicle to savour Binoche 's skill , the film is well worthwhile .",4,train,
10554,"Shot largely in small rooms , the film has a gentle , unforced intimacy that never becomes claustrophobic .",4,train,
10555,It collapses when Mr. Taylor tries to shift the tone to a thriller 's rush .,1,train,
10556,Nothing more than a widget cranked out on an assembly line to see if stupid Americans will get a kick out of goofy Brits with cute accents performing ages-old slapstick and unfunny tricks .,1,train,
10557,`` On Guard ! '',2,train,
10558,"Though it pretends to expose the life of male hustlers , it 's exploitive without being insightful .",1,train,
10559,Matches neorealism lives impact by showing who humanity filled 's war-torn a of with people the just want to live their land .,2,train,2951.0
10560,It 's deep-sixed by a compulsion to catalog every bodily fluids gag in There 's Something About Mary and devise a parallel clone-gag .,2,train,
10561,"A pint-sized ` Goodfellas ' designed to appeal to the younger set , it 's not a very good movie in any objective sense , but it does mostly hold one 's interest .",2,train,
10562,"captures that perverse element of robbed replaced and identity , overnight the is '' where Kafkaesque with a persecuted '' other . ,",3,train,1816.0
10563,"Very amusing , not the usual route in a thriller , and the performances are odd and pixilated and sometimes both .",3,train,
10564,You 'll get the enjoyable basic minimum .,2,train,
10565,A quiet move look back at what it was like to be Iranian-American in 1979.,3,train,
10566,"Mr. Deeds is , as comedy goes , very silly -- and in the best way .",4,train,
10567,Some people want the ol' ball-and-chain and then there are those who just want the Ball and Chain .,2,train,
10568,"As David Letterman and The Onion have proven , the worst of tragedies can be fertile sources of humor , but Lawrence has only a fleeting grasp of how to develop them .",0,train,
10569,"Laughably , irredeemably awful .",0,train,
10570,It 's everything 'd expect -- but nothing .,2,train,6561.0
10571,"It 's a tour de force , written and directed so quietly that it 's implosion rather than explosion you fear .",2,train,
10572,"An achingly enthralling premise , the film is hindered by uneven dialogue and plot lapses .",1,train,
10573,"Precocious smarter-than-thou wayward teen struggle to rebel against his tyrannous , rightist , propriety-obsessed kin .",3,train,3396.0
10574,"Although I did n't hate this one , it 's not very good either .",1,train,
10575,It 's impossible to even categorize this as a smutty guilty pleasure .,1,train,
10576,"This rare film that works on any number of levels - as a film of magic and whimsy for children, from the heart of romance for teenagers and argument about death, and for and against, for adults.",4,train,
10577,"Legend Peralta's industry could use some well-informed, too late adult.",2,train,
10578,Offers a guilt-free trip into feel-good territory .,4,train,
10579,"find alike the work of someone who may indeed have finally aged past his prime ... and , perhaps more than he actualize , just wants to be care by the people who can still give him work .",1,train,4922.0
10580,"A whole lot of fun and funny in the middle , though somewhat less hard-hitting at the start and finish .",3,train,
10581,Kosminsky ... puts enough salt into the wounds of the tortured and self-conscious material to make it sting .,3,train,
10582,One of the film 's most effective aspects is its Tchaikovsky soundtrack of neurasthenic regret .,2,train,
10583,"Despite its visual virtuosity , ` Naqoyqatsi ' is banal in its message and the choice of material to convey it .",1,train,
10584,You deserve to honor of the location as a landmark in the next movie history of Nanook.,3,train,
10585,"It understands , in a way that speaks forcefully enough about the mechanisms of poverty to transcend the rather simplistic filmmaking .",2,train,
10586,"A quiet family drama, a little bit of romance and a dose of darkness.",3,train,
10587,That Haynes can both maintain and dismantle the facades that his genre and his character construct is a wonderous accomplishment of veracity and narrative grace .,4,train,
10588,"Though filmed Canada , Paid in Full clever ways of capturing inner-city life during the Reagan years .",3,train,1751.0
10589,"Astonishing is n't the word -- neither is incompetent , incoherent or just plain crap .",0,train,
10590,It does give you a peek .,2,train,
10591,"Blue Crush pic all the trappings of an energetic , afterthought adventure , but ends up '' of a creaky '' Pretty extreme-sports more retread , with the emphasis has self-empowering schmaltz and big-wave surfing that gives on its title an Woman .",1,train,7935.0
10592,Maybe he was reading the minds of the audience .,3,train,
10593,"So we got Ten Little Indians meets Friday the 13th by way of Clean and Sober , filmed on the set of Carpenter 's The Thing and loaded with actors you 're most likely to find on the next inevitable incarnation of The Love Boat .",1,train,
10594,"The trick when watching Godard is to catch the pitch of his poetics , savor the pleasure of his sounds and images , and ponder the historical , philosophical , and ethical issues that intersect with them .",3,train,
10595,Go .,2,train,
10596,' CQ may one clarence shepard day jr be lovingly remembered as Roman Coppola 's legal brief pretentious period before going on to other films that actually tell a story worth lovingness about,1,train,5260.0
10597,"Watching Queen of the Damned is like reading a research paper , with special effects tossed in .",1,train,
10598,"While the mystery unravels , the characters respond by hitting on each other .",2,train,
10599,The acting is n't much better .,0,train,
10600,"Soderbergh seems adequate to only of delivering artfully lighted , dear inquiries that lack the form of actual depth that would make them redeemable .",2,train,4606.0
10601,Witless but watchable .,2,train,
10602,"Right now , they 're merely signposts marking the slow , lingering death of imagination .",1,train,
10603,"Despite bearing the Paramount imprint , it 's a bargain-basement European pickup .",0,train,
10604,"A fantastic anchors this movie , but what it needs either a rigid , Blair Witch-style commitment to its mockumentary format , a more straightforward , dramatic treatment with the that implies .",2,train,1530.0
10605,"If you like blood , guts and crazy beasts stalking men with guns though ... you will likely enjoy this monster .",3,train,
10606,One big blustery movie where nothing really happens .,1,train,
10607,"Made for teens and reviewed as such, it is recommended only for those under 20 years of age ... and after only a very moderate rent.",2,train,
10608,"Illiterate , often inert sci-fi action thriller .",1,train,
10609,Jaglom declare oneself the none-too-original premise that everyone demand with movie making is a con creative person and a liar .,1,train,5362.0
10610,"Terminally bland , painfully slow and needlessly confusing ... The movie , shot on digital videotape rather than film , is frequently indecipherable .",1,train,
10611,A compelling film .,4,train,
10612,' Why ',2,train,5668.0
10613,Overcomes its visual hideousness with a sharp script and strong performances .,3,train,
10614,The movie keeps coming back to the achingly unfunny Phonce and his several silly subplots .,1,train,
10615,"A nearly 21/2 hours , the film is way too indulgent .",1,train,
10616,"At its most basic , this cartoon adventure is that wind-in-the-hair exhilarating .",3,train,
10617,"An intelligent , multi-layered and profoundly humanist ( not to mention gently political ) meditation on the values of knowledge , education , and the affects of cultural and geographical displacement .",4,train,
10618,Caviezel embodies the transformation of his character completely .,3,train,
10619,"Cuaron repeatedly , perversely undercuts the joie de vivre even as he creates it , giving the movie a mournful undercurrent that places the good-time shenanigans in welcome perspective .",4,train,
10620,"A delightful storm because despite all the wing dramatic play , this is a movie that tells stories that work -- is charming , is moving , is funny and smell professional .",4,train,2007.0
10621,"If we 're to slap protagonist Genevieve LePlouff because she 's French , do we have that same option to slap her creators because they 're clueless and inept ?",0,train,
10622,A keep - 'em - guessing plot and an affectionate take on its screwed-up characters .,3,train,
10623,A winning and wildly fascinating work .,3,train,
10624,"There 's very little sense to what 's going on here , but the makers serve up the cliches with considerable dash .",2,train,
10625,"... an eerily suspenseful , deeply absorbing piece that works as a treatise on spirituality as well as a solid sci-fi thriller .",4,train,
10626,... bibbidy-bobbidi-bland .,0,train,8437.0
10627,The chocolate factory without Charlie .,1,train,
10628,"Shiner can certainly go the distance , but is n't world championship material",3,train,
10629,It leaves little doubt that Kidman has become one of our best actors .,4,train,
10630,ii tedious move light on great scar and a good surprise termination .,3,train,7402.0
10631,"` Moore is like a progressive bull in a china shop , a provocateur crashing into ideas and special-interest groups as he slaps together his own brand of liberalism . '",1,train,
10632,I felt trapped and no escape for the 100 minutes,1,train,4911.0
10633,"If you 're the kind of parent who enjoys intentionally introducing your kids to films which will cause loads of irreparable damage that years and years of costly analysis could never fix , I have just one word for you - -- Decasia",0,train,
10634,witty and sophisticated and want to love -- but Attal into corner .,1,train,7425.0
10635,it somehow managed to make its way past my crappola radar and find a small place in my heart,2,train,
10636,"If you think it 's a riot to see Rob Schneider in a young woman 's clothes , then you 'll enjoy The Hot Chick .",3,train,
10637,"I was hoping that it would be sleazy and fun , but it was neither .",2,train,
10638,And Vin Diesel is the man .,3,train,
10639,You 'll find yourself wishing that you and they were in another movie .,0,train,
10640,"Oedekerk mugs mercilessly , and the genuinely funny jokes are few and far between .",0,train,
10641,"Adrift , Bentley and Hudson stare and sniffle , respectively , as Ledger attempts , in vain , to prove that movie-star intensity can overcome bad hair design .",1,train,
10642,"... a plotline that as lumpy as two-day old porridge ... the filmmakers paws sad to , were over this un-bear-able ''",0,train,5728.0
10643,"Writer/director Walter Hill is in his hypermasculine element here , once again able to inject some real vitality and even art into a pulpy concept that , in many other hands would be completely forgettable .",3,train,
10644,"An acceptable way to pass a little over an hour with moviegoers ages 8-10 , but it 's unconvincing to inspire anything more than a visit to McDonald 's , lease lonely some grasp street activism .",1,train,7115.0
10645,"Piccoli 's performance is amazing , yes , but the symbols of loss and denial and life-at-arm 's - length in the film seem irritatingly transparent .",1,train,
10646,Really dumb but occasionally really funny .,2,train,
10647,"... Wallace is smart to vary the pitch of his movie , balancing deafening battle scenes with quieter domestic scenes of women back home receiving War Department telegrams .",3,train,
10648,An raucous and sappy ... be wise send your .,1,train,4331.0
10649,"But be warned , you too may feel time has decided to stand still .",2,train,
10650,What '' Empire lacks depth it makes up for with heart,3,train,33.0
10651,"Every individual will see the movie through the prism of his or her own beliefs and prejudices , but the one thing most will take away is the sense that peace is possible .",4,train,
10652,With exquisite craftsmanship ... Olivier Assayas has fashioned an absorbing look at provincial bourgeois French society .,3,train,
10653,What makes the special is its utter .,3,train,2055.0
10654,The movie itself appears to be running on hypertime in reverse as the truly funny bits get further and further apart .,1,train,
10655,"Proves a lovely trifle that , unfortunately , is a little too in love with its own cuteness .",1,train,
10656,( A ) poorly executed comedy .,0,train,
10657,it 's incisively what you 'd anticipate .,2,train,8296.0
10658,"Coarse , cliched and clunky , this trifling romantic comedy in which opposites attract for no better reason than that the screenplay demands it squanders the charms of stars Hugh Grant and Sandra Bullock .",0,train,
10659,"Although the sequel has all the outward elements of the original , the first film 's lovely flakiness is gone , replaced by the forced funniness found in the dullest kiddie flicks .",0,train,
10660,"A strange little movie ""Enough s fun while you're watching it, offering great acting moments and sharp ideas in modern L.A.» s showbiz and media subculture.",3,train,
10661,"Over the years , Hollywood has crafted a solid formula for successful animated movies , and Ice Age only improves on it , with terrific computer graphics , inventive action sequences and a droll sense of humor .",4,train,
10662,The only pain you 'll feel as the credits roll is your stomach grumbling for some tasty grub .,1,train,
10663,"It 's like an old Warner Bros. costumer jived with sex -- this could be the movie Errol Flynn always wanted to make , though Bette Davis , cast as Joan , would have killed him .",2,train,
10664,"Call me a cynic , but there 's something awfully deadly about any movie with a life-affirming message .",1,train,
10665,"Rarely , a movie is more than a movie .",3,train,
10666,Sad to say -- it accurately reflects the rage and alienation that fuels the self-destructiveness of many young people .,3,train,
10667,"aside surrounding us with hyper-artificiality , Haynes makes us see familiar spirit yield , like racism and homophobia , in a bracing way .",3,train,2651.0
10668,"The tonal shifts are jolting , and though Wen 's messages are profound and thoughtfully delivered , more thorough transitions would have made the film more cohesive .",2,train,
10669,"This is a nicely handled affair , a film about human darkness but etched with a light ( yet unsentimental ) touch .",3,train,
10670,"No one can doubt the filmmakers ' motives , but The Guys still feels counterproductive .",1,train,
10671,"Yes they can swim , the title is merely Anne-Sophie Birot 's off-handed way of saying girls find adolescence difficult to wade through .",2,train,
10672,Available off like a bad imitation of the Bard.,1,train,
10673,The Cat 's Meow marks a return to form for director Peter Bogdanovich ...,3,train,
10674,"Apart from anything else , this is one of the best-sustained ideas I have ever seen on the screen .",4,train,
10675,Gloriously straight from the vagina .,2,train,
10676,A frustrating yet deeply watchable melodrama that makes you think it 's a tougher picture than it is .,2,train,
10677,"It 's so crammed with scenes and vistas and pretty moments that it 's left a few crucial things out , like character development and coherence .",1,train,
10678,"Muddled , trashy and incompetent",2,train,
10679,"It 's a terrible movie in every regard , and utterly painful to watch .",0,train,
10680,Norton holds the film together .,2,train,
10681,"This is a dark , gritty , sometimes funny little gem .",3,train,
10682,... somehow manages to escape the shackles of its own clichés to be the best espionage picture to come out in weeks .,3,train,
10683,"A compelling , gut-clutching piece of advocacy cinema that carries you along in a torrent of emotion as it explores the awful complications of one terrifying day .",4,train,
10684,"An often watchable , though goofy and lurid , blast of a costume drama set in the late 15th century .",3,train,
10685,"Cuba Gooding Jr. valiantly mugs his way through Snow Dogs , but even his boisterous energy fails to spark this leaden comedy .",1,train,
10686,n't shake Crossroads is nothing an hour-and-a-half-long Britney 's latest album,0,train,6831.0
10687,Playfully profound ... crazier and Michael Jackson in a top d 'a nursery surrounded by large open windows.,3,train,
10688,"Expect no breakthroughs, nor any stylish sizzle, but the film sitting square touching conviction and good sense in the experience of women.",3,train,
10689,"A sweet sermon about a 12-year-old Welsh boy more curious about than girls , who in something does",3,train,2112.0
10690,"Just when you think you are making sense of it , something happens that tells you there is no sense .",1,train,
10691,"Seeing as film lacks and its position remains undeterminable , the 's experiment a one .",3,train,7713.0
10692,"Backhanded compliment can be a bit to say that the film makes the viewer feel like the movie is different audience members victimized after a while, but it also happens to be the most outstanding film quality",3,train,
10693,At once disarmingly straightforward and strikingly devious .,4,train,
10694,"picture uses a heartfelt conviction to tell story discovering your destination in life but acknowledging the places , and the people , from whence came .",3,train,169.0
10695,"A film is an enjoyable, if forgettable, romp.",2,train,
10696,"seventy seven minute of arc of Pokemon crataegus oxycantha not close 4ever , it just seems like it does .",1,train,4466.0
10697,Little is done to support the premise other than fling gags at it to see which ones shtick .,1,train,
10698,Despite the surface attractions -- Conrad L. Hall 's cinematography will likely be nominated for an Oscar next year -- there 's something impressive and yet lacking about everything .,3,train,
10699,"I will go back and check out the last 10 minutes, but this is the first 30 or 40 minutes, which was more repulsive.",0,train,
10700,An impenetrable and insufferable ball of pseudo-philosophic twaddle .,1,train,
10701,Cusack 's just brilliant in this .,4,train,
10702,It all looks and plays million version a game you 're more likely to enjoy on computer .,1,train,4618.0
10703,amp smarter and much funnier reading of the old Police honorary society moving picture .,3,train,2362.0
10704,"With McConaughey in an entirely irony-free zone and Bale reduced mainly to batting his sensitive eyelids , there 's not enough intelligence , wit or innovation on the screen to attract and sustain an older crowd .",1,train,
10705,"If had capture the of in 's , one imagines the like something this .",3,train,868.0
10706,A Meatballs for the bare-midriff generation .,2,train,
10707,"What John does is heroic , but we do condone it , '' one of the film 's stars recently , a tortuous comment that perfectly the picture 's moral schizophrenia",2,train,5465.0
10708,The problem with movies about angels is they have a tendency to slip into hokum .,1,train,
10709,"... a fascinating curiosity piece -- fascinating , that is , for about ten minutes .",1,train,
10710,An incredibly narrow in-joke targeted to the tiniest segment of an already obscure demographic .,1,train,
10711,"Its use of the thriller form to examine the labyrinthine ways in which people 's lives cross and change , buffeted by events seemingly out of their control , is intriguing , provocative stuff .",4,train,
10712,And it is .,3,train,
10713,"The wonderful combination of the sweetness and the extraordinary technical accomplishments of the first film are maintained , but its overall impact falls a little flat with a storyline that never quite delivers the original magic .",2,train,
10714,"Moretti Giovanni , psychiatrist who predictably it difficult sustain his profession after the tragedy .",2,train,5674.0
10715,"As relationships shift , director Robert J. Siegel allows the characters to inhabit their world without cleaving to a narrative arc .",3,train,
10716,"Writer-director David Jacobson and his star , Jeremy Renner , have made a remarkable film that explores the monster 's psychology not in order to excuse him but rather to demonstrate that his pathology evolved from human impulses that grew hideously twisted .",4,train,
10717,"' the the ' based on his book by with Byatt demands , that LaBute deal A.S. , subject of love head-on trading in Possession cynicism for reverence and a little wit",3,train,8251.0
10718,It is one more synthetic tribute to the cruelties go through by Southern blacks as distilled through a Caucasian view .,2,train,6020.0
10719,Needs more impressionistic cinematography and exhilarating point-of-view shots and fewer slow-motion ` grandeur ' shots and quick-cut edits that often detract from the athleticism .,1,train,
10720,A delightful entree in the tradition of food movies .,4,train,
10721,... stale and uninspired .,1,train,
10722,"Its and pieces of The Hot Chick are so uproarious , and Schneider 's performance is so fine , it 's a real shame that so very much of the picture -- again , as in The Animal -- is a haphazard mess .",1,train,7107.0
10723,Cattaneo reworks the formula made The Monty success ... but neglects to add the magic that made it all work,1,train,7869.0
10724,What is the best performance or results during the year.,4,train,
10725,"Ambitious unsettling psychodrama takes , chilling advantage of rough-around-the-edges , constraints",3,train,1378.0
10726,"Badi to deliver action film with a happy promise, but it also has great strength and emotional tsomule gradually sneaks up on listeners.",3,train,
10727,"' yes , that 's rightfulness it 's Forrest Gump , saint Of decease . '",3,train,4537.0
10728,The talk-heavy film plays like one of Robert Altman 's lesser works .,2,train,
10729,Enticing and often funny documentary .,4,train,
10730,"Right now , they 're simply signposts grade the slow , tarriance destruction of imagination .",1,train,7579.0
10731,"Watching these two actors play against each other so intensely , but with restraint , is a treat .",3,train,
10732,"The beautiful images and solemn words can not disguise the slack complacency of ( Godard 's ) vision , any more than the gorgeous piano and strings on the soundtrack can drown out the tinny self-righteousness of his voice .",1,train,
10733,"Like the best 60 Minutes expos , the film at 80 instant is in reality quite a flirt with .",4,train,2808.0
10734,"Family portrait of need , psychoneurosis and edgy negativism is a uncommon treat that shows the promise of digital filmmaking .",3,train,450.0
10735,Good performances keep it from being a total rehash .,3,train,
10736,"An inconsequential , barely there bit of piffle .",1,train,
10737,A film of delicate interpersonal dances .,3,train,
10738,"This not Chabrol , but even his lesser works outshine best can offer .",2,train,1769.0
10739,"Lyne 's latest, erotic thriller Unfaithful, proves how far his narrative skills have eroded.",1,train,
10740,"A mediocre exercise in target demographics , unaware that it 's the butt of its own joke .",1,train,
10741,Has all the scenic appeal of a cesspool .,0,train,
10742,"Napoleonic past years and his love and humility, a fictional drama about the discovery surprising.",4,train,
10743,"The only problem is that, in the end, no one in the audience or the movie seems really care.",0,train,
10744,Murder add . up does just Numbers n't by,1,train,5645.0
10745,"Buy is an accomplished actress , and this is a big , juicy role .",3,train,
10746,a tale catching,3,train,745.0
10747,A muted freak-out,1,train,
10748,Done in mostly by a weak script that ca n't support the epic treatment .,0,train,
10749,It can be safely recommended as a video/DVD babysitter .,3,train,
10750,"A bizarre piece work , with and dialogue the level of kids television and plot threads morose as teen pregnancy , rape and suspected",1,train,7241.0
10751,It 's hard to imagine acting that could be any flatter .,0,train,
10752,"The acting , for the most part , is terrific , although the actors must struggle with the fact that they 're playing characters who sometimes feel more like literary conceits than flesh-and-blood humans .",3,train,
10753,"It does n't reach them , but the effort is gratefully received .",3,train,
10754,"Mattei so completely loses himself to the film 's circular structure to ever offer any insightful discourse on , well , Love in the Time of Money .",1,train,
10755,"Peralta 's mythmaking could have used some informed , adult hindsight .",2,train,
10756,"since works well enough up the It the pop , frequently , of thrills dispatching and the cast is as often imaginative as it is gory .",3,train,2096.0
10757,A captivating and intimate study about dying and loving ...,4,train,
10758,The Armenian racial extermination merit a more lock and honest intervention .,2,train,7905.0
10759,"In addition to the overcooked , ham-fisted direction , which has all the actors reaching for the back row , the dialogue sounds like horrible poetry .",0,train,
10760,"Her fans walked out muttering words like `` horrible '' and `` terrible , '' but had so much fun dissing the film that they did n't mind the ticket cost .",0,train,
10761,"Loud , chaotic and largely unfunny .",0,train,
10762,"Think of it as Gidget, just muscle and smarts more, but just as endearing and easy to watch.",4,train,
10763,The filmmakers needed more emphasis on the storytelling and less on the glamorous machine that thrusts the audience into a future they wo n't much care about .,1,train,
10764,"Watching now , an era by cold loud , is less by its lavish grandeur than its and .",2,train,3000.0
10765,... the whole thing was just to make me drunk.,1,train,
10766,"Has a certain ghoulish fascination , and generates a fair amount of B-movie excitement .",3,train,
10767,I believe a is going to show soon .,3,train,6149.0
10768,The best can is thing say about that film I what I ca n't see to wait this the director does next .,4,train,3900.0
10769,"occupant evil is n't a product of its cinematic herald so much as an MTV , lettuce hysteria , and PlayStation cocktail .",1,train,4482.0
10770,The Spalding Gray equivalent of a teen gross-out comedy.,2,train,
10771,"It may sound like a mere disease-of - the-week TV movie , but A Song For Martin is made infinitely more wrenching by the performances of real-life spouses Seldahl and Wollter .",2,train,
10772,A compelling motion picture that illustrates an American tragedy .,4,train,
