,ArticleTitle,Question,Answer,DifficultyFromQuestioner,DifficultyFromAnswerer,ArticleFile
464,Flute,What is the earliest extant transverse flute?,it dates from 433 BC,easy,medium,data/set2/a5
465,Flute,What is the earliest extant transverse flute?,Chi,easy,easy,data/set2/a5
466,Flute,When does a flute produce sound?,when a stream of air directed across a hole in the instrument creates a vibration of air at the hole,easy,medium,data/set2/a5
467,Flute,When does a flute produce sound?,When a stream of air directed across a hole in the instrument creats a vibration of air at the hole.,easy,hard,data/set2/a5
468,Flute,How can a flute's volume be increased?,a flute's volume can generally be increased by making its resonator and tone holes larger,medium,medium,data/set2/a5
469,Flute,How can a flute's volume be increased?,A flute's volume can be increased by making its resonator and tone holes larger.,medium,medium,data/set2/a5
470,Flute,Do open-ended flutes have brighter timbres?,yes,medium,medium,data/set2/a5
471,Flute,Do open-ended flutes have brighter timbres?,Yes.,medium,medium,data/set2/a5
472,Flute,Where was the oldest flute ever discovered found?,Germany,medium,too hard,data/set2/a5
473,Flute,Where was the oldest flute ever discovered found?,Various parts of Germany.,medium,medium,data/set2/a5
474,Flute,Are Western flutes simpler than Indian flutes?,no,hard,hard,data/set2/a5
475,Flute,Are Western flutes simpler than Indian flutes?,Yes.,hard,hard,data/set2/a5
476,Flute,Why is a police whistle very wide for its pitch?,A flute's volume can generally be increased by making its resonator and tone holes larger,hard,medium,data/set2/a5
477,Flute,Why is a police whistle very wide for its pitch?,It's volume is high either because of its larger resonator or larger tone holes.,hard,medium,data/set2/a5
478,Flute,What are the two main varieties of Indian flutes?,"The first, the Bansuri. The second, the Venu or Pullanguzhal",hard,hard,data/set2/a5
479,Flute,What are the two main varieties of Indian flutes?,Bansuri and the Venu or Pullanguzhal.,hard,medium,data/set2/a5
480,Flute,Has the flute been dated to prehistoric times?,yes,easy,easy,data/set2/a5
481,Flute,Has the flute been dated to prehistoric times?,Yes,easy,easy,data/set2/a5
482,Flute,Was the pan flute used in Greece?,yes,easy,easy,data/set2/a5
483,Flute,Was the pan flute used in Greece?,Yes,easy,easy,data/set2/a5
484,Flute,Can a flute be played with several different air sources?,yes,easy,easy,data/set2/a5
485,Flute,Can a flute be played with several different air sources?,Yes,easy,easy,data/set2/a5
486,Flute,When was the pan flute used in Greece?,the 7th century BC,medium,medium,data/set2/a5
487,Flute,When was the pan flute used in Greece?,7th century BC,medium,medium,data/set2/a5
488,Flute,When did concert flutes begin appearing in concert ensembles?,the 16th-century,medium,medium,data/set2/a5
490,Flute,How many main varieties of Indian flutes are currently used?,two,medium,medium,data/set2/a5
491,Flute,How many main varieties of Indian flutes are currently used?,Two,medium,medium,data/set2/a5
492,Flute,What material is a chi flute fashioned from?,lacquered bamboo,hard,hard,data/set2/a5
493,Flute,What material is a chi flute fashioned from?,Lacquered bamboo,hard,medium,data/set2/a5
494,Flute,How does a flute player change the pitch of the sound?,by opening and closing holes in the body of the instrument,hard,medium,data/set2/a5
495,Flute,How does a flute player change the pitch of the sound?,Opening and closing holes in the body of the instrument,hard,medium,data/set2/a5
496,Flute,What is the most basic form of the flute?,a flute can be an open tube which is blown like a bottle,hard,medium,data/set2/a5
497,Flute,What is the most basic form of the flute?,Open tube which is blown like a bottle,hard,hard,data/set2/a5
498,Giant_Panda,Has the dragon historically served as China's national emblem?,yes,easy,easy,data/set1/a4
499,Giant_Panda,Has the dragon historically served as China's national emblem?,Yes,easy,easy,data/set1/a4
500,Giant_Panda,Do pandas hibernate?,no,easy,easy,data/set1/a4
501,Giant_Panda,Do pandas hibernate?,No,easy,easy,data/set1/a4
502,Giant_Panda,Do giant pandas attack humans?,yes,easy,easy,data/set1/a4
503,Giant_Panda,Do giant pandas attack humans?,Yes,easy,easy,data/set1/a4
504,Giant_Panda,What family is the panda a part of?,Ursidae (bear),medium,medium,data/set1/a4
505,Giant_Panda,What family is the panda a part of?,Ursidae,medium,medium,data/set1/a4
506,Giant_Panda,How long does it take for the panda cubs skin to turn gray?,one to two weeks after birth,medium,medium,data/set1/a4
507,Giant_Panda,How long does it take for the panda cubs skin to turn gray?,One to two weeks,medium,medium,data/set1/a4
508,Giant_Panda,How many different names did Chinese writings give to the panda?,20,medium,hard,data/set1/a4
509,Giant_Panda,How many different names did Chinese writings give to the panda?,20,medium,medium,data/set1/a4
510,Giant_Panda,What foods do pandas eat?,bamboo,hard,medium,data/set1/a4
511,Giant_Panda,What foods do pandas eat?,"bamboo, honeys, eggs, fish, yams, shrub leaves, oranges, and bananas",hard,medium,data/set1/a4
512,Giant_Panda,What are the two subspecies of giant pandas?,Ailuropoda melanoleuca melanoleuca and  Ailuropoda melanoleuca qinlingensis ,hard,hard,data/set1/a4
513,Giant_Panda,What are the two subspecies of giant pandas?,"Ailuropoda melanoleuca melanoleuca and The Qinling Panda, Ailuropoda melanoleuca qinlingensis",hard,hard,data/set1/a4
514,Giant_Panda,What is panda diplomacy?,Loans of Giant Pandas to American and Japanese zoos,hard,hard,data/set1/a4
515,Giant_Panda,What is panda diplomacy?,Loans of Giant Pandas to American and Japanese zoos,hard,hard,data/set1/a4
516,Giant_Panda,Is the Giant Panda a mammal?,yes,easy,easy,data/set1/a4
517,Giant_Panda,Is the Giant Panda a mammal?,Yes,easy,easy,data/set1/a4
518,Giant_Panda,Is the Giant Panda a terrestrial animal?,yes,easy,easy,data/set1/a4
519,Giant_Panda,Is the Giant Panda a terrestrial animal?,Yes,easy,easy,data/set1/a4
520,Giant_Panda,Is the Giant Panda an endangered species?,yes,easy,easy,data/set1/a4
521,Giant_Panda,Is the Giant Panda an endangered species?,Yes,easy,easy,data/set1/a4
522,Giant_Panda,Where do Giant Pandas live?,a few mountain ranges in central china,medium,medium,data/set1/a4
523,Giant_Panda,Where do Giant Pandas live?,"Sichuan province, Shaanxi and Gansu provinces",medium,medium,data/set1/a4
524,Giant_Panda,When was the Giant Panda's genome sequenced?,2009,medium,medium,data/set1/a4
525,Giant_Panda,When was the Giant Panda's genome sequenced?,2009,medium,medium,data/set1/a4
526,Giant_Panda,How many subspecies of the Giant Panda are there?,Two,medium,medium,data/set1/a4
527,Giant_Panda,How many subspecies of the Giant Panda are there?,Two,medium,medium,data/set1/a4
528,Giant_Panda,Is the Giant Panda a carnivore?,Yes,hard,easy,data/set1/a4
529,Giant_Panda,Why is the Giant Panda an endangered species?,threatened by habitat loss,hard,medium,data/set1/a4
530,Giant_Panda,Why is the Giant Panda an endangered species?,It is threatened by continued habitat loss and by a very low birthrate,hard,hard,data/set1/a4
531,Giant_Panda,Is the population of wild Giant  Pandas growing?,"according to some reports, yes",hard,hard,data/set1/a4
532,Giant_Panda,Is the population of wild Giant  Pandas growing?,Yes but uncertain,hard,hard,data/set1/a4
533,Guitar,Is an acoustic guitar dependent on an external device?,No,easy,easy,data/set2/a7
534,Guitar,Is an acoustic guitar dependent on an external device?,No.,easy,easy,data/set2/a7
535,Guitar,Is the battente smaller than a classical guitar?,Yes,easy,medium,data/set2/a7
536,Guitar,Is the battente smaller than a classical guitar?,Yes.,easy,easy,data/set2/a7
537,Guitar,Is the flamenco guitar similar to the classical guitar?,Yes,easy,hard,data/set2/a7
538,Guitar,Is the flamenco guitar similar to the classical guitar?,Yes.,easy,hard,data/set2/a7
539,Guitar,Where is the headstock located?,end of the guitar neck furthest from the body,medium,medium,data/set2/a7
540,Guitar,Where is the headstock located?,At the end of the guitar.,medium,medium,data/set2/a7
541,Guitar,Whom are guitars made and repaired by?,luthiers,medium,easy,data/set2/a7
542,Guitar,Whom are guitars made and repaired by?,Luthiers.,medium,medium,data/set2/a7
543,Guitar,What are modern guitar strings constructed of?,"metal, polymers, animal or plant product materials",medium,easy,data/set2/a7
544,Guitar,What are modern guitar strings constructed of?,"Metal, polymers, or animal or plant product materials.",medium,medium,data/set2/a7
545,Guitar,Why are Harp Guitars difficult to classify?,as there are many variations within this type of guitar,hard,medium,data/set2/a7
546,Guitar,Why are Harp Guitars difficult to classify?,There are many variations within this type.,hard,medium,data/set2/a7
547,Guitar,What is the bridge used for?,transfer the vibration from the strings to the soundboard,hard,hard,data/set2/a7
548,Guitar,What is the bridge used for?,The transfer of string vibrations.,hard,hard,data/set2/a7
549,Guitar,Which guitars use three single-coil pickups?,Fender Statocaster type guitars,hard,medium,data/set2/a7
550,Guitar,Which guitars use three single-coil pickups?,Fender Stratocaster type guitars.,hard,too hard,data/set2/a7
551,Guitar,Is a guitar an instrument?,Yes,easy,easy,data/set2/a7
552,Guitar,Is a guitar an instrument?,yes,easy,easy,data/set2/a7
553,Guitar,Can guitars be divided into two broad categories?,Yes,easy,easy,data/set2/a7
554,Guitar,Can guitars be divided into two broad categories?,yes,easy,easy,data/set2/a7
555,Guitar,Do picks come in many shapes and sizes?,Yes,easy,easy,data/set2/a7
556,Guitar,Do picks come in many shapes and sizes?,yes,easy,easy,data/set2/a7
557,Guitar,How many strings does a guitar typically have?,Six,medium,medium,data/set2/a7
558,Guitar,How many strings does a guitar typically have?,six,medium,medium,data/set2/a7
559,Guitar,What is located at the end of the guitar neck furthest from the body?,Headstock,medium,medium,data/set2/a7
560,Guitar,What is located at the end of the guitar neck furthest from the body?,headstock,medium,medium,data/set2/a7
561,Guitar,What are most electric guitar bodies made of?,Wood,medium,medium,data/set2/a7
562,Guitar,What are most electric guitar bodies made of?,wood,medium,medium,data/set2/a7
563,Guitar,Why do some people believe that left-handed people should learn to play guitars as right-handed people do?,to standardise the instrument,hard,hard,data/set2/a7
564,Guitar,Why do some people believe that left-handed people should learn to play guitars as right-handed people do?,to standardise the instrument,hard,hard,data/set2/a7
565,Guitar,How old is the oldest known representation of a guitar-like intrument being played?,"3,300 years old",hard,hard,data/set2/a7
566,Guitar,How old is the oldest known representation of a guitar-like intrument being played?,"3,300 years old",hard,hard,data/set2/a7
567,Guitar,What is the point called that is bolted or glued to the body of the guitar?,Neck Joint,hard,medium,data/set2/a7
568,Guitar,What is the point called that is bolted or glued to the body of the guitar?,Neck joint or 'Heel',hard,hard,data/set2/a7
569,Henri_Becquerel,Did Becquerel study science at the �cole des Ponts et Chauss�es?,Yes,easy,easy,data/set4/a9
570,Henri_Becquerel,Did he become chief engineer in the Department of Bridges and Highways in 1892?,No,easy,easy,data/set4/a9
571,Henri_Becquerel,Did he become chief engineer in the Department of Bridges and Highways in 1892?,yes,easy,easy,data/set4/a9
572,Henri_Becquerel,Was Becquerel a French physicist?,Yes,easy,easy,data/set4/a9
573,Henri_Becquerel,Was Becquerel a French physicist?,yes,easy,easy,data/set4/a9
574,Henri_Becquerel,Whom did he share the Nobel Prize with?,Pierre and Marie Curie,medium,medium,data/set4/a9
575,Henri_Becquerel,Whom did he share the Nobel Prize with?,Pierre and Marie Curie,medium,medium,data/set4/a9
576,Henri_Becquerel,When did he die?,1908,medium,medium,data/set4/a9
577,Henri_Becquerel,When did he die?,1908,medium,hard,data/set4/a9
578,Henri_Becquerel,What is the SI unit for radioactivity called?,becquerel,medium,medium,data/set4/a9
579,Henri_Becquerel,What is the SI unit for radioactivity called?,the becquerel (Bq),medium,medium,data/set4/a9
580,Henri_Becquerel,"When Becquerel discovered radioactivity, whose work did he investigate?",Wilhelm Conrad R�ntgen,hard,hard,data/set4/a9
581,Henri_Becquerel,"When Becquerel discovered radioactivity, whose work did he investigate?",Wilhelm Conrad Röntgen,hard,hard,data/set4/a9
582,Henri_Becquerel,Where are there craters named Becquerel?,Moon and Mars,hard,hard,data/set4/a9
583,Henri_Becquerel,Where are there craters named Becquerel?,on the moon and on mars,hard,medium,data/set4/a9
584,Henri_Becquerel,Why did Bequerel win the Nobel Prize in Physics?,discovery of spontaneous radioactivity,hard,hard,data/set4/a9
585,Henri_Becquerel,Why did Bequerel win the Nobel Prize in Physics?,was the discoverer of radioactivity,hard,hard,data/set4/a9
586,Isaac_Newton,Was Isaac Newton British?,Yes.,easy,medium,data/set4/a1
587,Isaac_Newton,Was Isaac Newton British?,"Yes, he was English.",easy,hard,data/set4/a1
588,Isaac_Newton,Was Isaac Newton religious?,It is not clear.,easy,too hard,data/set4/a1
589,Isaac_Newton,Was Isaac Newton religious?,"Yes, he was highly religious, though an unorthodox Christian.",easy,easy,data/set4/a1
590,Isaac_Newton,Did Isaac Newton die in 1898?,No.,easy,easy,data/set4/a1
591,Isaac_Newton,Did Isaac Newton die in 1898?,"No, Newton died in his sleep in London on 31 March 1727.",easy,easy,data/set4/a1
592,Isaac_Newton,Where was Isaac Newton born?,At Woolsthorpe Manor in Woosthorpe-by-Colsterworth.,medium,medium,data/set4/a1
593,Isaac_Newton,Where was Isaac Newton born?,"He was born at Woolsthorpe Manor in Woolsthorpe-by-Colsterworth, a hamlet in the county of Lincolnshire.",medium,medium,data/set4/a1
594,Isaac_Newton,Who shares credit with Isaac Newton for developing calculus?,Gottfried Leibniz.,medium,medium,data/set4/a1
595,Isaac_Newton,Who shares credit with Isaac Newton for developing calculus?,Newton shares the credit with Gottfried Leibniz for the development of the differential and integral calculus.,medium,medium,data/set4/a1
596,Isaac_Newton,When did Isaac Newton discover the generalized binomial theorem?,In 1665.,medium,medium,data/set4/a1
597,Isaac_Newton,When did Isaac Newton discover the generalized binomial theorem?,In 1665.,medium,medium,data/set4/a1
598,Isaac_Newton,Did the Occult influence Newton's theory of gravitation?,Yes.,hard,hard,data/set4/a1
599,Isaac_Newton,Did the Occult influence Newton's theory of gravitation?,"If Newton had not relied on the occult idea of action at a distance, he might not have developed his theory of gravity.",hard,too hard,data/set4/a1
600,Isaac_Newton,Were Newton's religious views consistent with Anglicanism?,No.,hard,hard,data/set4/a1
601,Isaac_Newton,Were Newton's religious views consistent with Anglicanism?,"No, a conflict between Newton's religious views and Anglican orthodoxy was averted.",hard,too hard,data/set4/a1
602,Isaac_Newton,Which fruit inspired Isaac Newton's theory of gravitation?,The apple.,hard,medium,data/set4/a1
603,Isaac_Newton,Which fruit inspired Isaac Newton's theory of gravitation?,Isaac Newton's theory of gravitation was inspired by watching the fall of an apple from a tree.,hard,hard,data/set4/a1
604,Isaac_Newton,Was Sir Isaac Newton an English physicist and mathematician?,yes,easy,easy,data/set4/a1
605,Isaac_Newton,Was Sir Isaac Newton an English physicist and mathematician?,yes,easy,easy,data/set4/a1
606,Isaac_Newton,Did he build the first practical reflecting telescope?,yes,easy,easy,data/set4/a1
607,Isaac_Newton,"Was Isaac Newton educated at The King's Schol, Grantham?",yes,easy,easy,data/set4/a1
608,Isaac_Newton,"Was Isaac Newton educated at The King's Schol, Grantham?",yes,easy,easy,data/set4/a1
609,Isaac_Newton,Where was Isaac Newton born?,Woolsthorpe Manor in Woolsthorpe-by-Colsterworth,medium,medium,data/set4/a1
610,Isaac_Newton,Where was Isaac Newton born?,Woolsthorpe Manor in Woolsthorpe-by-Colsterworth,medium,medium,data/set4/a1
611,Isaac_Newton,When was the Principia published?,1687,medium,medium,data/set4/a1
612,Isaac_Newton,When was the Principia published?,1687,medium,medium,data/set4/a1
613,Isaac_Newton,Where is there a Newton statue on display?,Oxford University Museum of Natural History ,medium,medium,data/set4/a1
614,Isaac_Newton,Where is there a Newton statue on display?,Oxford University Museum of Natural History,medium,medium,data/set4/a1
615,Isaac_Newton,Where was Isaac Newton buried?,Westminster Abbey,hard,medium,data/set4/a1
616,Isaac_Newton,Where was Isaac Newton buried?,Westminster Abbey,hard,medium,data/set4/a1
617,Isaac_Newton,What religion did Isaac Newton follow?,he never made a public declaration of his private faith,hard,too hard,data/set4/a1
618,Isaac_Newton,What religion did Isaac Newton follow?,unorthodox Christian,hard,medium,data/set4/a1
619,Isaac_Newton,What food gave Isaac Newton clues to his theory of gravity?,apple,hard,hard,data/set4/a1
620,Isaac_Newton,What food gave Isaac Newton clues to his theory of gravity?,apple,hard,hard,data/set4/a1
630,Jakarta,Is the Wisma building the tallest building in Indonesia?,yes,easy,medium,data/set3/a5
631,Jakarta,Is the Wisma building the tallest building in Indonesia?,"Yes,",easy,easy,data/set3/a5
632,Jakarta,is there a chinese community in jakarta?,yes,easy,medium,data/set3/a5
633,Jakarta,is there a chinese community in jakarta?,Yes.,easy,easy,data/set3/a5
634,Jakarta,Is Jakarta the 12th largest city in the world?,yes,easy,medium,data/set3/a5
635,Jakarta,Is Jakarta the 12th largest city in the world?,Yes.,easy,hard,data/set3/a5
636,Jakarta,What is the capital of Indonesia?,Jakarta,medium,easy,data/set3/a5
637,Jakarta,What is the capital of Indonesia?,The capital of Indonesia is Jakarta.,medium,easy,data/set3/a5
638,Jakarta,What is the official name of Jakarta?,Daerah Khusus Ibukota Jakarta,medium,easy,data/set3/a5
639,Jakarta,What is the official name of Jakarta?,Daerah Khusus.,medium,easy,data/set3/a5
640,Jakarta,How is the climate in the city?,Jakarta has a hot and humid equatorial/tropical climate ,medium,medium,data/set3/a5
641,Jakarta,How is the climate in the city?,The city is hot and humid.,medium,medium,data/set3/a5
642,Jakarta,Where does the name of the city Jakarta come from?,"The name Jakarta is derived from the Sanskrit word ""Jayakarta.""",hard,medium,data/set3/a5
643,Jakarta,How is the city's governor chosen?,election,hard,hard,data/set3/a5
644,Jakarta,How is the city's governor chosen?,Through election.,hard,hard,data/set3/a5
645,Jakarta,Why does Jakarta suffer frequent flooding?,Because it is located approximately eight meters above the sea level,hard,hard,data/set3/a5
646,Jakarta,Why does Jakarta suffer frequent flooding?,"The fact that the northern part of Jakarta lies on a plain, approximately eight meters above the sea level.",hard,hard,data/set3/a5
647,Jakarta,Is the the biggest university in Jakarta the University of Indonesia,yes,easy,easy,data/set3/a5
648,Jakarta,Is Jakarta a city,yes,easy,easy,data/set3/a5
649,Jakarta,Is Jakarta a city,Yes,easy,easy,data/set3/a5
650,Jakarta,Is the most important river the Ciliwung River,yes,easy,easy,data/set3/a5
651,Jakarta,Is the most important river the Ciliwung River,Yes,easy,easy,data/set3/a5
652,Jakarta,Where is Jakarta located,northwest coast of Java,medium,medium,data/set3/a5
653,Jakarta,Where is Jakarta located,On the northwest coast of Java,medium,medium,data/set3/a5
654,Jakarta,Who created Monas Park,General Herman Willem Deandels,medium,medium,data/set3/a5
655,Jakarta,Who created Monas Park,Dutch Governor General Herman Willem Deandels,medium,hard,data/set3/a5
656,Jakarta,Do mikrolets travel on the main roads?,no,hard,medium,data/set3/a5
657,Jakarta,Do mikrolets travel on the main roads?,No,hard,easy,data/set3/a5
658,Jakarta,What contributes to frequent flooding in Jakarta,"Jakarta lies on a plain eight meters, approximately eight meters above the sea level.",hard,medium,data/set3/a5
659,Jakarta,What contributes to frequent flooding in Jakarta,"It lies on a plain, approximately eight meters above the sea level",hard,medium,data/set3/a5
660,Jakarta,Did the economy improve in Jakarta in 2007,yes,hard,hard,data/set3/a5
661,Jakarta,Did the economy improve in Jakarta in 2007,Yes,hard,easy,data/set3/a5
671,James_Watt,Is James Watt French?,"No, he was Scottish.",easy,easy,data/set4/a2
672,James_Watt,Is James Watt French?,No,easy,easy,data/set4/a2
673,James_Watt,Did James Watt improve an engine?,"Yes, his improvements to the Newcomen steam engine were fundamental to the changes brought by the Industrial Revolution.",easy,easy,data/set4/a2
674,James_Watt,Did James Watt improve an engine?,Yes,easy,easy,data/set4/a2
675,James_Watt,Is there a statue of Watt in the White House?,"No, a colossal statue of Watt by Chantrey was placed in Westminster Abbey, and later was moved to St. Paul's Cathedral.",easy,easy,data/set4/a2
676,James_Watt,Is there a statue of Watt in the White House?,No,easy,easy,data/set4/a2
677,James_Watt,What was James Watt's father's job?,"His father was a shipwright, ship owner and contractor, and served as the town's chief baillie.",medium,hard,data/set4/a2
678,James_Watt,What was James Watt's father's job?,"His father was a shipwright, ship owner and contractor, and served as the town's chief baillie.",medium,hard,data/set4/a2
679,James_Watt,When did Watt retire?,In 1800.,medium,medium,data/set4/a2
680,James_Watt,When did Watt retire?,Watt retired in 1800.,medium,medium,data/set4/a2
681,James_Watt,Where is the James Watt Memorial College?,In Greenock.,medium,medium,data/set4/a2
682,James_Watt,Where is the James Watt Memorial College?,The James Watt Memorial  is in Greenock.,medium,medium,data/set4/a2
683,James_Watt,Why is the watt named after Watt?,The watt is named after him for his contributions to the development of the steam engine.,hard,medium,data/set4/a2
684,James_Watt,Why is the watt named after Watt?,The watt is named after James Watt for his contributions to the development of the steam engine.,hard,medium,data/set4/a2
685,James_Watt,Where did Watt attend university?,Watt did not attend school regularly.,hard,too hard,data/set4/a2
686,James_Watt,Where did Watt attend university?,He did not attend a university.,hard,too hard,data/set4/a2
687,James_Watt,What did he invent?,"He invented a new method of measuring distances by telescope, a device for copying letters, improvements in the oil lamp, a steam mangle and a machine for copying sculptures.",hard,medium,data/set4/a2
688,James_Watt,What did he invent?,"He invented a new method of measuring distances by telescope, a device for copying letters, improvements in the oil lamp, a steam mangle and a machine for copying sculptures.",hard,medium,data/set4/a2
715,Korean_language,Is Korean the official language of Korea?,Yes,easy,easy,data/set5/a6
716,Korean_language,Is Korean the official language of Korea?,Yes,easy,medium,data/set5/a6
717,Korean_language,"Is the word ""Korean"" derived from Goryeo?",Yes,easy,easy,data/set5/a6
718,Korean_language,"Is the word ""Korean"" derived from Goryeo?",yes,easy,medium,data/set5/a6
719,Korean_language,Are all dialects of Korean similar to each other?,Yes,easy,easy,data/set5/a6
720,Korean_language,Are all dialects of Korean similar to each other?,Yes,easy,easy,data/set5/a6
721,Korean_language,About how many Koreans speakers are there?,78 million,medium,medium,data/set5/a6
722,Korean_language,About how many Koreans speakers are there?,78 million Korean speakers,medium,medium,data/set5/a6
723,Korean_language,"Older English sources used the name ""Korean"" to refer to what?","language, country, and people",medium,medium,data/set5/a6
724,Korean_language,"Older English sources used the name ""Korean"" to refer to what?","language, country, and people",medium,medium,data/set5/a6
725,Korean_language,What is the official language of North Korea?,Korean,medium,medium,data/set5/a6
726,Korean_language,What is the official language of North Korea?,Korean,medium,medium,data/set5/a6
727,Korean_language,Why may English translation of Koreans adjectives misleadingly suggest that they are verbs?,English does not have an identical grammatical category,hard,hard,data/set5/a6
728,Korean_language,Why may English translation of Koreans adjectives misleadingly suggest that they are verbs?,English does not have an identical grammatical category,hard,too hard,data/set5/a6
729,Korean_language,Where do the majority of loanwords other than Sino-Korean come from?,modern times,hard,medium,data/set5/a6
730,Korean_language,Where do the majority of loanwords other than Sino-Korean come from?,"modern times, 90% of which are from English",hard,hard,data/set5/a6
731,Korean_language,How many Korean speakers are there?,There are about 78 million Korean speakers.,easy,easy,data/set5/a6
733,Korean_language,How many parts of speech does the Korean language contain?,The Korean Language contains nine parts of speech. ,easy,too easy,data/set5/a6
735,Korean_language,How many verb paradigms are there in Korean?,There are seven verb paradigms or speech levels in Korean.,easy,easy,data/set5/a6
737,Korean_language,What is the Sino-Korean system of numbers based on?,The Sino-Korean system is nearly entirely based on the Chinese numerals.,medium,easy,data/set5/a6
739,Korean_language,What is another term for Korean adjectives?,"Adjectives are also known as ""descriptive verbs"" or ""stative verbs"".",medium,medium,data/set5/a6
741,Korean_language,Is modern Korean written in columns or rows?,It is written in rows.,medium,hard,data/set5/a6
743,Korean_language,What percentage of the Korean language does Jeong Jae-do estimate to be Sino-Korean?,Sino-Korean makes up 30% of the Korean language.,hard,too hard,data/set5/a6
745,Korean_language,Do Chinese and Japanese have spaces between words?,"No, Chinese and Japanese do not have spaces between words.",hard,medium,data/set5/a6
747,Korean_language,From which languages is Korean descended?,"Korean is descended from Old Korean, Middle Korean and Modern Korean.",hard,easy,data/set5/a6
755,Kuala_Lumpur,Is Kuala Lumpur the capitol of Malaysia? disfluent,Yes,easy,easy,data/set3/a3
757,Kuala_Lumpur,Is Kuala Lumpur in the Selangor state?,Yes,easy,medium,data/set3/a3
759,Kuala_Lumpur,What's the population of Kuala lumpur?,1.6 million,easy,easy,data/set3/a3
761,Kuala_Lumpur,What language do they speak in Kuala Lumpur?,Bahasa Melayu,medium,medium,data/set3/a3
764,Kuala_Lumpur,What airports does Kuala Lumpur have?,Kuala Lumpur International Airport and Subang International Airport,medium,medium,data/set3/a3
766,Kuala_Lumpur,How long was Kuala Lumpur occupied by the Japanese?,42 months,hard,hard,data/set3/a3
768,Kuala_Lumpur,How many seasons does Kuala Lumpur experience?,1,hard,too hard,data/set3/a3
770,Kuala_Lumpur,When were the colonial buildings in Kuala Lumpur constructed?,toward the end of the 19th and early 20th centuries,hard,medium,data/set3/a3
772,Kuala_Lumpur,Is it a host city for the Formula One World Championship?,Yes,easy,medium,data/set3/a3
774,Kuala_Lumpur,is the central market located in the proximity of the pertama complex?,No,easy,easy,data/set3/a3
776,Kuala_Lumpur,is it home to the parliament of malaysia?,Yes,easy,medium,data/set3/a3
778,Kuala_Lumpur,when did kuala lumpur become a federal territory of malaysia?,"February 1, 1974",medium,medium,data/set3/a3
780,Kuala_Lumpur,What is the city's population?,1.6 million,medium,medium,data/set3/a3
782,Kuala_Lumpur,What is the official religion in the country?,Islam,medium,medium,data/set3/a3
784,Kuala_Lumpur,Is there a more industrialized region in malaysia?,No,hard,medium,data/set3/a3
786,Kuala_Lumpur,"after the 2008 elections, what party had the most parliament seats?",DAP,hard,hard,data/set3/a3
788,Kuala_Lumpur,what is the name of the event that draws the worlds top riders to malaysia?,KL Grand Prix CSI 5*,hard,hard,data/set3/a3
800,Lobster,Are lobsters invertebrates?,Yes,easy,easy,data/set1/a5
801,Lobster,Are lobsters invertebrates?,Yes,easy,easy,data/set1/a5
802,Lobster,Are lobsters kosher?,No,easy,easy,data/set1/a5
803,Lobster,Are lobsters kosher?,No,easy,easy,data/set1/a5
804,Lobster,Do lobsters have blue blood?,yes,easy,easy,data/set1/a5
805,Lobster,Do lobsters have blue blood?,Yes,easy,easy,data/set1/a5
806,Lobster,How many legs do lobsters have?,10.,medium,medium,data/set1/a5
807,Lobster,How many legs do lobsters have?,10,medium,medium,data/set1/a5
808,Lobster,Where are lobsters found?,In all oceans.,medium,medium,data/set1/a5
809,Lobster,Where are lobsters found?,In all oceans,medium,medium,data/set1/a5
810,Lobster,What is the mean level of mercury in American lobsters?,0.31 ppm,medium,medium,data/set1/a5
811,Lobster,What is the mean level of mercury in American lobsters?,0.31 ppm,medium,medium,data/set1/a5
812,Lobster,Do lobsters feel pain?,yes.,hard,medium,data/set1/a5
813,Lobster,Do lobsters feel pain?,Yes,hard,medium,data/set1/a5
814,Lobster,Did the Moche people worship lobsters?,yes.,hard,hard,data/set1/a5
815,Lobster,Did the Moche people worship lobsters?,Yes,hard,easy,data/set1/a5
816,Lobster,What is the caridoid escape reaction?,Swimming backwards quickly by curling and uncurling their abdomen.,hard,hard,data/set1/a5
817,Lobster,What is the caridoid escape reaction?,When lobsters swim backwards quickly by curling and uncurling their abdomen,hard,hard,data/set1/a5
818,Lyre,Were the recitations of the Ancient Greeks accompanied by lyre playing?,Yes,easy,easy,data/set2/a10
820,Lyre,Does a classical lyre have a hollow body?,Yes,easy,easy,data/set2/a10
822,Lyre,Is the lyre a stringed musical instrument?,Yes,easy,easy,data/set2/a10
824,Lyre,Which constellation is said to resemble a lyre shape?,Lyra,medium,medium,data/set2/a10
826,Lyre,How many raised arms are extending from the sound-chest of a classical lyre?,Two,medium,medium,data/set2/a10
828,Lyre,What were the strings of a classical lyre made of?,Gut,medium,hard,data/set2/a10
830,Lyre,Is the foot pedal framework for a piano called a lyre?,Yes,hard,medium,data/set2/a10
832,Lyre,Where was the deepest note of the classical lyre in relation to the player's body?,It was farthest from the player's body.,hard,medium,data/set2/a10
834,Lyre,Does a standard piano have fewer strings than a harp?,No,hard,hard,data/set2/a10
836,Malay_language,Is Malay the official language of Iraq?,No,easy,hard,data/set5/a2
837,Malay_language,Could Malay have originated from Sumatra island?,Yes.,easy,hard,data/set5/a2
838,Malay_language,Is Malay an agglutinative language?,Yes,easy,easy,data/set5/a2
839,Malay_language,Is Malay an agglutinative language?,Yes.,easy,easy,data/set5/a2
