,tweets,labels
124,Obama is trying to strong arm Sheriff Joe to force him to drop investigation into Obama s fake birth certificate. GOP tcot teaparty,0
827,Ngakak bahhh.. Obama nyanyi sexy and i know it ama bornthisway... Akakakaka,1
946,WhatsRomneyHiding HINT it s NOT Barack TelePrompter Obama s College Transcripts NOBODY can find those tcot p2 ocra Obama2012,0
694,Speaking of the constitution if you vote for hussein obama again you should be tried and found guilty of treason against your country j ...,0
906,he nottt sliccck tried to get at my boy obama .,0
1326,WhatsRomneyHiding less than how much Obama s hiding from the public. That s what.,0
43,The Right has been crying about unelected judges legislation from bench forever all of a sudden Obama says same thing he is a Thug,1
1063,A vote for or is a vote for obama,0
612,Drudge Report Obama setting up Supreme Court as campaign issue... 89tb9uIl NEWSXOOMcom,1
622,How come he s such a dimwit then S5H0Er1B,0
68,American kid You re from the UK Ohhh cool So do you have tea with the Queen . British kid Do you like go to Mcdonalds with Obama,0
880,I am worried that Barack Obama is in bed with Iran.We know that he is leaking classified info on Israel plan.He is not on our side or Israel,0
892,Obama Next.....LMAO eEqWimgY,0
441,While fishing,0
882,I m on the phone with my mom and said I m on Busch waiting for the bus and she goes on your going to Obama next. LMFAO so lame.,0
122,62 of U.S. Jews would reelect Obama 4 say Israel is most important issue Haaretz VhURDtdO gIGmn5kE,1
261,American kid You re from the UK Ohhh cool So do you have tea with the Queen . British kid Do you like go to Mcdonalds with Obama,0
1270,Oh now I get it. Obama was talking in shorthand and we were just too dumb to understand how smart he really is. Gagme.,1
645,What is Obama hiding Fake Birth Certificate... Vote Ron Paul...,0
799,From Ignatius U.S. officials hope Putin can broker a Syria deal before he meets Obama at the G 8 summit next month.,2
1285,Google Hot News Comments by Obama set off imbroglio mbVzVzKt InstantFollowBack YBNews,0
635,WhatsRomneyHiding His foot in Obama s ass.,0
207,edu castillo Obama aboga por el ingreso de las mujeres al club de golf de Augusta mish interesante...,0
372,that s because Obama is a thug and unqualified to be president,0
384,Obama vs. the Constitution the Bill of Rights the Declaration of Independence etc...,2
767,Righties call Pres. Obama a thug and bully for comments on health care law hearings. Comment on FB or tweet so we can share on edshow,0
1070,NEEDS 2 STEP DOWN OR BACK HE KNOWS NOTHING ABT ANYTHING BUT THINKS HE KNOWS EVERYTHING HE KNOWS IT NOT me freedomfever obama,0
353,This WhatsRomneyHiding hashtag is entertaining. Is this another social media backfire from the Obama administration,1
1162,If Obama had a son he d look like Trayvon. If he had a dad he d look like Marion Barry. If he had a hammer he d hammer in the morning.,0
434,Examiner Editorial Obama s budget not Ryan s is antithetical to history Speaking at the American Society o... maoLb5Ia,0
1037,Free country can have a all male club... Piss on you and Obama Women at Augusta Obama says absolutely. ... GaLabbKb,1
845,In his teen years Obama has been known to use marijuana and cocaine.,0
583,Please Share our latest update on the landmark free speech lawsuit against the NDAA Hedges v. Obama ... GZDMIGVy,0
1195,LOOOOOOOOOOOOOOOOOOOOOOOOOOOOL This is why i rate obama vsOYFhSa,0
1092,Good call President Obama believes Augusta National Golf Club should admit women White House spokesman says. pp8XLXM4,2
97,American kid You re from the UK Ohhh cool So do you have tea with the Queen . British kid Do you like go to Mcdonalds with Obama,0
779,FINALLY A former Obama law student speaks out and he can t believe the crap spewing from O s mouth either GLopiyOC,0
1000,I m THINKIN that OBAMA WAS OVERSOLD justsayin gt RT Duh Biden Adviser Green jobs oversold q5iS0Fyq,0
361,In his teen years Obama has been known to use marijuana and cocaine.,0
327,American kid You re from the UK Ohhh cool So do you have tea with the Queen . British kid Do you like go to Mcdonalds with Obama,0
1363,OBAMA DICTATOR IN TRAINING. If he passes this training course in November this country is freaking SCREWED,0
1110,TCOT This says it all......Obama Caught Lying In His Own Words sTR0vyJK bcot NoObama liar socialist marxist deceit fail,0
881,WhatsRomneyHiding Obama s State Senate records,0
1349,You niggas are fake that s word to Obama Lil B,0
1225,The Writer s strike gave him the opportunity to go work for Obama s campaign,1
478,American kid You re from the UK Ohhh cool So do you have tea with the Queen . British kid Do you like go to Mcdonalds with Obama,0
458,American kid You re from the UK Ohhh cool So do you have tea with the Queen . British kid Do you like go to Mcdonalds with Obama,0
1100,Good call President Obama believes Augusta National Golf Club should admit women White House spokesman says. pp8XLXM4,2
1161,Unreal Obama Regime Release 1.5 Billion In Aid To Egypt After Meeting With Muslim Brotherhood qmkaNjER becktips tcot,0
1099,In his teen years Obama has been known to use marijuana and cocaine.,0
884,The Taliban wins when 2 consecutive arrogant contemptuos POTUS s GW Obama can strip our freedoms away with a signature,0
78,Mr Maher I just seen the HBO documentary hot coffee.I feel so upset we need four more years of President Obama 1000 certtain,0
567,always says that Obama Bush. I cannot help but wonder what if anything is the other thing says...,1
755,Obama s Signing Of JOBS Act Likely Won t Dim GOP Charge He s Anti Jobs 4LtEJRbL,0
125,I think we are all in agreement that Rick Santorum could beat Obama... at bowling.,1
405,American kid You re from the UK Ohhh cool So do you have tea with the Queen . British kid Do you like go to Mcdonalds with Obama,0
400,of course if Obama just wins PA he s at 270 in most scenarios. Obama goes 2 4 he s definitely over it assuming VA is blue.,1
140,Arianna Huffington blasting President Obama at any chance and praising GOP. This pic explains things. Ov6I5CoS,1
395,DOJ Issues Letter Clarifying Obama s Remarks Court s Power to Strike Down Laws Beyond Dispute pAe0TYYI via mm,0
641,WhatsRomneyHiding Blueprints on how conservatives destroy Obama s lame attempts to launch hashtags.,0
88,I think we are all in agreement that Rick Santorum could beat Obama... at bowling.,1
1081,celeb tabloid rumor Bo Obama Crashes TV Promo tFame7bZ news,0
1201,Santorum bible. Romney attorneys. Obama drones prison camps. RON PAUL The CONSTITUTION. Liberty Freedom Justice anyone,1
143,American kid You re from the UK Ohhh cool So do you have tea with the Queen . British kid Do you like go to Mcdonalds with Obama,0
770,Obama a goon lol So what s Romney hiding Tweet to demand he release his tax returns. WhatsRomneyHiding,0
277,Obama Could Face Election Year Jam on Gay Marriage aViCL1rV,0
178,Jim DeMint calls President Obama a bully 5xHkGMDg Soooo out of touch.,0
1277,Obama has called the GOP budget social Darwinism. Nice try but they believe in social creationism.,1
1107,LETS DRAFT SHERRIFF JOE for Independent Prosecutor hah Lets have a GRAND JURY OBAMA MUST GO tcot,2
1103,WhatsRomneyHiding Obama released his tax returns since 2000 where are Romney s,0
680,White House Wants YOU To Participate In The State Of The Union Address mWVRGqf8 SOTU obama,1
734,Obama s college records whatsromneyhiding,0
859,should release all of his transcripts from all of the colleges he attended.,0
1042,WhatsRomneyHiding his plan to push bad loans through for Green energy just to see em go bankrupt... Oops that s Obama again,0
447,Arianna Huffington blasting President Obama at any chance and praising GOP. This pic explains things. Ov6I5CoS,1
1085,Little stuff like this is why Obama will beat Romney xQMcasBa,0
572,If Jefferson MLK JFK were alive most political experts say theyd vote 4 RonPaul If Obama were white he d be Mitt Romney.,1
836,Obama needs remedial course in judicial review.Read at wX1RzFKm twisters tcot tpp sgp tlot vettheprez lnyhbt withnewt,0
576,prayersgoup lol Mannnnn hope dey pass dat gas cap tax...it could end up makin gas 2.50 a gallon wooo,1
206,Obama s Budget Interest Payments Will Exceed Defense Budget in 2019 dKy7CI8M,2
5,Video shows federal officials joking about cost of lavish conference 2i4SmoPM obama crime p2 news tcot teaparty,0
381,American kid You re from the UK Ohhh cool So do you have tea with the Queen . British kid Do you like go to Mcdonalds with Obama,0
156,American kid You re from the UK Ohhh cool So do you have tea with the Queen . British kid Do you like go to Mcdonalds with Obama,0
901,Obama signs jobs bill in a win for startup companies w77vkYru,0
1294,Spike Lee said he dislikes black white couples gives them visual daggers . Yo Spike if you got your way Obama wouldn t exist.,0
338,For the first time in history CONTRARY 2 Dr. King s wishes Obama is calling on voters FOR THE COLOR OF THEIR SKIN RACIST TREASON,0
866,cbs eve Video WH concedes Court s power to kill health care law The Obama Administration conceded that the S... 0TPBphCt,0
1221,Nicki Minaj Rules For Republican Radicals Throughout the 2008 Presidential campaign both Barack Obama and his ... UnVSPmdy,0
44,WhatsRomneyHiding that he can throw a baseball like a man and not like a girl like Obama...,0
872,Pres. Obama understands right from wrong And doesn t need to flip flop around to get votes UniteWomen edshow,0
216,Obama campaign wants to train army of women 48O3o6jd,0
263,edshow Whenever Obama tells the truth about the Gop they boo hoo hoo and call him a bully.,0
1173,Obama s economic policy is simple Spending on Steroids . Economics101,1
330,Pres Obama says it ll be a big debate and a fun debate because he says he has the truth on his side.,1
1146,Obama Campaign seizing on Washington Post report on Mitt Romney not disclosing certain details of his income assets. zneCZUTo,0
1317,Community Organizers in one zip code in Chicago could do better than Obama.,1
1039,WhatsRomneyHiding is that he can easily defeat Obama. Hes just trying to be nice at the moment,0
1177,Obama s Confidence Hints at Hidden Powers Shaping Election Godfather Politics qCKXeVlI,1
1320,Obama Campaign says Romney should make public 23 years of tax returns so Americans can assess any conflicts of interest.,1
2,IPA Congratulates President Barack Obama for Leadership Regarding JOBS Act WASHINGTON Apr 05 2012 BUSINESS W... 8le3DC8E,0
921,For over 200 years in our great country we were protected by our founders from illegal search seizure now under 2 men obama GW KAPUT,0
1016,Steve Forbes Warns of New Obama Recession if Re Elected xcNDC7jK,0
1012,To how many foreign leaders has Obama promised post election flexibility NEWT At wX1RzFKm tcot tlot tpp tpn sgp withnewt,0
161,RIGHT SPEAK LET US NOT FORGET THAT PETTY SANTORUM ENDORSES OBAMA OVER ROMNEY NOT PRESIDENTIAL ZqAuGKOd elections2012 gop,0
982,WhatsRomneyHiding nothing compared to this MT Proof that Obama is accepting funny money. TTnhii6A,1
1001,lol u go miss obama u look so pretty,1
1297,I just signed a petition asking Pres. Obama to fulfill the promise of National Alzheimer s Project Act at WEbFZPlb,2
30,WhatsRomneyHiding The videotape of Barack Obama sucking up to radical Rashid Khalidi. Oh wait that s the LATimes VetThePress VetThePres,0
806,Mr Schultz I just seen the HBO documentary hot coffee.I feel so upset we need four more years of President Obama 1000 certtain,0
916,In his teen years Obama has been known to use marijuana and cocaine.,0
589,Congress will do that following Paul Ryan s Roadmap. But only if Romney is Pres so Obama can t veto.,0
1108,Breakin News Holder Obama administration respects the Supreme Court USA TODAY owqtrrpr,1
1302,How do you spell FAILURE OBAMA,0
1031,Doesn t matter to Libs that Obama s the one avoiding honesty. If they accuse first they think they re golden. But they understimate tcot,2
1098,Obama has called the GOP budget social Darwinism. Nice try but they believe in social creationism.,1
819,Obama entrando en Skateboard y que si es real Sm9s2o9i LIKE A BOSS,1
704,Small Biz News Obama to sign bill to help companies go public w8RSgU6t,1
978,Common Sense4U Bogus Obama SOTU Poll Yahoo Publishes Another Liberal Propaganda Piece as News . teaparty OGyR4YUk,0
854,whatsromneyhiding is his plan to kick obama and his pack of liberal stooges out of DC,0
1164,5XJZbGSV Naked Sarah Palin The polls are heading Barack Obama s way but much of the,0
442,Lady do you live in here.,1
566,Harry Yes I m secretly Barack Obama. Me And I m secretly your future wife.,0
1241,If 202 599 9212 appears on your caller ID it s a pro GOP telemarketer trashing Obama. Don t answer or answer while flushing toilet.,0
220,Barack obama should hide his kids and hide his wife,0
169,I just seen the HBO documentary hot coffee.I feel so upset we need four more years of President Obama 1000 certtain,0
613,We need to tag Obama define him for Nov battle. Obama failedleader incompetent wasteful divisive desperate flexible arrogant lazy,0
202,American kid You re from the UK Ohhh cool So do you have tea with the Queen . British kid Do you like go to Mcdonalds with Obama,0
1095,WhatsRomneyHiding Obama released his tax returns since 2000 where are Romney s,0
315,whats up with the obama trend Leave the man alone Hes done ALOT,0
1353,Obama claims ObamaCare was passed with a strong majority. How does he keep a straight face and say that tcot VAsen MOsen FLsen,2
588,WhatsRomneyHiding The person who refuses to let Obama be clear,0
676,WhatsObamaHiding A list of Obama s broken promises.,0
64,Romney has TWO Harvard degrees and he says Obama spent too much time at Harvard J4bep9Q0 p2 tcot wiunion ocra TWISTERS,0
643,WhatsRomneyHiding The person who refuses to let Obama be clear,0
1235,Barry Soetoro a.k.a. Barack Obama Exposed Finally Hl52R0AN via,0
1083,Demand Romney release his tax returns Is that like demanding Obama release his birth certificate What good could ever come of that,1
1030,Unreal Obama Regime Release 1.5 Billion In Aid To Egypt After Meeting With Muslim Brotherhood qmkaNjER becktips tcot,0
414,well whiter obama P,1
204,With all the truth that has been exposed about the Obama Administration you have to wonder why any Americans in... 1Pso0ULz,0
778,LOOOOOOOOOOOOOOOOOOOOOOOOOOOOL This is why i rate obama vsOYFhSa,0
912,BO s college records RT Obama Campaign says Romney should make public 23 years of tax cont G2bb5AIS,0
980,PolitiFact Obama says Republicans in Congress won t name one tax exemption they want to repeal HdJiGiMe via,0
1118,Obama Concedes That Courts Can Review Acts of Congress A federal appeals court had demanded that the administra... enaJSbD3,0
192,Pres. Obama a thug and bully well I m glad he has my back figthing for healthcare for all edshow,1
656,WhatsRomneyHiding Obama underwears,0
989,Reforming an Obama supporter is like trying to pick up poop by its clean end,1
820,Yeah. Even though he s like an honest Obama in his policies.,2
90,Obama has called the GOP budget social Darwinism. Nice try but they believe in social creationism.,1
96,American kid You re from the UK Ohhh cool So do you have tea with the Queen . British kid Do you like go to Mcdonalds with Obama,0
647,Everything Obama did before the age of 35 WhatsRomneyHiding,0
380,I love President Obama,1
1344,73 of Democrats said Bush could lower gas prices but now only 33 think Obama can. Graph d2X461u2,0
999,Obama signs small business legislation Yahoo News 9JQdRBUs,0
477,WhatsRomneyHiding His REAL feelings about Obama...,1
65,President Obama for the first time ordinary Americans will be able to invest in companies they believe in crowdfunding,2
422,American kid You re from the UK Ohhh cool So do you have tea with the Queen . British kid Do you like go to Mcdonalds with Obama,0
168,Oh now I get it. Obama was talking in shorthand and we were just too dumb to understand how smart he really is. Gagme.,1
1096,obama will go down in history as the only president in 200 years to be unable to get a single budget passed. Fail,0
991,What Obama should have said was Let s term limit Supreme Court justices. RaKHSwfn,1
575,Romney who has two Harvard degrees blasts Obama for spending too much time at Harvard. avbgNT57 icymi,0
141,Holder to 5th Circuit. Obama didn t say what he said. Read letter at rkNdEmIy tcot tlot withnewt prolife sgp lnyhbt tpp,0
1356,Obama hosts screening of To Kill a Mockingbird ylSMZBNx,0
1159,The spectacle of democracy in the US rhDUtpLs p2 tcot Obama teaparty WhatsRomneyHiding,0
20,Harvard graduate Romney slammed Obama for going to Harvard. Good to know that Mitt Romney hates people like Mitt Romney.,1
785,U.S. not backing off as Iran sanctions bite WASHINGTON Reuters The Obama administration s man in charge of squ... ONKneI5X,0
793,This just pissed me the hell off. If Obama were white he d be Mitt Romney.,1
700,Obama being all direct BarackObama So what s Romney hiding Tweet to demand he release his tax returns. WhatsRomneyHiding,0
1313,quisiera ser la hija de Obama. ah porque,0
1004,Dumb Obama my 4year old brother could do a better job sher there would be alot of Legos and candy but it would be better,1
963,Obama s only hope That a majority of Americans are morons. GIven that he got elected once should that thought give me comfort hhrs,1
830,Exposing the Obama Soetoro deception,0
331,The Five s Greg Gutfeld President Obama Isn t A Bully He s A Whiner VIDEO kWBO2rSs,0
1066,BUM Obama threatens supreme court justices considering repealing his unconstitutional healthcare law. Nice move bum,0
389,American kid You re from the UK Ohhh cool So do you have tea with the Queen . British kid Do you like go to Mcdonalds with Obama,0
1116,Rep. Drop charges against anti Obama Marine Military News News From Afghanistan Iraq And Military Times 4ZV5rueN,0
841,WhatsRomneyHiding a bloody plan to put guns in cartel hands to force stricter gun laws on Americans Nope. That s Obama. FastAndFurious,0
1028,Literally i walk around talking on my cell phone 2 obama I tell him to shut up that he s light tan not black,0
729,Obama has called the GOP budget social Darwinism. Nice try but they believe in social creationism.,1
1021,Barack Obama.. COMMERCIAL come on,0
953,62 of U.S. Jews would reelect Obama 4 say Israel is most important issue Haaretz VhURDtdO gIGmn5kE,1
1072,Picture Perfect Jay Barack Bey Michelle are perfectly posed..photos gt gt XpXJJp9c,2
938,Obama v SCOTUS. The preemptive liberal attack on the Court unseemly hypocritical illogical. Strong letter to follow. uJwEroyW,0
73,American kid You re from the UK Ohhh cool So do you have tea with the Queen . British kid Do you like go to Mcdonalds with Obama,0
942,WhatsRomneyHiding That President Obama is so jealous about anyways Cant be self generated wealth can it gt,0
468,Obama Not Ready to Release Saved Oil to Lower Gas Prices News Max Saying that he was not prepared to make ... vHxp18EN,2
693,people laugh but don t belive I m really talking 2 obama but i am not my fault if he s not listening it s his,0
1247,Is President Obama trying to muscle the Supreme Court are standing by to discuss...and disagree AC360,0
119,President Obama is a Constitutional Law scholar give him credit and the respect that he deserves. is annoying.,0
