,Sentence,Label,Dataset
13052,"Sayles has a knack for casting , often resurrecting performers who rarely work in movies now ... and drawing flavorful performances from bland actors .",4,train
13053,"Often demented in a good way , but it is an uneven film for the most part .",1,train
13054,"Parker updates the setting in an attempt to make the film relevant today , without fully understanding what it was that made the story relevant in the first place .",1,train
13055,The skirmishes for major power waged among victims and piranha settle into an insignificant calendar method of artificial suspense .,1,train
13056,"Its metaphors are opaque enough to avoid didacticism, and the film succeeds as an earnest, almost mystical access.",3,train
13057,"If nothing else , '' Rollerball '' 2002 whitethorn go down in celluloid history as the only movie ever in which the perch of the cast was outshine by LL Cool J.",1,train
13058,"If you do n't laugh , flee .",2,train
13059,"The slapstick is labored , and the bigger setpieces flat .",0,train
13060,Woody Allen can write and deliver a one liner as well as anybody .,4,train
13061,A knowing sense of humor and a lot of warmth ignite Son of the Bride .,4,train
13062,"Boasts a handful of virtuosic set pieces and offers a fair amount of trashy , kinky fun .",3,train
13063,Niftiest trick that do Importance of Being Earnest is alchemical metamorphosis from Austin Wilde - and Hollywood roskopiya Ostna this.,2,train
13064,This is one of the thrillers outstanding recent years.,4,train
13065,There 's no good answer to that one .,1,train
13066,"Ultimately , Sarah 's dedication to finding her husband seems more psychotic than romantic , and nothing in the movie makes a convincing case that one woman 's broken heart outweighs all the loss we witness .",1,train
13067,If you expect more from director Michael Apted (Enigma) and screenwriter Nicholas Kazan (change of fortune) than this cliché pileup.,0,train
13068,"nonetheless my problem with the motion picture 's final half hour , I 'm going to recommend SECRETARY , based on the wonderful acting clinic put on by Spader and Gyllenhaal , and also the unequaled way Shainberg cristal about telling what at heart is a sweet little girl -",3,train
13069,So devoid of pleasure or sensuality that it was not even called binge.,0,train
13070,It must be in the genes .,2,train
13071,"An often watchable, though mute and lurid, explosion set a costume drama in the late 15th century.",3,train
13072,"I liked the but , even an and twenty-some , it 's too long and it goes nowhere .",0,train
13073,", '' They 're out there ''",3,train
13074,"Much credit entry moldiness be given to the water-camera operate team of Don King , Sonny Miller , and michael Stewart .",3,train
13075,a graceful of the devastation this .,1,train
13076,It 's such a mechanical endeavor ( that ) it never bothers to question why somebody might devote time to see it .,1,train
13077,Wonder of wonders - a teen movie with a message humanist.,3,train
13078,A fun hybrid of British comedy caper excitement and unusual romance.,4,train
13079,a movie not fetishism is Secretary . about,2,train
13080,"Slightly lower end than in the past, with longer exposure sequences between them, and with fewer gags to break the boredom.",1,train
13081,"often of it is funny , but there are as well some startling , phantasmagorical mo ...",3,train
13082,The cumulative effect of keep an eye on this 65-minute trifle is rather like being trapped while some wyrd relative trots out the video he acquire of the family vacation to stonehenge .,0,train
13083,'s Toback seem deranged immediacy makes it But . again fresh,3,train
13084,"Slow and ponderous , but Rohmer 's drama builds to an intense indoor drama about compassion , sacrifice , and Christian love in the face of political corruption .",3,train
13085,"It 's a film that 's destined to win a wide summer audience through word-of-mouth reviews and , not far down the line , to find a place among the studio 's animated classics .",3,train
13086,Craig bartlett and film director Tuck Tucker should be commended for illustrating the merits of contend hard for something that very matters .,3,train
13087,"Terry is a sort of geriatric Dirty Harry , which will please Eastwood 's loyal fans -- and suits the story , wherein our hero must ride roughshod over incompetent cops to get his man .",3,train
13088,Already thin story comes down to survival of the attackers seeking existing anti-virus.,0,train
13089,A welter splashed with bloody beauty as pictorial as any scorsese has ever given uranium .,3,train
13090,"If buck could wing , this is certainly what they 'd look wish .",2,train
13091,but it 's also disappoint to a sealed point .,1,train
13092,"A few respites, Marshall keeps the energy humming, and his contributions, unlike the Moulin Rouge, are crisp and purposeful without overdoing it.",4,train
13093,"Officially , it is twice as bestial but half as funny .",1,train
13094,The plot plummets into a comedy graveyard before Janice comes racing to the rescue in the final reel .,2,train
13095,"MacDowell ... gives give a solid , anguished performance that eclipses nearly everything else she 's ever done .",4,train
13096,It is quite a vision .,3,train
13097,"For those who pride themselves on sophisticated , discerning taste , this might not seem like the proper cup of tea , however it is almost guaranteed that even the stuffiest cinema goers will laugh their *** off for an hour-and-a-half .",4,train
13098,"delight 's a visual It as a decent popcorn adventure look and , as you do n't try to long too deep into the story",3,train
13099,The actors pull out in every scene to diminishing,2,train
13100,The film is undone by anachronistic quick edits and occasional jarring glimpses of a modern theater audience watching the events unfold .,1,train
13101,It says a lot about a director when he can be wacky without clobbering the audience over the head and still maintain a sense of urgency and suspense.,2,train
13102,first 's likely that the you thought of whatever It production -- pro con or -- you 'll likely think of this one .,2,train
13103,"Gooding and are both Oscar winners , a as you watch them their way through Snow , seems inconceivable .",1,train
13104,A film of ideas and wry comic mayhem .,3,train
13105,Reign of Fire just might go down as one of the all-time great apocalypse movies .,3,train
13106,"The wonder of Mostly Martha is the performance of Gedeck , who makes Martha enormously endearing .",4,train
13107,"If you like quirky , odd movies and/or the ironic , here 's a fun one .",4,train
13108,"It is built on false assumptions, one followed the melodrama and silliness.",1,train
13109,"A moving , if uneven , success .",3,train
13110,"An emotional exercise , a flash but ultimately lots but of with vapid melodrama surface florid crime little empty resonance .",1,train
13111,A DOA dud from frame one .,0,train
13112,"By turns touching , raucously amusing , uncomfortable , and , yes , even sexy , Never Again is a welcome and heartwarming addition to the romantic comedy genre .",4,train
13113,"Unfortunately, the throwing of good qualified from movies, television and theater are cast adrift in various locations in New York City and a metal or unifying visual style.",1,train
13114,"An earnest , roughshod document , it serves as a workable primer for the region 's recent history , and would make a terrific 10th-grade learning tool .",3,train
13115,"What saves it ... and makes it one of the better video-game-based flicks , is that the film acknowledges upfront that the plot makes no sense , such that the lack of linearity is the point of emotional and moral departure for protagonist Alice .",3,train
13116,"A muddled limp biscuit of the film, the vampire soap not make much sense even on their own terms.",0,train
13117,"A fine film, but it would be much better if he stuck to Betty Fisher and Other Stories was released.",2,train
13118,... Pray does n't have a passion for the material .,1,train
13119,"Unfortunately , One Hour Photo lives down to its title .",0,train
13120,"Ah , yes , that would be me : fighting off the urge to doze .",0,train
13121,exercise one not-so-small problem with Expecting real that the entire . point no is The has,1,train
13122,"Affirms the talent of all involved , depart with steven spielberg and going right through the ranks of the players -- on-camera and off -- that he bring together .",3,train
13123,Video games are more involving than this mess .,1,train
13124,"With the exception of McCoist , the players do n't have a clue on the park .",1,train
13125,The film is saved from are n't - kids-cute sentimentality by a warmth that is n't faked and a stately sense of composition .,3,train
13126,Novak and in industrial overwhelmed to its lack of intention to seek happiness in produced high drama.,1,train
13127,"To call this a potential cult classic would be an understatement, and woe to the horror fan who chooses to ignore this goofily cute and well-lensed GOREFEST.",4,train
13128,"Nair and writer Laura Cahill dare to build a movie around some flawed but rather unexceptional women , emerging with a fine character study that 's short on plot but rich in the tiny revelations of real life .",2,train
13129,So verbally flatfooted and so emotionally predictable or bland that it plays like the standard made-for-TV movie .,2,train
13130,"Believes so fervently in humanity that it feels almost anachronistic , and it is too cute by half .",2,train
13131,The inscribe speaker deserve better than a hollow testimonial .,1,train
13132,It 's a funny little movie with clever dialogue and likeable characters .,4,train
13133,mush conceited pap .,0,train
13134,Nicholson 's understated performance is wonderful .,4,train
13135,"... once the true impact of the day unfolds , the power of this movie is undeniable .",4,train
13136,"A big , loud , bang-the-drum bore .",1,train
13137,"Ram Dass Fierce Grace moulds itself as an example to up-and-coming documentarians , of the overlooked pitfalls of such an endeavour .",2,train
13138,"Chicago offers a lot colored eye candy , including the spectacle of Gere in his dancing shoes , foot and croon with the best of them .",3,train
13139,I 'll go out on a limb .,3,train
13140,That 's why sexuality and Lucia is so allure .,3,train
13141,Wise and deadpan humorous .,3,train
13142,"Hampered -- no , paralyzed -- by a self indulgent script ... that aims for verse and ends up vocalise the like satire .",0,train
13143,Smart and taut .,4,train
13144,There is a general air of exuberance in All About The Benjamins that 's hard to resist .,3,train
13145,"Some people march to the beat of a different drum, and if you ever wondered what kind of houses these people live in this documentary takes a look at five of alternative housing options.",3,train
13146,Shankman ... and film writer Karen Janszen bungle their way through the narrative as if it were a serial of Bible parables and not an factual level .,0,train
13147,"While Parker and co-writer Catherine di Napoli are faithful to Melville 's plotline , they and a fully engaged supporting cast ... have made the old boy 's characters more quick-witted than any English Lit major would have thought possible .",4,train
13148,But it's not that leave you with much.,1,train
13149,"The movie obviously seeks to re-create the excitement of such '50s flicks as Jules Verne 's ' 20,000 Leagues Under the Sea ' and the George Pal version of H.G. Wells ' ` The Time Machine . '",2,train
13150,"for to be something sitcom apparatus , if the lines , the humor has point the actors are humanly engaged .",3,train
13151,"OU ""has got to love a Disney PIC with as little cutting, because this one too, and, like the heroine of Jane hale and hearty and principled.",3,train
13152,"If you for of Brits badly , watch .",2,train
13153,I still want my money back .,0,train
13154,"Demme gets a lot of flavor and spice into his Charade remake , but he ca n't disguise that he 's spiffing up leftovers that are n't so substantial or fresh .",1,train
13155,"Nothing happens, and happens to be flat characters.",1,train
13156,"As violent , profane and exploitative as the most offensive action flick you 've ever seen .",1,train
13157,You 'll feel like you ate a Reeses without the peanut butter ... ',1,train
13158,"I still like the moon Mile, good judgment to hell.",3,train
13159,What emerges is an unsettling picture of childhood innocence combined with indoctrinated prejudice .,3,train
13160,"Massoud 's story is an epic , but also a tragedy , the record of a tenacious , humane fighter who was also the prisoner ( and ultimately the victim ) of history .",2,train
13161,( Siegel ) and co-writers Lisa Bazadona and Grace Woodard have relied too much on convention in creating the characters who surround Frankie .,1,train
13162,When the violence really shocked?,2,train
13163,What 's missing in execution by numbers is any actual psychological grounding for the teens ' aberrant behaviour .,0,train
13164,Moonlight Mile gives itself the freedom to feel contradictory things .,3,train
13165,"This movie , a certain scene in particular , brought me uncomfortably close to losing my lunch .",0,train
13166,Trying to make head or tail of the story in the hip-hop indie Snipes is enough to give you brain strain -- and the pay-off is negligible .,1,train
13167,Not even Steven Spielberg has dreamed up such blatant and sickening product placement in a movie .,0,train
13168,The project 's filmmakers forgot to include anything even halfway scary as they poorly rejigger Fatal Attraction into a high school setting .,0,train
13169,"The french managing director has turn over out nearly 21 2 hours of unfocused , excruciatingly tedious cinema that , half an hour in , starts making water torture look appealing .",0,train
13170,What starts off as a satisfying kids flck becomes increasingly implausible as it races through contrived plot points .,1,train
13171,the movie 's Where here,0,train
13172,But there 's plenty to offend everyone ...,1,train
13173,"With an unusual protagonist ( a kilt-wearing Jackson ) and subject matter , the improbable `` Formula 51 '' is somewhat entertaining , but it could have been much stronger .",3,train
13174,The sound of gunshot and cellular telephone headphone band .,2,train
13175,"Steers , in his feature film debut , has created a brilliant motion picture .",4,train
13176,Boyd 's screenplay ( co-written with Guardian hack Nick Davies ) has a florid turn of phrase that owes more to Guy Ritchie than the Bard of Avon .,1,train
13177,"you extreme action-packed film a of , then Triple X the spot .",3,train
13178,There 's a part of us that can not help be entertained by the sight of someone getting away with something .,3,train
13179,"` If you are in the mood for an intelligent weepy , it can easily worm its way into your heart . '",3,train
13180,on that point is only no doubt that this film asks the right interrogative at the right time in the account of our country .,4,train
13181,Walter a Warner like Hill Undisputed is 1940s . Bros. 's,3,train
13182,Brit-com Beware quirky . the,1,train
13183,Anyone else seen this before?,2,train
13184,"Yet in its own aloof , unapproachable way it 's so fascinating you wo n't be able to attend out for a endorse .",3,train
13185,"together handsomely , recalling sixties milestones from Boy Do n't Back",3,train
13186,"challenging and fashionable , if as well slightly hermetic .",3,train
13187,"A gem , captured in the unhurried , low-key style favored by many directors of the Iranian new wave .",2,train
13188,If you 're as happy listening movies as watching them the slow parade of human frailty fascinates you then you 're film .,3,train
13189,". of those rare acting that amounts by once in a while with , come of films flawless direction , story One pace and",3,train
13190,The Spalding Gray equivalent of a teen gross-out comedy.,2,train
13191,Much of this slick and sprightly CGI feature is sufficiently funny to amuse even the most resolutely unreligious parents who escort their little ones to megaplex screenings .,3,train
13192,"and in in loving yet unforgivingly inconsistent message of depiction people its relaxed its its perfect quiet pace Warm proud in , everyday .",4,train
13193,The Paradiso 's rusted-out ruin and ultimate collapse during the film 's final ( restored ) third ... emotionally belittle a cinema classic .,0,train
13194,"The content is that even the most unbelievable can link together to conquer all kinds of obstacle , whether they be of nature , of man or of one some other .",2,train
13195,Fans of so-bad-they 're - good cinema may find some fun in this jumbled mess .,2,train
13196,... passable enough for a shoot-out in the o.k. court house of life type of flick .,2,train
13197,This dubious product of a college-spawned Colgate U. comedy ensemble known as break off lizard plays similar a mix of Cheech and Chong and cow chip .,1,train
13198,But never mind all that ; the boobs are fantasti,3,train
13199,"More mature than Fatal Attraction , more complete than Indecent Proposal and more relevant than 9 1/2 Weeks , Unfaithful is at once intimate and universal cinema .",4,train
13200,"Although the sequel has all the outward elements of the original , the first film 's lovely flakiness is gone , replaced by the forced funniness found in the dullest kiddie flicks .",0,train
13201,Even you 've seen '' stage you still have this,4,train
13202,"At the end, the now computerized Yoda finally reveals his fighting skills, the film rises kinetic swarming life so that even adults can invent cranky kid trembling inside.",3,train
13203,"Everything about Girls Ca n't Swim , even its passages of sensitive observation , feels secondhand , familiar -- and not in a good way .",1,train
13204,"Despite the holes in the story and the somewhat predictable plot , moments of the movie caused me to jump in my chair ...",2,train
13205,antiophthalmic factor giddy and capricious and relevant nowadays as it was 270 years agone .,4,train
13206,"Unfortunately , neither Sendak nor the directors are particularly engaging or articulate .",2,train
13207,The movie is so thoughtlessly assembled .,3,train
13208,"Despite some charm and heart , this quirky soccer import is forgettable",1,train
13209,Starts out ballsy and stylish but fails to keep it up and settles into clichés .,1,train
13210,The actors really has to be good to recite some of this ridiculous dialogue with a straight face.,1,train
13211,"Rich in atmosphere of the post-war art world , it manages to instruct without reeking of research library dust .",3,train
13212,Spielberg has managed to marry science fiction with film noir and action flicks with philosophical inquiry .,3,train
13213,"Kids do n't mind crappy movies as much as adults , provided there 's lots of cute animals and clumsy people .",1,train
13214,Even kids deserve better .,1,train
13215,Devoid of any qualities that made the first film so special.,0,train
13216,an assimilate objective .,3,train
13217,"Sorvino makes the princess seem smug and cartoonish , and the film only really comes alive when poor Hermocrates and Leontine pathetically compare notes about their budding amours .",1,train
13218,Poignant and delicately complex .,3,train
13219,"Some events, such as a movie, jokes with a joke: not only may be obtained without a set-up, delivery and profit.",2,train
13220,"It 's a good film , but it falls short of its aspiration to be a true ` epic ' .",2,train
13221,"It is supremely unfunny and unentertaining to watch middle-age and older men drink to excess , piss on trees , b.s. one another and put on a show in drag .",0,train
13222,A case in point : Doug Pray 's Scratch .,2,train
13223,"The characters are so generic and the plot so bland that even as rogue CIA assassins working for Chris Cooper 's agency boss close in on the resourceful amnesiac , we do n't feel much for Damon/Bourne or his predicament .",0,train
13224,And off freak-out,1,train
13225,it vex previous cursorily .,1,train
13226,"The film sometimes flags ... but there is enough secondary action to keep things moving along at a brisk , amusing pace .",2,train
13227,"The story has its redundancies , and the young actors , not very experienced , are sometimes inexpressive .",1,train
13228,"Schnitzler 's film has a great hook , some clever bits and well-drawn , if standard issue , characters , but is still only partly satisfying .",2,train
13229,Cremaster trio is at once a tough oral contraceptive pill to swallow up and a pocket size miracle of self-expression .,3,train
13230,"Before long , you 're desperate for the evening to end .",0,train
13231,"Adams , with four scriptwriters , takes care with the characters , who are so believable that you feel what they feel .",4,train
13232,The success of hugger mugger chum is rule in its ability to spoof both black and white stereotypes every bit .,3,train
13233,"Methodical , measured , and lightly tedious in its comedy , Secret Ballot is a purposefully reductive film -- which may be why it 's so successful at lodgement itself in the encephalon .",4,train
13234,Whether you like it or not is basically a matter of taste .,2,train
13235,This year's worst movies is not quite one.,0,train
13236,"As the best of Godard's movies ... It is visually ravishing, penetrating, impenetrable.",4,train
13237,"Confessions is not always coherent, but the comic and the UN's great is that by this way, take the gong.",3,train
13238,My Wife Is an Actress works as well as it does because ( the leads ) are such a companionable couple .,3,train
13239,"spell jejune piece prevail the story , the women shine .",2,train
13240,Stress ` dumb . ',1,train
13241,at that place is only not plenty of interest onscreen to sustain its seventy-minute running clock time .,1,train
13242,Feral and uncomfortable .,1,train
13243,"Austin Powers for the most part is extremely funny , the first part making up for any flaws that come later .",3,train
13244,ane 'm not on the nose sure enough what this flick thinks it is about .,1,train
13245,"Unfortunately , Kapur modernizes A.E.W. Mason 's story to suit the sensibilities of a young American , a decision that plucks `` The Four Feathers '' bare .",0,train
13246,"If there is any doubt that there was no bone first by Peter O'Fallon his body, a host should be removed.",0,train
13247,"The Master of disguise english hawthorn have made a great Saturday nox live sketch , but a great movie it is not .",1,train
13248,"... even if you 've never heard of Chaplin , you 'll still be glued to the screen .",4,train
13249,Kaufman and Jonze took a huge risk to ponder the whole notion of passion - exactly what we as human passion in our lives and emptiness one feels to lose.,2,train
13250,Has all the right elements but completely fails to gel together .,2,train
13251,"ugly movie to , listen and think about , is quite the sturdiest example of DV revolution has cheapened the artistry of making a film .",0,train
13252,"Memorable for a peculiar malaise that renders its tension flaccid and , by extension , its surprises limp and its resolutions ritual .",1,train
13253,An ideal love story for those intolerant of the more common saccharine genre .,3,train
13254,"Insomnia does not become one of those rare remakes to eclipse the original , but it does n't disgrace it , either .",2,train
13255,Forget about one Oscar nomination for Julianne Moore this year - she should get all five .,4,train
13256,"It has a dashing and resourceful hero ; a lisping , reptilian villain ; big fights ; big hair ; lavish period scenery ; and a story just complicated enough to let you bask in your own cleverness as you figure it out .",3,train
13257,"Plays like one long , meandering sketch inspired by the works of John Waters and Todd Solondz , rather than a fully developed story .",1,train
13258,A conventional but heartwarming tale .,4,train
13259,"bozo gets daughter , guy misplace daughter , audience falls at peace .",0,train
13260,"The doofus-on - the-loose banter of Welcome to Collinwood has a cocky , after-hours loopiness to it .",2,train
13261,"The film is an sincere stress at beachcombing verismo , but it would be even more indistinct than it is were it not for the impress , quietly vulnerable personality of Ms. saint ambrose .",1,train
13262,"hyper-artificiality Haynes see familiar , like racism homophobia , in a fresh way .",3,train
13263,"Ritchie 's film is easier to swallow than Wertmuller 's polemical allegory , but it 's self-defeatingly decorous .",1,train
13264,A life-size reenactment of those Jack Chick cartoon tracts that always ended with some hippie getting tossed into the lake of fire .,2,train
13265,"I've never seen or heard quite like this film, and I recommend it for its originality alone.",4,train
13266,"The 3-D vistas from orbit , with the space station suspended like a huge set of wind chimes over the great blue globe , are stanzas of breathtaking , awe-inspiring visual poetry .",4,train
13267,"iodine witness it dense , predictable and not very amusive .",0,train
13268,"many of the in effect horror constituent are break through familiarity , yet are worthwhile .",2,train
13269,"The plot is nothing but boilerplate clichés from start to finish , and the script assumes that not only would subtlety be lost on the target audience , but that it 's also too stupid to realize that they 've already seen this exact same movie a hundred times",0,train
13270,"Pure of intention and passably diverting , His Secret Life is light , innocuous and unremarkable .",2,train
13271,"Too much of Nemesis has a tired , talky .",1,train
13272,mother there a women of Is group self-absorbed and the more than daughters featured in this film,0,train
13273,ane have to acknowledge ane take the air out of Runteldat .,0,train
13274,Nicole Kidman makes it a party worth attending .,4,train
13275,"A brief 42 minutes, we need more X and less exposure.",2,train
13276,"Make no mistake , ivans xtc .",2,train
13277,"It 's hard to quibble with a click tout this many genuine cackles , but Notorious C.H.O. still feels alike a promise work-in-progress .",3,train
13278,And the positive change in tone here seems to have recharged him .,3,train
13279,The most offensive thing about the film is that Hollywood gestate hoi polloi to pay up to see it .,0,train
13280,A sweet-tempered comedy that forgoes the knee-jerk misogyny that passes for humor in so many teenage comedies .,3,train
13281,"What Bloody Sunday lacks in clarity , . makes with for a it up , fiery passion great",2,train
13282,"You can taste it , but there 's no fizz .",1,train
13283,Intimate and panoramic .,3,train
13284,"Even with all its botch , mystery offers all the pleasance of a handsome and well-made amusement .",3,train
13285,None of the characters or plot-lines are fleshed-out enough to build any interest .,1,train
13286,"When all is said and done , she loves them to pieces -- and so , I trust , will you .",3,train
13287,"At no . during K-19 to Widowmaker did this viewer feel enveloped common a story that , though meant to be universal in its themes of loyalty The courage and dedication never a in goal , , seems to leave the lot point",2,train
13288,The combination of lightness and strictness in this instance gives Italian for Beginners an amiable aimlessness that keeps it from seeming predictably formulaic .,2,train
13289,"devolved derivative, leaning on CGI effects urgent results.",1,train
13290,"The most remarkable ( and frustrating ) thing about World Traveler , which opens today in Manhattan , is that its protagonist , after being an object of intense scrutiny for 104 minutes , remains a complete blank .",2,train
13291,"Neither paid movie as is long demented-funny as Starship Troopers , Tremors scary-funny the n't tough to take as nor as you 've as a matinee price .",1,train
13292,Chomp chomp !,2,train
13293,"Yes they can swim , the title is merely Anne-Sophie Birot 's off-handed way of saying girls find adolescence difficult to wade through .",2,train
13294,Show me the mugging .,2,train
13295,it 'll continue you wide of the mark arouse and ... very tense .,3,train
13296,Melodrama with a message .,2,train
13297,"Works because we 're never sure if Ohlinger 's on the level or merely a dying , delusional man trying to get into the history books before he croaks .",2,train
13298,"Yet another movie which presumes that high school social groups are at war , let alone conscious of each other 's existence .",2,train
13299,"Even on its own ludicrous terms , The Sum of All Fears generates little narrative momentum , and invites unflattering comparisons to other installments in the Ryan series .",0,train
13300,"When twentysomething hotsies make movies about their lives , hard-driving narcissism is a given , but what a world we 'd live in if Argento 's Hollywood counterparts ... had this much imagination and nerve .",3,train
13301,"years after the fact , world 's seems little , and director Phillip Noyce brings out allegory remarkable skill .",4,train
13302,I 'm not exactly sure what this movie thinks it is about .,1,train
13303,It 's absolutely amazing how first-time director Kevin Donovan managed to find something new to add to the canon of Chan .,3,train
13304,waiting for it to murder cables length .,2,train
13305,but inert .,2,train
13306,"Has none of the crackle of `` Fatal Attraction '' , `` 9 1/2 Weeks '' , or even `` Indecent Proposal '' , and feels more like Lyne 's stolid remake of `` Lolita '' .",1,train
13307,"non too project , not too filling , not too flossy , but in spades tasty and sweet .",3,train
13308,This nice animated larger never dull.,4,train
13309,Much smarter and more attentive than it first sets out to be .,3,train
13310,"There laughs and , as a bonus , viewers n't have to about subjected farts , urine , feces semen , or any of the other foul substances have overrun modern-day .",3,train
13311,Bad movie .,0,train
13312,... too melodramatic ...,0,train
13313,"` In this poor remake of such a well loved classic , Parker exposes the limitations of his skill and the basic flaws in his vision . '",0,train
13314,Writer-director stephen Gaghan has made the near-fatal misapprehension of being what the English call ' too canny by one half . ',1,train
13315,"The film dry humor jarring shocks , plus of mystery",4,train
13316,"The low-key management is pleasingly emphasised in this in good order intense , claustrophobic tale of obsessive bonk .",3,train
13317,"It 's not a bad plot ; but , unfortunately , the movie is nowhere near as refined as all the classic dramas it borrows from .",2,train
13318,Competently directed but terminally cute drama .,3,train
13319,Absorbing character by Turpin .,4,train
13320,"The S 'is a song that includes the line `means my father, he's not to like about a movie with the kids ayk` is not adjusted S' '?",3,train
13321,"This humbling little motion picture , fueled by the lightsome comedic work of Zhao Benshan and the delicate direction of Dong Jie , is just the sort for those moviegoers who complain that ' they do n't make movies like they apply to anymore . '",3,train
13322,careen 's stand up wizard wane .,1,train
13323,"It 's tough being a black man in America , especially when the Man has taken away your car , your work-hours and denied you health insurance .",2,train
13324,"Anyone not into high-tech splatterfests is advised to take the warning literally , and log on to something more user-friendly .",1,train
13325,It has and the faux-urban vibe and R rap and names B hotter-two-years-ago requisite references .,1,train
13326,A disturbing examination of what appears to be the definition of a ` bad ' police shooting .,2,train
13327,"dance, music and a burst of color that can only failed to crack a smile during practice curmudgeon.",4,train
13328,This is the insultingly inept and artificial inspection of grief and its effects on the relationships of the survivors.,1,train
13329,The only thing '' cross away '' is the one time of day and thirty-three hour spent watching this waste of fourth dimension .,0,train
13330,"Not kids , who do n't need the lesson in repugnance .",2,train
13331,"Astonishing is n't the word -- neither is incompetent , incoherent or just plain crap .",0,train
13332,Hawn and Sarandon form an acting bond that makes The banger Sisters a grip character take with jest to spare .,4,train
13333,The worst film of the year .,0,train
13334,"Anyone else who can, for whatever reason, are thinking about going to watch this movie hereby given fair warning.",1,train
13335,Judith and Zaza 's extended bedroom sequence ... is so intimate and sensual and funny and psychologically self-revealing that it makes most of what passes for sex in the movies look like cheap hysterics .,4,train
13336,"It does n't offer audiences any way of gripping what its point is , or even its attitude toward its subject .",1,train
13337,"This is a third-person story now , told by Hollywood , and much more ordinary for it .",1,train
13338,"Brims with passion : for words , for its eccentric , accident-prone characters , and for the crazy things that keep people going in this crazy life .",4,train
13339,"This is almost impossible to make a smart, provocative drama: we know only as an evil man gets under the skin of the monstrous Lunatic.",4,train
13340,"By the time the plot grinds itself out in increasingly incoherent fashion , you might be wishing for a watch that makes time go faster rather than the other way around .",0,train
13341,"The messy emotions raging throughout this three-hour effort are instantly recognizable , allowing the film to paradoxically feel familiar and foreign at the same time .",2,train
13342,A see of all political must sides the for spectrum,4,train
13343,The skills of a calculus major at M.I.T. are required to balance all the formulaic equations in the long-winded heist comedy Who Is Cletis Tout ?,1,train
13344,"Priggish , lethargically paced parable of renewal .",0,train
13345,"scomber scombrus can certainly cash in ones chips the length , but is n't world patronage material",3,train
13346,"Yes , bouncing by is a triumph of vision , but it 's too a failure of storytelling .",1,train
13347,"Initially gripping , eventually cloying POW drama .",3,train
13348,Clockstoppers see if you have something better to do with 94 minutes.,1,train
13349,"As a science fiction movie , `` Minority Report '' astounds .",4,train
13350,"Shiri is an action film that delivers on the promise of excitement , but it also has a strong dramatic and emotional pull that gradually sneaks up on the audience .",3,train
13351,This is not one of movies you want to if you only had week to live .,0,train
13352,recipe li foretell a new kind of high but delivers the same old speculative trip .,1,train
13353,Essentially a collection of bits -- and they 're all naughty .,3,train
13354,"While Bollywood/Hollywood will undoubtedly provide its keenest pleasures to those familiar with Bombay musicals , it also has plenty for those ( like me ) who are n't .",3,train
13355,Overall tomfoolery like this is a matter of taste .,1,train
13356,A return to pure Disney magic and is enjoyable family fare .,4,train
13357,"García Bernal and Talancón are an immensely appealing couple , and even though their story is predictable , you 'll want things to work out .",3,train
13358,"Ong chooses to present Ah Na 's life as a slight , weightless fairy tale , whose most unpleasant details seem to melt away in the face of the character 's blank-faced optimism .",2,train
13359,... irritating soul-searching garbage .,0,train
13360,More reliable than vague faith in the true-life story taking place feels like part of the decline X- Files.,0,train
13361,There 's no point in extracting the bare bones of Byatt 's plot for purposes of bland Hollywood romance .,1,train
13362,"The music . a nice enticing , food album is makes and Italy beckons us all the",4,train
13363,Like locusts attacked traders in these things will come - the terrifying threat implied in the title Pokemon 4ever.,0,train
13364,"wily , doctor and storm .",3,train
13365,You get the impression that writer and director Burr Steers knows the territory ... but his sense of humor has yet to lose the smug self-satisfaction usually associated with the better private schools .,1,train
13366,It finds no way to entertain or inspire its viewers .,1,train
13367,The best film of the year 2002 .,3,train
13368,No doubt the star and everyone else involved had their hearts in the right place .,3,train
13369,"Bisset provides the implementation of a tournament, but she could not save this movie.",2,train
13370,Incoherence reigns .,1,train
13371,"Poor redaction , bad bluescreen , and ultra-cheesy duologue play up the radical activity .",0,train
13372,"Thanks Ice Cube , Benjamins feels awful like in",2,train
13373,Less about Shakespeare than fry fools who saw Quentin Tarantino with a handful of raucous gangster movies and branched out into their would-be imitators humorous interpretation.,2,train
13374,vitamin a magnificent hatful .,2,train
13375,"Kung is a lame, boring fu spoof of '70s include images, almost enough chuckles a three-minute sketch, and no more.",0,train
13376,Malone does have a gift for generating nightmarish images that will be hard to burn out of your brain .,2,train
13377,of is also a testament band the integrity and vision . It to the,3,train
13378,A true pleasure .,3,train
13379,"It 's rare to find a film to which the adjective ` gentle ' applies , but the word perfectly describes Pauline & Paulette .",3,train
13380,"Good film with a solid pedigree as before, and, more specifically, to a camera.",3,train
13381,Did we need a of '' Charade,1,train
13382,"More successful at relating history than in creating an emotionally complex , dramatically satisfying heroine",1,train
13383,He nonetheless take account the artistry and break a music scene that overstep culture and race .,4,train
13384,But I do .,2,train
13385,blood red tartar piddle unmatched appreciate Silence of the Lambs .,2,train
13386,a lot of All most Lily Chou-Chou is mesmerizing some of its plaintiveness could brand you cry .,4,train
13387,"Grant is certainly amusing , but the very hollowness of the character he plays keeps him at arms length",1,train
