sentence_index,sentence,phrase,phrase_id,sentiment_value,sentiment_class,sentiment_cls_value
9235,A rote exercise in both animation and storytelling .,A rote exercise in both animation and storytelling .,181968,0.29167,Negative,1
9236,The material and the production itself are little more than routine .,The material and the production itself are little more than routine .,188342,0.31944,Negative,1
9237,"The movie 's major and most devastating flaw is its reliance on formula , though , and it 's quite enough to lessen the overall impact the movie could have had .","The movie 's major and most devastating flaw is its reliance on formula , though , and it 's quite enough to lessen the overall impact the movie could have had .",188390,0.26389,Negative,1
9238,Not even Steven Spielberg has dreamed up such blatant and sickening product placement in a movie .,Not even Steven Spielberg has dreamed up such blatant and sickening product placement in a movie .,186433,0.16667,Very_Negative,0
9239,It 's all surface psychodramatics .,It 's all surface psychodramatics .,185052,0.125,Very_Negative,0
9240,"The Mothman Prophecies , which is mostly a bore , seems to exist only for its climactic setpiece .","The Mothman Prophecies , which is mostly a bore , seems to exist only for its climactic setpiece .",187840,0.31944,Negative,1
9242,"Kitschy , flashy , overlong soap opera .","Kitschy , flashy , overlong soap opera .",185625,0.19444,Very_Negative,0
9243,"For all the time we spend with these people , we never really get inside of them .","For all the time we spend with these people , we never really get inside of them .",183979,0.38889,Negative,1
9244,Yet another Arnold vehicle that fails to make adequate use of his particular talents .,Yet another Arnold vehicle that fails to make adequate use of his particular talents .,189901,0.26389,Negative,1
9245,"Sandra Bullock , despite downplaying her good looks , carries a little too much ai n't - she-cute baggage into her lead role as a troubled and determined homicide cop to quite pull off the heavy stuff .","Sandra Bullock , despite downplaying her good looks , carries a little too much ai n't - she-cute baggage into her lead role as a troubled and determined homicide cop to quite pull off the heavy stuff .",187090,0.27778,Negative,1
9246,An undistinguished attempt to make a classic theater piece cinematic .,An undistinguished attempt to make a classic theater piece cinematic .,182442,0.19444,Very_Negative,0
9247,"too many scenarios in which the hero might have an opportunity to triumphantly sermonize , and too few that allow us to wonder for ourselves if things will turn out okay .","too many scenarios in which the hero might have an opportunity to triumphantly sermonize , and too few that allow us to wonder for ourselves if things will turn out okay .",217620,0.18056,Very_Negative,0
9248,There is simply not enough of interest onscreen to sustain its seventy-minute running time .,There is simply not enough of interest onscreen to sustain its seventy-minute running time .,188898,0.25,Negative,1
9249,A wordy wisp of a comedy .,A wordy wisp of a comedy .,182117,0.55556,Neutral,2
9250,"Broomfield 's style of journalism is hardly journalism at all , and even those with an avid interest in the subject will grow impatient .","Broomfield 's style of journalism is hardly journalism at all , and even those with an avid interest in the subject will grow impatient .",182933,0.22222,Negative,1
9252,Has the disjointed feel of a bunch of strung-together TV episodes .,Has the disjointed feel of a bunch of strung-together TV episodes .,184343,0.16667,Very_Negative,0
9253,"A series of escapades demonstrating the adage that what is good for the goose is also good for the gander , some of which occasionally amuses but none of which amounts to much of a story .","A series of escapades demonstrating the adage that what is good for the goose is also good for the gander , some of which occasionally amuses but none of which amounts to much of a story .",181977,0.33333,Negative,1
9254,"Ozpetek offers an AIDS subtext , skims over the realities of gay sex , and presents yet another tired old vision of the gay community as an all-inclusive world where uptight , middle class bores like Antonia can feel good about themselves .","Ozpetek offers an AIDS subtext , skims over the realities of gay sex , and presents yet another tired old vision of the gay community as an all-inclusive world where uptight , middle class bores like Antonia can feel good about themselves .",186642,0.11111,Very_Negative,0
9255,A dopey movie clothed in excess layers of hipness .,A dopey movie clothed in excess layers of hipness .,181630,0.45833,Neutral,2
9256,The Sweetest Thing is expressly for idiots who do n't care what kind of sewage they shovel into their mental gullets to simulate sustenance .,The Sweetest Thing is expressly for idiots who do n't care what kind of sewage they shovel into their mental gullets to simulate sustenance .,187884,0.055556,Very_Negative,0
9257,"Sinks so low in a poorly played game of absurd plot twists , idiotic court maneuvers and stupid characters that even Freeman ca n't save it .","Sinks so low in a poorly played game of absurd plot twists , idiotic court maneuvers and stupid characters that even Freeman ca n't save it .",187322,0.083333,Very_Negative,0
9258,"I realized that no matter how fantastic Reign of Fire looked , its story was making no sense at all .","I realized that no matter how fantastic Reign of Fire looked , its story was making no sense at all .",184701,0.44444,Neutral,2
9259,It made me realize that we really have n't had a good cheesy B-movie playing in theaters since ... well ... since last week 's Reign of Fire .,It made me realize that we really have n't had a good cheesy B-movie playing in theaters since ... well ... since last week 's Reign of Fire .,185312,0.27778,Negative,1
9260,"Some movies were made for the big screen , some for the small screen , and some , like Ballistic : Ecks vs. Sever , were made for the palm screen .","Some movies were made for the big screen , some for the small screen , and some , like Ballistic : Ecks vs. Sever , were made for the palm screen .",225875,0.25,Negative,1
9261,"SC2 is an autopilot Hollywood concoction lacking in imagination and authentic Christmas spirit , yet it 's geared toward an audience full of masters of both .","SC2 is an autopilot Hollywood concoction lacking in imagination and authentic Christmas spirit , yet it 's geared toward an audience full of masters of both .",187055,0.22222,Negative,1
9262,"After all the big build-up , the payoff for the audience , as well as the characters , is messy , murky , unsatisfying .","After all the big build-up , the payoff for the audience , as well as the characters , is messy , murky , unsatisfying .",182197,0.40278,Neutral,2
9263,"Seems content to dog-paddle in the mediocre end of the pool , and it 's a sad , sick sight .","Seems content to dog-paddle in the mediocre end of the pool , and it 's a sad , sick sight .",187191,0.29167,Negative,1
9264,"It 's refreshing that someone understands the need for the bad boy ; Diesel , with his brawny frame and cool , composed delivery , fits the bill perfectly .","It 's refreshing that someone understands the need for the bad boy ; Diesel , with his brawny frame and cool , composed delivery , fits the bill perfectly .",185206,0.875,Very_Positive,4
9265,"If all of Eight Legged Freaks was as entertaining as the final hour , I would have no problem giving it an unqualified recommendation .","If all of Eight Legged Freaks was as entertaining as the final hour , I would have no problem giving it an unqualified recommendation .",184797,0.5,Neutral,2
9266,Suffers from a flat script and a low budget .,Suffers from a flat script and a low budget .,187624,0.23611,Negative,1
9267,"There are deeply religious and spiritual people in this world who would argue that entering a church , synagogue or temple does n't mean you have to check your brain at the door .","There are deeply religious and spiritual people in this world who would argue that entering a church , synagogue or temple does n't mean you have to check your brain at the door .",188869,0.65278,Positive,3
9268,The same should go for movie theaters .,The same should go for movie theaters .,188619,0.59722,Neutral,2
9269,"Seemingly a vehicle to showcase the Canadian 's inane ramblings , Stealing Harvard is a smorgasbord of soliloquies about nothing delivered by the former Mr. Drew Barrymore .","Seemingly a vehicle to showcase the Canadian 's inane ramblings , Stealing Harvard is a smorgasbord of soliloquies about nothing delivered by the former Mr. Drew Barrymore .",225725,0.18056,Very_Negative,0
9270,The film tries to touch on spousal abuse but veers off course and becomes just another revenge film .,The film tries to touch on spousal abuse but veers off course and becomes just another revenge film .,188214,0.51389,Neutral,2
9271,As it stands it 's an opera movie for the buffs .,As it stands it 's an opera movie for the buffs .,182596,0.54167,Neutral,2
9272,This franchise has not spawned a single good film .,This franchise has not spawned a single good film .,188969,0.083333,Very_Negative,0
9273,The crap continues .,The crap continues .,188052,0.15278,Very_Negative,0
9275,"High drama , Disney-style - a wing and a prayer and a hunky has-been pursuing his castle in the sky .","High drama , Disney-style - a wing and a prayer and a hunky has-been pursuing his castle in the sky .",184417,0.72222,Positive,3
9276,"Like its script , which nurses plot holes gaping enough to pilot an entire Olympic swim team through , the characters in Swimfan seem motivated by nothing short of dull , brain-deadening hangover .","Like its script , which nurses plot holes gaping enough to pilot an entire Olympic swim team through , the characters in Swimfan seem motivated by nothing short of dull , brain-deadening hangover .",185777,0.23611,Negative,1
9277,One big blustery movie where nothing really happens .,One big blustery movie where nothing really happens .,186537,0.22222,Negative,1
9278,"When it comes out on video , then it 's the perfect cure for insomnia .","When it comes out on video , then it 's the perfect cure for insomnia .",227090,0.15278,Very_Negative,0
9279,"Like a comedian who starts off promisingly but then proceeds to flop , Comedian runs out of steam after a half hour .","Like a comedian who starts off promisingly but then proceeds to flop , Comedian runs out of steam after a half hour .",185759,0.23611,Negative,1
9280,"The pairing does sound promising in theory ... but their lack of chemistry makes Eddie Murphy and Robert DeNiro in Showtime look like old , familiar vaudeville partners .","The pairing does sound promising in theory ... but their lack of chemistry makes Eddie Murphy and Robert DeNiro in Showtime look like old , familiar vaudeville partners .",188530,0.25,Negative,1
9281,Director Chris Eyre is going through the paces again with his usual high melodramatic style of filmmaking .,Director Chris Eyre is going through the paces again with his usual high melodramatic style of filmmaking .,183431,0.5,Neutral,2
9282,"As it stands , there 's some fine sex onscreen , and some tense arguing , but not a whole lot more .","As it stands , there 's some fine sex onscreen , and some tense arguing , but not a whole lot more .",182595,0.40278,Neutral,2
9283,"I could just feel the screenwriter at every moment ` Tap , tap , tap , tap , tapping away ' on this screenplay .","I could just feel the screenwriter at every moment ` Tap , tap , tap , tap , tapping away ' on this screenplay .",184636,0.33333,Negative,1
9284,The picture does n't know it 's a comedy .,The picture does n't know it 's a comedy .,188534,0.40278,Neutral,2
9285,"A stupid , derivative horror film that substitutes extreme gore for suspense .","A stupid , derivative horror film that substitutes extreme gore for suspense .",182028,0.11111,Very_Negative,0
9286,The rollerball sequences feel sanitised and stagey .,The rollerball sequences feel sanitised and stagey .,188614,0.26389,Negative,1
9287,Roman Polanski directs The Pianist like a surgeon mends a broken heart ; very meticulously but without any passion .,Roman Polanski directs The Pianist like a surgeon mends a broken heart ; very meticulously but without any passion .,187013,0.375,Negative,1
9288,Nothing more than a run-of-the-mill action flick .,Nothing more than a run-of-the-mill action flick .,186478,0.5,Neutral,2
9290,This is an action movie with an action icon who 's been all but decommissioned .,This is an action movie with an action icon who 's been all but decommissioned .,188994,0.29167,Negative,1
9291,"Even if it is generally amusing from time to time , I Spy has all the same problems the majority of action comedies have .","Even if it is generally amusing from time to time , I Spy has all the same problems the majority of action comedies have .",183750,0.375,Negative,1
9292,"Much like Robin Williams , Death to Smoochy has already reached its expiration date .","Much like Robin Williams , Death to Smoochy has already reached its expiration date .",186231,0.20833,Negative,1
9293,An annoying orgy of excess and exploitation that has no point and goes nowhere .,An annoying orgy of excess and exploitation that has no point and goes nowhere .,182366,0.125,Very_Negative,0
9294,"A tired , unnecessary retread ... a stale copy of a picture that was n't all that great to begin with .","A tired , unnecessary retread ... a stale copy of a picture that was n't all that great to begin with .",182070,0.125,Very_Negative,0
9295,An often unfunny romp .,An often unfunny romp .,182435,0.40278,Neutral,2
9296,"A worthy idea , but the uninspired scripts , acting and direction never rise above the level of an after-school TV special .","A worthy idea , but the uninspired scripts , acting and direction never rise above the level of an after-school TV special .",182120,0.25,Negative,1
9297,"Twenty years later , Reggio still knows how to make a point with poetic imagery , but his ability to startle has been stifled by the very prevalence of the fast-forward technology that he so stringently takes to task .","Twenty years later , Reggio still knows how to make a point with poetic imagery , but his ability to startle has been stifled by the very prevalence of the fast-forward technology that he so stringently takes to task .",189299,0.5,Neutral,2
9298,Ear-splitting exercise in formula crash-and-bash action .,Ear-splitting exercise in formula crash-and-bash action .,183606,0.36111,Negative,1
9299,We have an actor who is great fun to watch performing in a film that is only mildly diverting .,We have an actor who is great fun to watch performing in a film that is only mildly diverting .,189488,0.52778,Neutral,2
9300,"Despite Hoffman 's best efforts , Wilson remains a silent , lumpish cipher ; his encounters reveal nothing about who he is or who he was before .","Despite Hoffman 's best efforts , Wilson remains a silent , lumpish cipher ; his encounters reveal nothing about who he is or who he was before .",183367,0.43056,Neutral,2
9301,"There 's a thin line between likably old-fashioned and fuddy-duddy , and The Count of Monte Cristo ... never quite settles on either side .","There 's a thin line between likably old-fashioned and fuddy-duddy , and The Count of Monte Cristo ... never quite settles on either side .",188813,0.44444,Neutral,2
9302,The emotional overload of female angst irreparably drags the film down .,The emotional overload of female angst irreparably drags the film down .,188089,0.15278,Very_Negative,0
9303,Schaefer 's ... determination to inject farcical raunch ... drowns out the promise of the romantic angle .,Schaefer 's ... determination to inject farcical raunch ... drowns out the promise of the romantic angle .,187131,0.29167,Negative,1
9304,"Like Showgirls and Glitter , the most entertaining moments here are unintentional .","Like Showgirls and Glitter , the most entertaining moments here are unintentional .",185755,0.27778,Negative,1
9305,"While some of the camera work is interesting , the film 's mid-to-low budget is betrayed by the surprisingly shoddy makeup work .","While some of the camera work is interesting , the film 's mid-to-low budget is betrayed by the surprisingly shoddy makeup work .",189694,0.29167,Negative,1
9306,"The origin story is well told , and the characters will not disappoint anyone who values the original comic books .","The origin story is well told , and the characters will not disappoint anyone who values the original comic books .",188508,0.56944,Neutral,2
9307,It 's in the action scenes that things fall apart .,It 's in the action scenes that things fall apart .,185133,0.27778,Negative,1
9308,Impostor is a step down for director Gary Fleder .,Impostor is a step down for director Gary Fleder .,184863,0.26389,Negative,1
9309,"Seagal , who looks more like Danny Aiello these days , mumbles his way through the movie .","Seagal , who looks more like Danny Aiello these days , mumbles his way through the movie .",187174,0.19444,Very_Negative,0
9310,"The movie is a negligible work of manipulation , an exploitation piece doing its usual worst to guilt-trip parents .","The movie is a negligible work of manipulation , an exploitation piece doing its usual worst to guilt-trip parents .",188425,0.20833,Negative,1
9311,Lacks dramatic punch and depth .,Lacks dramatic punch and depth .,185661,0.20833,Negative,1
9312,There are moments of real pleasure to be found in Sara Sugarman 's whimsical comedy Very Annie-Mary but not enough to sustain the film .,There are moments of real pleasure to be found in Sara Sugarman 's whimsical comedy Very Annie-Mary but not enough to sustain the film .,188880,0.51389,Neutral,2
9313,I can analyze this movie in three words : Thumbs Friggin ' Down .,I can analyze this movie in three words : Thumbs Friggin ' Down .,184628,0.11111,Very_Negative,0
9314,"Sadly , ` Garth ' has n't progressed as nicely as ` Wayne . '","Sadly , ` Garth ' has n't progressed as nicely as ` Wayne . '",187074,0.31944,Negative,1
9315,Make like the title and dodge this one .,Make like the title and dodge this one .,185962,0.11111,Very_Negative,0
9316,This is not one of the movies you 'd want to watch if you only had a week to live .,This is not one of the movies you 'd want to watch if you only had a week to live .,189016,0.16667,Very_Negative,0
9317,"The first hour is tedious though Ford and Neeson capably hold our interest , but its just not a thrilling movie .","The first hour is tedious though Ford and Neeson capably hold our interest , but its just not a thrilling movie .",188236,0.34722,Negative,1
9318,"Here 's a case of two actors who do everything humanly possible to create characters who are sweet and believable , and are defeated by a screenplay that forces them into bizarre , implausible behavior .","Here 's a case of two actors who do everything humanly possible to create characters who are sweet and believable , and are defeated by a screenplay that forces them into bizarre , implausible behavior .",184386,0.33333,Negative,1
9320,"Sweet Home Alabama is one dumb movie , but its stupidity is so relentlessly harmless that it almost wins you over in the end .","Sweet Home Alabama is one dumb movie , but its stupidity is so relentlessly harmless that it almost wins you over in the end .",187645,0.48611,Neutral,2
9322,No amount of good acting is enough to save Oleander 's uninspired story .,No amount of good acting is enough to save Oleander 's uninspired story .,186364,0.22222,Negative,1
9323,"A vile , incoherent mess ... a scummy ripoff of David Cronenberg 's brilliant ` Videodrome . '","A vile , incoherent mess ... a scummy ripoff of David Cronenberg 's brilliant ` Videodrome . '",182078,0.083333,Very_Negative,0
9324,Murphy and Wilson actually make a pretty good team ... but the project surrounding them is distressingly rote .,Murphy and Wilson actually make a pretty good team ... but the project surrounding them is distressingly rote .,186252,0.33333,Negative,1
9325,"Despite its raucous intent , XXX is as conventional as a Nike ad and as rebellious as spring break .","Despite its raucous intent , XXX is as conventional as a Nike ad and as rebellious as spring break .",183377,0.48611,Neutral,2
9326,"Think The Lion King redone for horses , with fewer deliberate laughs , more inadvertent ones and stunningly trite songs by Bryan Adams , the world 's most generic rock star .","Think The Lion King redone for horses , with fewer deliberate laughs , more inadvertent ones and stunningly trite songs by Bryan Adams , the world 's most generic rock star .",188936,0.125,Very_Negative,0
9327,It is one more celluloid testimonial to the cruelties experienced by Southern blacks as distilled through a Caucasian perspective .,It is one more celluloid testimonial to the cruelties experienced by Southern blacks as distilled through a Caucasian perspective .,185298,0.5,Neutral,2
9328,"It 's tough being a black man in America , especially when the Man has taken away your car , your work-hours and denied you health insurance .","It 's tough being a black man in America , especially when the Man has taken away your car , your work-hours and denied you health insurance .",185233,0.44444,Neutral,2
9330,"An amateurish , quasi-improvised acting exercise shot on ugly digital video .","An amateurish , quasi-improvised acting exercise shot on ugly digital video .",182354,0.097222,Very_Negative,0
9331,"The holes in this film remain agape -- holes punched through by an inconsistent , meandering , and sometimes dry plot .","The holes in this film remain agape -- holes punched through by an inconsistent , meandering , and sometimes dry plot .",188280,0.22222,Negative,1
9332,Would Benigni 's Italian Pinocchio have been any easier to sit through than this hastily dubbed disaster ?,Would Benigni 's Italian Pinocchio have been any easier to sit through than this hastily dubbed disaster ?,189851,0.18056,Very_Negative,0
9333,"Unofficially , National Lampoon 's Van Wilder is Son of Animal House .","Unofficially , National Lampoon 's Van Wilder is Son of Animal House .",226879,0.40278,Neutral,2
9334,"Officially , it is twice as bestial but half as funny .","Officially , it is twice as bestial but half as funny .",225278,0.30556,Negative,1
9335,"This is a fragmented film , once a good idea that was followed by the bad idea to turn it into a movie .","This is a fragmented film , once a good idea that was followed by the bad idea to turn it into a movie .",188978,0.16667,Very_Negative,0
9336,Mindless yet impressively lean spinoff of last summer 's bloated effects fest The Mummy Returns .,Mindless yet impressively lean spinoff of last summer 's bloated effects fest The Mummy Returns .,186135,0.73611,Positive,3
9337,"Halfway through the movie , the humor dwindles .","Halfway through the movie , the humor dwindles .",184262,0.33333,Negative,1
9339,will be far more interesting to the Soderbergh faithful than it will be to the casual moviegoer who might be lured in by Julia Roberts ...,will be far more interesting to the Soderbergh faithful than it will be to the casual moviegoer who might be lured in by Julia Roberts ...,219481,0.55556,Neutral,2
9340,"Authentic , and at times endearing , humorous , spooky , educational , but at other times as bland as a block of snow .","Authentic , and at times endearing , humorous , spooky , educational , but at other times as bland as a block of snow .",182672,0.43056,Neutral,2
9341,Control-Alt-Delete Simone as quickly as possible,Control-Alt-Delete Simone as quickly as possible,183203,0.11111,Very_Negative,0
9342,"Follows the original film virtually scene for scene and yet manages to bleed it almost completely dry of humor , verve and fun .","Follows the original film virtually scene for scene and yet manages to bleed it almost completely dry of humor , verve and fun .",183961,0.20833,Negative,1
9343,"The filmmaker ascends , literally , to the Olympus of the art world , but he would have done well to end this flawed , dazzling series with the raising of something other than his own cremaster .","The filmmaker ascends , literally , to the Olympus of the art world , but he would have done well to end this flawed , dazzling series with the raising of something other than his own cremaster .",188225,0.44444,Neutral,2
9344,"The screenplay comes across , rather unintentionally , as Hip-Hop Scooby-Doo .","The screenplay comes across , rather unintentionally , as Hip-Hop Scooby-Doo .",188627,0.43056,Neutral,2
9345,Has lost some of the dramatic conviction that underlies the best of comedies ...,Has lost some of the dramatic conviction that underlies the best of comedies ...,184334,0.25,Negative,1
9346,"Vaguely interesting , but it 's just too too much .","Vaguely interesting , but it 's just too too much .",189383,0.375,Negative,1
9347,"... no charm , no laughs , no fun , no reason to watch .","... no charm , no laughs , no fun , no reason to watch .",181327,0.11111,Very_Negative,0
9348,A generic family comedy unlikely to be appreciated by anyone outside the under-10 set .,A generic family comedy unlikely to be appreciated by anyone outside the under-10 set .,181712,0.16667,Very_Negative,0
9349,Kung Pow seems like some futile concoction that was developed hastily after Oedekerk and his fellow moviemakers got through crashing a college keg party .,Kung Pow seems like some futile concoction that was developed hastily after Oedekerk and his fellow moviemakers got through crashing a college keg party .,185644,0.19444,Very_Negative,0
9350,Kurys seems intimidated by both her subject matter and the period trappings of this debut venture into the heritage business .,Kurys seems intimidated by both her subject matter and the period trappings of this debut venture into the heritage business .,185647,0.30556,Negative,1
9351,The film virtually chokes on its own self-consciousness .,The film virtually chokes on its own self-consciousness .,188215,0.5,Neutral,2
9352,A manipulative feminist empowerment tale thinly posing as a serious drama about spousal abuse .,A manipulative feminist empowerment tale thinly posing as a serious drama about spousal abuse .,181827,0.23611,Negative,1
9353,"Everything in Maid in Manhattan is exceedingly pleasant , designed not to offend .","Everything in Maid in Manhattan is exceedingly pleasant , designed not to offend .",183798,0.77778,Positive,3
9354,"It goes down easy , leaving virtually no aftertaste .","It goes down easy , leaving virtually no aftertaste .",185282,0.72222,Positive,3
9355,"A profoundly stupid affair , populating its hackneyed and meanspirited storyline with cardboard characters and performers who value cash above credibility .","A profoundly stupid affair , populating its hackneyed and meanspirited storyline with cardboard characters and performers who value cash above credibility .",181917,0.097222,Very_Negative,0
9356,... pays tribute to heroes the way Julia Roberts hands out awards -- with phony humility barely camouflaging grotesque narcissism .,... pays tribute to heroes the way Julia Roberts hands out awards -- with phony humility barely camouflaging grotesque narcissism .,181330,0.18056,Very_Negative,0
9357,"Time stands still in more ways that one in Clockstoppers , a sci-fi thriller as lazy as it is interminable .","Time stands still in more ways that one in Clockstoppers , a sci-fi thriller as lazy as it is interminable .",189175,0.25,Negative,1
9358,"As a director , Eastwood is off his game -- there 's no real sense of suspense , and none of the plot ` surprises ' are really surprising .","As a director , Eastwood is off his game -- there 's no real sense of suspense , and none of the plot ` surprises ' are really surprising .",182579,0.19444,Very_Negative,0
9359,"Eccentric enough to stave off doldrums , Caruso 's self-conscious debut is also eminently forgettable .","Eccentric enough to stave off doldrums , Caruso 's self-conscious debut is also eminently forgettable .",183622,0.40278,Neutral,2
9360,"To work , love stories require the full emotional involvement and support of a viewer .","To work , love stories require the full emotional involvement and support of a viewer .",226768,0.5,Neutral,2
9361,That is made almost impossible by events that set the plot in motion .,That is made almost impossible by events that set the plot in motion .,187735,0.40278,Neutral,2
9362,"Although Barbershop boasts some of today 's hottest and hippest acts from the world of television , music and stand-up comedy , this movie strangely enough has the outdated swagger of a shameless ` 70s blaxploitation shuck-and-jive sitcom .","Although Barbershop boasts some of today 's hottest and hippest acts from the world of television , music and stand-up comedy , this movie strangely enough has the outdated swagger of a shameless ` 70s blaxploitation shuck-and-jive sitcom .",222262,0.58333,Neutral,2
9363,A puzzle whose pieces do not fit .,A puzzle whose pieces do not fit .,181925,0.30556,Negative,1
9364,"Some are fascinating and others are not , and in the end , it is almost a good movie .","Some are fascinating and others are not , and in the end , it is almost a good movie .",225869,0.55556,Neutral,2
9365,Would that Greengrass had gone a tad less for grit and a lot more for intelligibility .,Would that Greengrass had gone a tad less for grit and a lot more for intelligibility .,189860,0.26389,Negative,1
9366,"The good is very , very good ... The rest runs from mildly unimpressive to despairingly awful .","The good is very , very good ... The rest runs from mildly unimpressive to despairingly awful .",188258,0.41667,Neutral,2
9367,"` Butterfingered ' is the word for the big-fisted direction of Jez Butterworth , who manages to blast even the smallest sensitivities from the romance with his clamorous approach .","` Butterfingered ' is the word for the big-fisted direction of Jez Butterworth , who manages to blast even the smallest sensitivities from the romance with his clamorous approach .",189964,0.34722,Negative,1
9368,"Be forewarned , if you 're depressed about anything before watching this film , you may just end up trying to drown yourself in a lake afterwards .","Be forewarned , if you 're depressed about anything before watching this film , you may just end up trying to drown yourself in a lake afterwards .",182720,0.15278,Very_Negative,0
9369,a terrible adaptation of a play that only ever walked the delicate tightrope between farcical and loathsome .,a terrible adaptation of a play that only ever walked the delicate tightrope between farcical and loathsome .,228212,0.11111,Very_Negative,0
9370,"In the wrong hands , i.e. Peploe 's , it 's simply unbearable","In the wrong hands , i.e. Peploe 's , it 's simply unbearable",224042,0.22222,Negative,1
9371,"An inexperienced director , Mehta has much to learn .","An inexperienced director , Mehta has much to learn .",182431,0.31944,Negative,1
9372,A limp Eddie Murphy vehicle that even he seems embarrassed to be part of .,A limp Eddie Murphy vehicle that even he seems embarrassed to be part of .,181764,0.11111,Very_Negative,0
9373,"So muddled , repetitive and ragged that it says far less about the horrifying historical reality than about the filmmaker 's characteristic style .","So muddled , repetitive and ragged that it says far less about the horrifying historical reality than about the filmmaker 's characteristic style .",187391,0.11111,Very_Negative,0
9374,A gushy episode of `` M \* A \* S \* H '' only this time from an Asian perspective .,A gushy episode of `` M \* A \* S \* H '' only this time from an Asian perspective .,222020,0.38889,Negative,1
9375,"`` Looking For Leonard '' just seems to kinda sit in neutral , hoping for a stiff wind to blow it uphill or something .","`` Looking For Leonard '' just seems to kinda sit in neutral , hoping for a stiff wind to blow it uphill or something .",227530,0.26389,Negative,1
9376,Nothing more than four or five mild chuckles surrounded by 86 minutes of overly-familiar and poorly-constructed comedy .,Nothing more than four or five mild chuckles surrounded by 86 minutes of overly-familiar and poorly-constructed comedy .,186483,0.20833,Negative,1
9377,"Definitely in the guilty pleasure B-movie category , Reign of Fire is so incredibly inane that it is laughingly enjoyable .","Definitely in the guilty pleasure B-movie category , Reign of Fire is so incredibly inane that it is laughingly enjoyable .",183332,0.72222,Positive,3
9378,Good-looking but relentlessly lowbrow outing plays like Clueless Does South Fork .,Good-looking but relentlessly lowbrow outing plays like Clueless Does South Fork .,184204,0.25,Negative,1
9379,"entertaining enough , but nothing new","entertaining enough , but nothing new",6230,0.31944,Negative,1
9380,... one resurrection too many .,... one resurrection too many .,181328,0.29167,Negative,1
9381,"This is a film about the irksome , tiresome nature of complacency that remains utterly satisfied to remain the same throughout .","This is a film about the irksome , tiresome nature of complacency that remains utterly satisfied to remain the same throughout .",226645,0.26389,Negative,1
9382,"Even as the hero of the story rediscovers his passion in life , the mood remains oddly detached .","Even as the hero of the story rediscovers his passion in life , the mood remains oddly detached .",223254,0.29167,Negative,1
9383,DeMeo is not without talent ; he just needs better material .,DeMeo is not without talent ; he just needs better material .,183308,0.5,Neutral,2
9384,"In spite of featuring a script credited to no fewer than five writers , apparently nobody here bothered to check it twice .","In spite of featuring a script credited to no fewer than five writers , apparently nobody here bothered to check it twice .",184904,0.22222,Negative,1
9385,"No one involved , save Dash , shows the slightest aptitude for acting , and the script , credited to director Abdul Malik Abbott and Ernest ` Tron ' Anderson , seems entirely improvised .","No one involved , save Dash , shows the slightest aptitude for acting , and the script , credited to director Abdul Malik Abbott and Ernest ` Tron ' Anderson , seems entirely improvised .",186406,0.16667,Very_Negative,0
9386,"Initially gripping , eventually cloying POW drama .","Initially gripping , eventually cloying POW drama .",184945,0.61111,Positive,3
9387,"A timid , soggy near miss .","A timid , soggy near miss .",182064,0.34722,Negative,1
9388,Works better in the conception than it does in the execution ... winds up seeming just a little too clever .,Works better in the conception than it does in the execution ... winds up seeming just a little too clever .,189835,0.30556,Negative,1
9389,"To the vast majority of more casual filmgoers , it will probably be a talky bore .","To the vast majority of more casual filmgoers , it will probably be a talky bore .",189194,0.375,Negative,1
9390,Observant intelligence constantly vies with pretension -- and sometimes plain wacky implausibility -- throughout Maelstrom .,Observant intelligence constantly vies with pretension -- and sometimes plain wacky implausibility -- throughout Maelstrom .,186496,0.58333,Neutral,2
9391,This version of H.G. Wells ' Time Machine was directed by H.G. Wells ' great-grandson .,This version of H.G. Wells ' Time Machine was directed by H.G. Wells ' great-grandson .,226713,0.5,Neutral,2
9392,They should have found Orson Welles ' great-grandson .,They should have found Orson Welles ' great-grandson .,188929,0.5,Neutral,2
9393,"Shunji Iwai 's All About Lily Chou Chou is a beautifully shot , but ultimately flawed film about growing up in Japan .","Shunji Iwai 's All About Lily Chou Chou is a beautifully shot , but ultimately flawed film about growing up in Japan .",187297,0.38889,Negative,1
9394,"With more character development this might have been an eerie thriller ; with better payoffs , it could have been a thinking man 's monster movie .","With more character development this might have been an eerie thriller ; with better payoffs , it could have been a thinking man 's monster movie .",189799,0.375,Negative,1
9395,"Thriller directorial debut for Traffic scribe Gaghan has all the right parts , but the pieces do n't quite fit together .","Thriller directorial debut for Traffic scribe Gaghan has all the right parts , but the pieces do n't quite fit together .",189158,0.40278,Neutral,2
9396,... would be a total loss if not for two supporting performances taking place at the movie 's edges .,... would be a total loss if not for two supporting performances taking place at the movie 's edges .,181351,0.48611,Neutral,2
9397,"There 's not a single jump-in-your-seat moment and believe it or not , Jason actually takes a backseat in his own film to special effects .","There 's not a single jump-in-your-seat moment and believe it or not , Jason actually takes a backseat in his own film to special effects .",188839,0.125,Very_Negative,0
9398,"Goldbacher draws on an elegant visual sense and a talent for easy , seductive pacing ... but she and writing partner Laurence Coriat do n't manage an equally assured narrative coinage .","Goldbacher draws on an elegant visual sense and a talent for easy , seductive pacing ... but she and writing partner Laurence Coriat do n't manage an equally assured narrative coinage .",184193,0.77778,Positive,3
